"","wavelength","haz_mean_reflectance"
"1321",1321,0.19962
"1322",1322,0.1993
"1323",1323,0.198465
"1324",1324,0.198245
"1325",1325,0.19805
"1326",1326,0.197635
"1327",1327,0.197215
"1328",1328,0.19652
"1329",1329,0.19599
"1330",1330,0.195765
"1331",1331,0.195725
"1332",1332,0.19553
"1333",1333,0.19506
"1334",1334,0.194585
"1335",1335,0.19386
"1336",1336,0.19321
"1337",1337,0.192925
"1338",1338,0.19235
"1339",1339,0.1915
"1340",1340,0.19084
"1341",1341,0.19009
"1342",1342,0.189175
"1343",1343,0.18902
"1344",1344,0.189165
"1345",1345,0.18874
"1346",1346,0.18827
"1347",1347,0.187475
"1348",1348,0.185785
"1349",1349,0.184995
"1350",1350,0.18449
"1351",1351,0.18412
"1352",1352,0.184675
"1353",1353,0.184325
"1354",1354,0.1834
"1355",1355,0.182745
"1356",1356,0.1815
"1357",1357,0.18077
"1358",1358,0.180475
"1359",1359,0.180335
"1360",1360,0.18089
"1361",1361,0.180885
"1362",1362,0.18081
"1363",1363,0.180295
"1364",1364,0.17867
"1365",1365,0.17789
"1366",1366,0.177235
"1367",1367,0.17726
"1368",1368,0.17706
"1369",1369,0.17722
"1370",1370,0.176375
"1371",1371,0.17462
"1372",1372,0.173925
"1373",1373,0.173685
"1374",1374,0.17344
"1375",1375,0.17367
"1376",1376,0.173355
"1377",1377,0.171995
"1378",1378,0.171085
"1379",1379,0.170785
"1380",1380,0.17022
"1381",1381,0.169425
"1382",1382,0.16886
"1383",1383,0.168415
"1384",1384,0.16846
"1385",1385,0.16909
"1386",1386,0.16885
"1387",1387,0.16768
"1388",1388,0.165895
"1389",1389,0.16396
"1390",1390,0.16292
"1391",1391,0.16296
"1392",1392,0.162855
"1393",1393,0.163815
"1394",1394,0.163335
"1395",1395,0.16225
"1396",1396,0.161035
"1397",1397,0.158895
"1398",1398,0.15791
"1399",1399,0.156995
"1400",1400,0.15684
"1401",1401,0.158135
"1402",1402,0.15785
"1403",1403,0.15746
"1404",1404,0.156585
"1405",1405,0.154035
"1406",1406,0.152795
"1407",1407,0.152325
"1408",1408,0.15161
"1409",1409,0.15146
"1410",1410,0.15068
"1411",1411,0.14884
"1412",1412,0.14806
"1413",1413,0.14816
"1414",1414,0.1474
"1415",1415,0.14672
"1416",1416,0.1462
"1417",1417,0.14472
"1418",1418,0.143875
"1419",1419,0.14352
"1420",1420,0.143765
"1421",1421,0.14527
"1422",1422,0.14482
"1423",1423,0.144585
"1424",1424,0.143125
"1425",1425,0.137975
"1426",1426,0.13636
"1427",1427,0.136825
"1428",1428,0.13594
"1429",1429,0.136585
"1430",1430,0.135755
"1431",1431,0.132225
"1432",1432,0.131005
"1433",1433,0.130905
"1434",1434,0.13027
"1435",1435,0.13084
"1436",1436,0.130485
"1437",1437,0.1288
"1438",1438,0.128415
"1439",1439,0.12889
"1440",1440,0.128445
"1441",1441,0.12915
"1442",1442,0.12762
"1443",1443,0.1229965
"1444",1444,0.120762
"1445",1445,0.1169065
"1446",1446,0.116705
"1447",1447,0.122215
"1448",1448,0.12308
"1449",1449,0.12416
"1450",1450,0.123525
"1451",1451,0.1181905
"1452",1452,0.1154475
"1453",1453,0.112575
"1454",1454,0.111771
"1455",1455,0.1139795
"1456",1456,0.113565
"1457",1457,0.1133855
"1458",1458,0.112914
"1459",1459,0.1094675
"1460",1460,0.108378
"1461",1461,0.110297
"1462",1462,0.109868
"1463",1463,0.1084295
"1464",1464,0.107536
"1465",1465,0.105602
"1466",1466,0.104301
"1467",1467,0.102881
"1468",1468,0.103373
"1469",1469,0.1064625
"1470",1470,0.1066955
"1471",1471,0.107711
"1472",1472,0.1068985
"1473",1473,0.1012115
"1474",1474,0.09889
"1475",1475,0.0978835
"1476",1476,0.0975275
"1477",1477,0.1001595
"1478",1478,0.099669
"1479",1479,0.0973655
"1480",1480,0.0961345
"1481",1481,0.093699
"1482",1482,0.0913035
"1483",1483,0.088138
"1484",1484,0.0893815
"1485",1485,0.0935265
"1486",1486,0.094607
"1487",1487,0.0991195
"1488",1488,0.099682
"1489",1489,0.094343
"1490",1490,0.0927085
"1491",1491,0.092832
"1492",1492,0.0916365
"1493",1493,0.0894485
"1494",1494,0.087847
"1495",1495,0.0858655
"1496",1496,0.085718
"1497",1497,0.087358
"1498",1498,0.0875845
"1499",1499,0.0880425
"1500",1500,0.0887865
"1501",1501,0.089479
"1502",1502,0.027848
"1503",1503,0.027748
"1504",1504,0.0270995
"1505",1505,0.021645
"1506",1506,0.0258155
"1507",1507,0.0325335
"1508",1508,0.035956
"1509",1509,0.0379565
"1510",1510,0.035037
"1511",1511,0.030195
"1512",1512,0.037341
"1513",1513,0.0390315
"1514",1514,0.034606
"1515",1515,0.031331
"1516",1516,0.031466
"1517",1517,0.033942
"1518",1518,0.0363325
"1519",1519,0.0365375
"1520",1520,0.034944
"1521",1521,0.033384
"1522",1522,0.0376955
"1523",1523,0.039709
"1524",1524,0.036777
"1525",1525,0.032047
"1526",1526,0.0327495
"1527",1527,0.0366995
"1528",1528,0.0361225
"1529",1529,0.0352335
"1530",1530,0.034489
"1531",1531,0.0339445
"1532",1532,0.0327675
"1533",1533,0.0324125
"1534",1534,0.033636
"1535",1535,0.0355135
"1536",1536,0.0347735
"1537",1537,0.032538
"1538",1538,0.036431
"1539",1539,0.035722
"1540",1540,0.032095
"1541",1541,0.033007
"1542",1542,0.0352005
"1543",1543,0.0368165
"1544",1544,0.036643
"1545",1545,0.035577
"1546",1546,0.035022
"1547",1547,0.0355185
"1548",1548,0.035466
"1549",1549,0.0371225
"1550",1550,0.03896
"1551",1551,0.0345465
"1552",1552,0.0342535
"1553",1553,0.037411
"1554",1554,0.0388215
"1555",1555,0.039297
"1556",1556,0.0381695
"1557",1557,0.0354775
"1558",1558,0.035027
"1559",1559,0.036063
"1560",1560,0.037304
"1561",1561,0.037068
"1562",1562,0.0355635
"1563",1563,0.0343455
"1564",1564,0.0367275
"1565",1565,0.0372405
"1566",1566,0.0364885
"1567",1567,0.0371185
"1568",1568,0.0382685
"1569",1569,0.038429
"1570",1570,0.0368965
"1571",1571,0.036464
"1572",1572,0.0367395
"1573",1573,0.037168
"1574",1574,0.03718
"1575",1575,0.0368715
"1576",1576,0.036858
"1577",1577,0.038321
"1578",1578,0.038484
"1579",1579,0.03789
"1580",1580,0.0379955
"1581",1581,0.037998
"1582",1582,0.038462
"1583",1583,0.039496
"1584",1584,0.039111
"1585",1585,0.03832
"1586",1586,0.037916
"1587",1587,0.0385
"1588",1588,0.038572
"1589",1589,0.0382945
"1590",1590,0.038869
"1591",1591,0.0391305
"1592",1592,0.0390565
"1593",1593,0.038908
"1594",1594,0.038589
"1595",1595,0.0384735
"1596",1596,0.0387185
"1597",1597,0.038716
"1598",1598,0.03887
"1599",1599,0.039239
"1600",1600,0.03943
"1601",1601,0.0396085
"1602",1602,0.0396165
"1603",1603,0.039179
"1604",1604,0.0391495
"1605",1605,0.0392565
"1606",1606,0.0391555
"1607",1607,0.039801
"1608",1608,0.040104
"1609",1609,0.0395415
"1610",1610,0.039129
"1611",1611,0.0392115
"1612",1612,0.0395195
"1613",1613,0.0390355
"1614",1614,0.0390315
"1615",1615,0.0394785
"1616",1616,0.0398375
"1617",1617,0.039949
"1618",1618,0.0399315
"1619",1619,0.039948
"1620",1620,0.04012
"1621",1621,0.0400835
"1622",1622,0.0397485
"1623",1623,0.039518
"1624",1624,0.039425
"1625",1625,0.0394545
"1626",1626,0.039529
"1627",1627,0.039777
"1628",1628,0.0398405
"1629",1629,0.039376
"1630",1630,0.0392305
"1631",1631,0.0394665
"1632",1632,0.0398675
"1633",1633,0.0396815
"1634",1634,0.0395795
"1635",1635,0.0397745
"1636",1636,0.0399015
"1637",1637,0.0401395
"1638",1638,0.0403425
"1639",1639,0.0402365
"1640",1640,0.040039
"1641",1641,0.040059
"1642",1642,0.0404565
"1643",1643,0.0406025
"1644",1644,0.0408125
"1645",1645,0.041153
"1646",1646,0.040996
"1647",1647,0.0409415
"1648",1648,0.041226
"1649",1649,0.0418565
"1650",1650,0.04208
"1651",1651,0.042041
"1652",1652,0.0421915
"1653",1653,0.042653
"1654",1654,0.0431375
"1655",1655,0.043476
"1656",1656,0.0440545
"1657",1657,0.0447585
"1658",1658,0.0454635
"1659",1659,0.045982
"1660",1660,0.046728
"1661",1661,0.0477785
"1662",1662,0.049027
"1663",1663,0.049954
"1664",1664,0.050797
"1665",1665,0.051949
"1666",1666,0.053704
"1667",1667,0.0554835
"1668",1668,0.05705
"1669",1669,0.0589645
"1670",1670,0.0611075
"1671",1671,0.063265
"1672",1672,0.0650885
"1673",1673,0.067352
"1674",1674,0.069817
"1675",1675,0.0719815
"1676",1676,0.074236
"1677",1677,0.0764905
"1678",1678,0.0786615
"1679",1679,0.0809255
"1680",1680,0.0830115
"1681",1681,0.0848695
"1682",1682,0.0867495
"1683",1683,0.0885165
"1684",1684,0.0901165
"1685",1685,0.0915385
"1686",1686,0.0929925
"1687",1687,0.094291
"1688",1688,0.095271
"1689",1689,0.0962805
"1690",1690,0.0970665
"1691",1691,0.0976005
"1692",1692,0.098382
"1693",1693,0.098986
"1694",1694,0.0994465
"1695",1695,0.100109
"1696",1696,0.100477
"1697",1697,0.100764
"1698",1698,0.101323
"1699",1699,0.101809
"1700",1700,0.1022095
"1701",1701,0.1025735
"1702",1702,0.1030165
"1703",1703,0.10326
"1704",1704,0.10331
"1705",1705,0.10356
"1706",1706,0.103515
"1707",1707,0.103245
"1708",1708,0.103025
"1709",1709,0.102585
"1710",1710,0.1019345
"1711",1711,0.101123
"1712",1712,0.100072
"1713",1713,0.0990235
"1714",1714,0.0980315
"1715",1715,0.0968695
"1716",1716,0.0956415
"1717",1717,0.094293
"1718",1718,0.0927025
"1719",1719,0.091187
"1720",1720,0.089641
"1721",1721,0.0879265
"1722",1722,0.0862965
"1723",1723,0.0845805
"1724",1724,0.082784
"1725",1725,0.0814005
"1726",1726,0.0798455
"1727",1727,0.078141
"1728",1728,0.076773
"1729",1729,0.0756005
"1730",1730,0.0744525
"1731",1731,0.0731815
"1732",1732,0.0720625
"1733",1733,0.071091
"1734",1734,0.07022
"1735",1735,0.06938
"1736",1736,0.0685665
"1737",1737,0.0678015
"1738",1738,0.067145
"1739",1739,0.0663905
"1740",1740,0.065692
"1741",1741,0.0652935
"1742",1742,0.064781
"1743",1743,0.0641835
"1744",1744,0.0636255
"1745",1745,0.0633235
"1746",1746,0.0630145
"1747",1747,0.0626205
"1748",1748,0.062331
"1749",1749,0.0620415
"1750",1750,0.0617485
"1751",1751,0.061488
"1752",1752,0.061287
"1753",1753,0.061
"1754",1754,0.0605635
"1755",1755,0.0604255
"1756",1756,0.0602005
"1757",1757,0.059754
"1758",1758,0.0594295
"1759",1759,0.0590175
"1760",1760,0.058544
"1761",1761,0.058156
"1762",1762,0.0577305
"1763",1763,0.0572445
"1764",1764,0.056703
"1765",1765,0.0561185
"1766",1766,0.0556535
"1767",1767,0.0553185
"1768",1768,0.0548265
"1769",1769,0.0543475
"1770",1770,0.053884
"1771",1771,0.053351
"1772",1772,0.0530115
"1773",1773,0.0527395
"1774",1774,0.052366
"1775",1775,0.0520695
"1776",1776,0.051798
"1777",1777,0.051526
"1778",1778,0.051322
"1779",1779,0.051139
"1780",1780,0.0509735
"1781",1781,0.050854
"1782",1782,0.0506895
"1783",1783,0.050537
"1784",1784,0.0504595
"1785",1785,0.0502945
"1786",1786,0.050101
"1787",1787,0.049915
"1788",1788,0.0496785
"1789",1789,0.049339
"1790",1790,0.0489165
"1791",1791,0.048493
"1792",1792,0.0481285
"1793",1793,0.047699
"1794",1794,0.047081
"1795",1795,0.0465765
"1796",1796,0.0461255
"1797",1797,0.045683
"1798",1798,0.045369
"1799",1799,0.0449505
"1800",1800,0.0444775
"1801",1801,0.0442665
"1802",1802,0.0439995
"1803",1803,0.043749
"1804",1804,0.0436635
"1805",1805,0.043508
"1806",1806,0.0433785
"1807",1807,0.0433225
"1808",1808,0.043165
"1809",1809,0.0429775
"1810",1810,0.0428115
"1811",1811,0.042712
"1812",1812,0.0426195
"1813",1813,0.042486
"1814",1814,0.0422875
"1815",1815,0.042143
"1816",1816,0.042062
"1817",1817,0.0420355
"1818",1818,0.0420525
"1819",1819,0.0421
"1820",1820,0.042181
"1821",1821,0.042305
"1822",1822,0.04249
"1823",1823,0.042732
"1824",1824,0.043007
"1825",1825,0.043208
"1826",1826,0.0434815
"1827",1827,0.0438945
"1828",1828,0.0442735
"1829",1829,0.0447195
"1830",1830,0.0452235
"1831",1831,0.0456905
"1832",1832,0.046225
"1833",1833,0.0468175
"1834",1834,0.0474305
"1835",1835,0.0480435
"1836",1836,0.04867
"1837",1837,0.049346
"1838",1838,0.050152
"1839",1839,0.051039
"1840",1840,0.052027
"1841",1841,0.053187
"1842",1842,0.054753
"1843",1843,0.0567635
"1844",1844,0.059227
"1845",1845,0.062298
"1846",1846,0.06605
"1847",1847,0.0705325
"1848",1848,0.0757715
"1849",1849,0.081744
"1850",1850,0.0884045
"1851",1851,0.09568
"1852",1852,0.1035995
"1853",1853,0.11201
"1854",1854,0.120765
"1855",1855,0.12985
"1856",1856,0.13915
"1857",1857,0.148595
"1858",1858,0.15824
"1859",1859,0.167945
"1860",1860,0.177685
"1861",1861,0.187515
"1862",1862,0.19742
"1863",1863,0.20738
"1864",1864,0.217335
"1865",1865,0.227245
"1866",1866,0.237205
"1867",1867,0.247195
"1868",1868,0.25704
"1869",1869,0.26684
"1870",1870,0.27657
"1871",1871,0.28614
"1872",1872,0.295575
"1873",1873,0.304865
"1874",1874,0.31397
"1875",1875,0.32283
"1876",1876,0.331465
"1877",1877,0.339835
"1878",1878,0.347845
"1879",1879,0.3556
"1880",1880,0.36307
"1881",1881,0.370185
"1882",1882,0.37695
"1883",1883,0.38334
"1884",1884,0.389365
"1885",1885,0.39522
"1886",1886,0.400655
"1887",1887,0.405665
"1888",1888,0.410465
"1889",1889,0.414935
"1890",1890,0.41908
"1891",1891,0.42293
"1892",1892,0.426475
"1893",1893,0.42978
"1894",1894,0.43286
"1895",1895,0.435665
"1896",1896,0.43821
"1897",1897,0.440505
"1898",1898,0.44254
"1899",1899,0.44443
"1900",1900,0.44615
"1901",1901,0.447665
"1902",1902,0.449005
"1903",1903,0.450205
"1904",1904,0.4513
"1905",1905,0.452255
"1906",1906,0.453085
"1907",1907,0.453825
"1908",1908,0.454515
"1909",1909,0.45511
"1910",1910,0.4556
"1911",1911,0.456005
"1912",1912,0.45641
"1913",1913,0.456765
"1914",1914,0.457045
"1915",1915,0.45727
"1916",1916,0.45743
"1917",1917,0.45758
"1918",1918,0.457765
"1919",1919,0.457845
"1920",1920,0.457895
"1921",1921,0.45795
"1922",1922,0.457895
"1923",1923,0.457925
"1924",1924,0.45801
"1925",1925,0.45798
"1926",1926,0.458
"1927",1927,0.457995
"1928",1928,0.4579
"1929",1929,0.457905
"1930",1930,0.45794
"1931",1931,0.45795
"1932",1932,0.45789
"1933",1933,0.457885
"1934",1934,0.45792
"1935",1935,0.45792
"1936",1936,0.457935
"1937",1937,0.45794
"1938",1938,0.45794
"1939",1939,0.457905
"1940",1940,0.45791
"1941",1941,0.457925
"1942",1942,0.457885
"1943",1943,0.457885
"1944",1944,0.45791
"1945",1945,0.45792
"1946",1946,0.457955
"1947",1947,0.457995
"1948",1948,0.45801
"1949",1949,0.457975
"1950",1950,0.458
"1951",1951,0.45802
"1952",1952,0.45796
"1953",1953,0.45802
"1954",1954,0.458055
"1955",1955,0.458005
"1956",1956,0.45813
"1957",1957,0.4582
"1958",1958,0.45819
"1959",1959,0.458185
"1960",1960,0.458175
"1961",1961,0.45818
"1962",1962,0.458215
"1963",1963,0.45828
"1964",1964,0.45831
"1965",1965,0.458295
"1966",1966,0.458295
"1967",1967,0.45834
"1968",1968,0.45841
"1969",1969,0.45846
"1970",1970,0.4585
"1971",1971,0.458515
"1972",1972,0.458505
"1973",1973,0.458505
"1974",1974,0.458575
"1975",1975,0.458655
"1976",1976,0.458665
"1977",1977,0.458645
"1978",1978,0.458645
"1979",1979,0.458705
"1980",1980,0.45873
"1981",1981,0.458775
"1982",1982,0.45883
"1983",1983,0.458865
"1984",1984,0.458875
"1985",1985,0.458885
"1986",1986,0.458955
"1987",1987,0.45896
"1988",1988,0.45899
"1989",1989,0.45907
"1990",1990,0.45904
"1991",1991,0.45909
"1992",1992,0.459165
"1993",1993,0.459105
"1994",1994,0.45915
"1995",1995,0.4592
"1996",1996,0.45919
"1997",1997,0.45923
"1998",1998,0.45927
"1999",1999,0.45928
"2000",2000,0.459305
"2001",2001,0.45931
"2002",2002,0.45932
"2003",2003,0.459375
"2004",2004,0.45934
"2005",2005,0.45933
"2006",2006,0.459375
"2007",2007,0.45935
"2008",2008,0.45936
"2009",2009,0.45937
"2010",2010,0.45932
"2011",2011,0.459385
"2012",2012,0.45943
"2013",2013,0.45938
"2014",2014,0.459375
"2015",2015,0.459335
"2016",2016,0.459295
"2017",2017,0.45934
"2018",2018,0.45936
"2019",2019,0.459355
"2020",2020,0.45935
"2021",2021,0.45927
"2022",2022,0.459225
"2023",2023,0.459235
"2024",2024,0.459295
"2025",2025,0.45926
"2026",2026,0.459225
"2027",2027,0.459265
"2028",2028,0.459265
"2029",2029,0.459195
"2030",2030,0.459115
"2031",2031,0.459195
"2032",2032,0.459155
"2033",2033,0.4591
"2034",2034,0.45918
"2035",2035,0.459135
"2036",2036,0.459075
"2037",2037,0.45908
"2038",2038,0.4591
"2039",2039,0.459075
"2040",2040,0.45904
"2041",2041,0.459055
"2042",2042,0.459
"2043",2043,0.458925
"2044",2044,0.458885
"2045",2045,0.45886
"2046",2046,0.458785
"2047",2047,0.45872
"2048",2048,0.458815
"2049",2049,0.45877
"2050",2050,0.45869
"2051",2051,0.458685
"2052",2052,0.458665
"2053",2053,0.45864
"2054",2054,0.458605
"2055",2055,0.458535
"2056",2056,0.45854
"2057",2057,0.458535
"2058",2058,0.45844
"2059",2059,0.458405
"2060",2060,0.458395
"2061",2061,0.45838
"2062",2062,0.458365
"2063",2063,0.458405
"2064",2064,0.45843
"2065",2065,0.45836
"2066",2066,0.458315
"2067",2067,0.458255
"2068",2068,0.45818
"2069",2069,0.458145
"2070",2070,0.458145
"2071",2071,0.458135
"2072",2072,0.45809
"2073",2073,0.45798
"2074",2074,0.45788
"2075",2075,0.457815
"2076",2076,0.45771
"2077",2077,0.457655
"2078",2078,0.45766
"2079",2079,0.45769
"2080",2080,0.457725
"2081",2081,0.457765
"2082",2082,0.45777
"2083",2083,0.45758
"2084",2084,0.457325
"2085",2085,0.457115
"2086",2086,0.457025
"2087",2087,0.456875
"2088",2088,0.45675
"2089",2089,0.456685
"2090",2090,0.456535
"2091",2091,0.45645
"2092",2092,0.4564
"2093",2093,0.456265
"2094",2094,0.45612
"2095",2095,0.455925
"2096",2096,0.455705
"2097",2097,0.455745
"2098",2098,0.455605
"2099",2099,0.4553
"2100",2100,0.45521
"2101",2101,0.45507
"2102",2102,0.454915
"2103",2103,0.454805
"2104",2104,0.45455
"2105",2105,0.45429
"2106",2106,0.454045
"2107",2107,0.45374
"2108",2108,0.453485
"2109",2109,0.45333
"2110",2110,0.45328
"2111",2111,0.453075
"2112",2112,0.452855
"2113",2113,0.45272
"2114",2114,0.452755
"2115",2115,0.45263
"2116",2116,0.452415
"2117",2117,0.452235
"2118",2118,0.45212
"2119",2119,0.45196
"2120",2120,0.45183
"2121",2121,0.45193
"2122",2122,0.45191
"2123",2123,0.45177
"2124",2124,0.45163
"2125",2125,0.45169
"2126",2126,0.45165
"2127",2127,0.4515
"2128",2128,0.45149
"2129",2129,0.45132
"2130",2130,0.45126
"2131",2131,0.451475
"2132",2132,0.45132
"2133",2133,0.451115
"2134",2134,0.451095
"2135",2135,0.45135
"2136",2136,0.451475
"2137",2137,0.45141
"2138",2138,0.451275
"2139",2139,0.45143
"2140",2140,0.451505
"2141",2141,0.451375
"2142",2142,0.451135
"2143",2143,0.451245
"2144",2144,0.4514
"2145",2145,0.451335
"2146",2146,0.451345
"2147",2147,0.451305
"2148",2148,0.45139
"2149",2149,0.45192
"2150",2150,0.451415
"2151",2151,0.45108
