"","wavelength","syc_mean_reflectance"
"1326",1326,0.2095
"1327",1327,0.208725
"1328",1328,0.20803
"1329",1329,0.207565
"1330",1330,0.20646
"1331",1331,0.206485
"1332",1332,0.20649
"1333",1333,0.20567
"1334",1334,0.205105
"1335",1335,0.20454
"1336",1336,0.20385
"1337",1337,0.203285
"1338",1338,0.20285
"1339",1339,0.20203
"1340",1340,0.201335
"1341",1341,0.20137
"1342",1342,0.20086
"1343",1343,0.200125
"1344",1344,0.19939
"1345",1345,0.198735
"1346",1346,0.198
"1347",1347,0.197335
"1348",1348,0.19653
"1349",1349,0.19613
"1350",1350,0.19579
"1351",1351,0.19526
"1352",1352,0.195495
"1353",1353,0.1953
"1354",1354,0.194455
"1355",1355,0.193875
"1356",1356,0.193115
"1357",1357,0.19241
"1358",1358,0.191835
"1359",1359,0.19135
"1360",1360,0.19107
"1361",1361,0.190925
"1362",1362,0.19103
"1363",1363,0.19063
"1364",1364,0.189945
"1365",1365,0.189285
"1366",1366,0.1883
"1367",1367,0.187355
"1368",1368,0.18711
"1369",1369,0.18681
"1370",1370,0.186165
"1371",1371,0.185965
"1372",1372,0.18505
"1373",1373,0.1845
"1374",1374,0.18392
"1375",1375,0.183135
"1376",1376,0.183385
"1377",1377,0.18256
"1378",1378,0.181845
"1379",1379,0.181335
"1380",1380,0.179495
"1381",1381,0.178365
"1382",1382,0.17783
"1383",1383,0.177365
"1384",1384,0.177205
"1385",1385,0.17736
"1386",1386,0.177275
"1387",1387,0.176075
"1388",1388,0.17559
"1389",1389,0.174865
"1390",1390,0.17343
"1391",1391,0.17333
"1392",1392,0.17229
"1393",1393,0.17045
"1394",1394,0.169585
"1395",1395,0.16859
"1396",1396,0.16822
"1397",1397,0.16901
"1398",1398,0.16902
"1399",1399,0.16951
"1400",1400,0.16899
"1401",1401,0.167355
"1402",1402,0.166165
"1403",1403,0.164455
"1404",1404,0.163265
"1405",1405,0.162575
"1406",1406,0.162015
"1407",1407,0.16134
"1408",1408,0.16102
"1409",1409,0.161255
"1410",1410,0.16107
"1411",1411,0.161755
"1412",1412,0.16087
"1413",1413,0.15874
"1414",1414,0.156985
"1415",1415,0.153015
"1416",1416,0.15194
"1417",1417,0.153685
"1418",1418,0.15343
"1419",1419,0.154065
"1420",1420,0.153625
"1421",1421,0.150635
"1422",1422,0.149285
"1423",1423,0.148795
"1424",1424,0.148315
"1425",1425,0.14853
"1426",1426,0.14812
"1427",1427,0.1475
"1428",1428,0.14684
"1429",1429,0.14586
"1430",1430,0.14512
"1431",1431,0.144845
"1432",1432,0.143975
"1433",1433,0.14245
"1434",1434,0.141205
"1435",1435,0.13972
"1436",1436,0.13841
"1437",1437,0.137165
"1438",1438,0.13652
"1439",1439,0.136095
"1440",1440,0.135855
"1441",1441,0.136485
"1442",1442,0.136485
"1443",1443,0.136245
"1444",1444,0.13596
"1445",1445,0.136125
"1446",1446,0.135115
"1447",1447,0.13263
"1448",1448,0.13142
"1449",1449,0.129055
"1450",1450,0.12877
"1451",1451,0.132455
"1452",1452,0.13244
"1453",1453,0.131235
"1454",1454,0.13004
"1455",1455,0.12599
"1456",1456,0.123575
"1457",1457,0.12195
"1458",1458,0.12121
"1459",1459,0.12078
"1460",1460,0.1212
"1461",1461,0.124465
"1462",1462,0.12532
"1463",1463,0.12642
"1464",1464,0.12511
"1465",1465,0.118775
"1466",1466,0.117255
"1467",1467,0.117895
"1468",1468,0.11668
"1469",1469,0.11847
"1470",1470,0.11734
"1471",1471,0.110405
"1472",1472,0.10824
"1473",1473,0.108715
"1474",1474,0.108355
"1475",1475,0.11069
"1476",1476,0.11038
"1477",1477,0.107365
"1478",1478,0.106235
"1479",1479,0.104875
"1480",1480,0.1041
"1481",1481,0.1045
"1482",1482,0.104885
"1483",1483,0.10481
"1484",1484,0.106325
"1485",1485,0.110935
"1486",1486,0.11173
"1487",1487,0.11238
"1488",1488,0.11068
"1489",1489,0.1029425
"1490",1490,0.1006085
"1491",1491,0.0992705
"1492",1492,0.099675
"1493",1493,0.105785
"1494",1494,0.106305
"1495",1495,0.10456
"1496",1496,0.10396
"1497",1497,0.101055
"1498",1498,0.0988775
"1499",1499,0.097549
"1500",1500,0.09513
"1501",1501,0.08973
"1502",1502,0.037579
"1503",1503,0.045404
"1504",1504,0.054681
"1505",1505,0.0437475
"1506",1506,0.039612
"1507",1507,0.0422905
"1508",1508,0.0463085
"1509",1509,0.0370875
"1510",1510,0.0355055
"1511",1511,0.044287
"1512",1512,0.0426615
"1513",1513,0.040767
"1514",1514,0.040105
"1515",1515,0.038853
"1516",1516,0.0430745
"1517",1517,0.047647
"1518",1518,0.0465795
"1519",1519,0.0484675
"1520",1520,0.0470925
"1521",1521,0.040887
"1522",1522,0.047232
"1523",1523,0.0516415
"1524",1524,0.049511
"1525",1525,0.048709
"1526",1526,0.044295
"1527",1527,0.0394355
"1528",1528,0.041482
"1529",1529,0.041826
"1530",1530,0.0408385
"1531",1531,0.0408065
"1532",1532,0.041255
"1533",1533,0.0409465
"1534",1534,0.039521
"1535",1535,0.0390725
"1536",1536,0.03944
"1537",1537,0.039687
"1538",1538,0.037436
"1539",1539,0.0363295
"1540",1540,0.036589
"1541",1541,0.036816
"1542",1542,0.0362725
"1543",1543,0.037867
"1544",1544,0.0430765
"1545",1545,0.040919
"1546",1546,0.037242
"1547",1547,0.03668
"1548",1548,0.0379995
"1549",1549,0.0394465
"1550",1550,0.0403
"1551",1551,0.0410035
"1552",1552,0.0397285
"1553",1553,0.037199
"1554",1554,0.035373
"1555",1555,0.0367735
"1556",1556,0.0393925
"1557",1557,0.040375
"1558",1558,0.0367655
"1559",1559,0.034884
"1560",1560,0.037114
"1561",1561,0.036943
"1562",1562,0.035687
"1563",1563,0.034922
"1564",1564,0.0371075
"1565",1565,0.036166
"1566",1566,0.034731
"1567",1567,0.037937
"1568",1568,0.038211
"1569",1569,0.0367485
"1570",1570,0.035866
"1571",1571,0.036292
"1572",1572,0.0367995
"1573",1573,0.0368815
"1574",1574,0.037607
"1575",1575,0.0373525
"1576",1576,0.036344
"1577",1577,0.036219
"1578",1578,0.035906
"1579",1579,0.03562
"1580",1580,0.035872
"1581",1581,0.036306
"1582",1582,0.0369545
"1583",1583,0.0376045
"1584",1584,0.036985
"1585",1585,0.0360445
"1586",1586,0.035434
"1587",1587,0.0353845
"1588",1588,0.035559
"1589",1589,0.0358575
"1590",1590,0.0363015
"1591",1591,0.035954
"1592",1592,0.035539
"1593",1593,0.0360025
"1594",1594,0.036185
"1595",1595,0.0358255
"1596",1596,0.035155
"1597",1597,0.0355905
"1598",1598,0.0358655
"1599",1599,0.035615
"1600",1600,0.035594
"1601",1601,0.0360955
"1602",1602,0.0365645
"1603",1603,0.0360035
"1604",1604,0.0360365
"1605",1605,0.0362085
"1606",1606,0.035845
"1607",1607,0.035847
"1608",1608,0.0361425
"1609",1609,0.0365085
"1610",1610,0.0365955
"1611",1611,0.0362125
"1612",1612,0.03567
"1613",1613,0.03588
"1614",1614,0.0360075
"1615",1615,0.0358945
"1616",1616,0.0356555
"1617",1617,0.035738
"1618",1618,0.035782
"1619",1619,0.035574
"1620",1620,0.036257
"1621",1621,0.03648
"1622",1622,0.0358305
"1623",1623,0.035712
"1624",1624,0.035621
"1625",1625,0.0357045
"1626",1626,0.036505
"1627",1627,0.0367635
"1628",1628,0.03673
"1629",1629,0.0370015
"1630",1630,0.0370755
"1631",1631,0.0370195
"1632",1632,0.0368945
"1633",1633,0.0365255
"1634",1634,0.0360045
"1635",1635,0.0356945
"1636",1636,0.0364965
"1637",1637,0.036798
"1638",1638,0.0366815
"1639",1639,0.036985
"1640",1640,0.0368605
"1641",1641,0.0366875
"1642",1642,0.0368635
"1643",1643,0.036536
"1644",1644,0.0366055
"1645",1645,0.0373805
"1646",1646,0.0378585
"1647",1647,0.037853
"1648",1648,0.0375925
"1649",1649,0.0377145
"1650",1650,0.0384185
"1651",1651,0.0390015
"1652",1652,0.0386595
"1653",1653,0.038973
"1654",1654,0.039413
"1655",1655,0.0395455
"1656",1656,0.040205
"1657",1657,0.0409155
"1658",1658,0.041519
"1659",1659,0.0423185
"1660",1660,0.043031
"1661",1661,0.043781
"1662",1662,0.0448715
"1663",1663,0.0457065
"1664",1664,0.0466615
"1665",1665,0.048107
"1666",1666,0.049258
"1667",1667,0.0504855
"1668",1668,0.0520085
"1669",1669,0.053626
"1670",1670,0.0550885
"1671",1671,0.056596
"1672",1672,0.058767
"1673",1673,0.0610835
"1674",1674,0.063251
"1675",1675,0.0650895
"1676",1676,0.0669235
"1677",1677,0.0689065
"1678",1678,0.071011
"1679",1679,0.0727835
"1680",1680,0.074338
"1681",1681,0.0758405
"1682",1682,0.077598
"1683",1683,0.07897
"1684",1684,0.0801155
"1685",1685,0.081543
"1686",1686,0.0824655
"1687",1687,0.0831415
"1688",1688,0.0839495
"1689",1689,0.084753
"1690",1690,0.085442
"1691",1691,0.085984
"1692",1692,0.086502
"1693",1693,0.086871
"1694",1694,0.0870955
"1695",1695,0.0872725
"1696",1696,0.087525
"1697",1697,0.087892
"1698",1698,0.088328
"1699",1699,0.0884355
"1700",1700,0.0886345
"1701",1701,0.089113
"1702",1702,0.089164
"1703",1703,0.089336
"1704",1704,0.089655
"1705",1705,0.089551
"1706",1706,0.089454
"1707",1707,0.0893475
"1708",1708,0.089066
"1709",1709,0.0887295
"1710",1710,0.088263
"1711",1711,0.087608
"1712",1712,0.086875
"1713",1713,0.086102
"1714",1714,0.08525
"1715",1715,0.084125
"1716",1716,0.083049
"1717",1717,0.081959
"1718",1718,0.0805885
"1719",1719,0.0793155
"1720",1720,0.0780155
"1721",1721,0.0765255
"1722",1722,0.0750905
"1723",1723,0.0737385
"1724",1724,0.072434
"1725",1725,0.07101
"1726",1726,0.0697045
"1727",1727,0.068539
"1728",1728,0.0673575
"1729",1729,0.0663365
"1730",1730,0.065422
"1731",1731,0.064508
"1732",1732,0.0637275
"1733",1733,0.0629625
"1734",1734,0.062136
"1735",1735,0.0613365
"1736",1736,0.0606355
"1737",1737,0.0600525
"1738",1738,0.0595545
"1739",1739,0.058987
"1740",1740,0.058397
"1741",1741,0.057903
"1742",1742,0.0573875
"1743",1743,0.056979
"1744",1744,0.0567265
"1745",1745,0.056269
"1746",1746,0.055912
"1747",1747,0.055707
"1748",1748,0.0553115
"1749",1749,0.0550945
"1750",1750,0.054967
"1751",1751,0.0546405
"1752",1752,0.054465
"1753",1753,0.0543125
"1754",1754,0.0540355
"1755",1755,0.0538335
"1756",1756,0.0535495
"1757",1757,0.05318
"1758",1758,0.053031
"1759",1759,0.052734
"1760",1760,0.052327
"1761",1761,0.052064
"1762",1762,0.051672
"1763",1763,0.0512405
"1764",1764,0.0508825
"1765",1765,0.0504135
"1766",1766,0.049984
"1767",1767,0.049657
"1768",1768,0.049299
"1769",1769,0.049001
"1770",1770,0.048685
"1771",1771,0.048175
"1772",1772,0.047929
"1773",1773,0.047749
"1774",1774,0.0473685
"1775",1775,0.0471265
"1776",1776,0.046951
"1777",1777,0.0467645
"1778",1778,0.0465155
"1779",1779,0.046403
"1780",1780,0.0463915
"1781",1781,0.0462665
"1782",1782,0.0460735
"1783",1783,0.045913
"1784",1784,0.0458535
"1785",1785,0.0456745
"1786",1786,0.0454475
"1787",1787,0.045222
"1788",1788,0.044942
"1789",1789,0.044621
"1790",1790,0.0442745
"1791",1791,0.0439195
"1792",1792,0.043526
"1793",1793,0.043016
"1794",1794,0.042362
"1795",1795,0.041934
"1796",1796,0.0416005
"1797",1797,0.0412445
"1798",1798,0.040926
"1799",1799,0.040564
"1800",1800,0.0401985
"1801",1801,0.039981
"1802",1802,0.0397895
"1803",1803,0.0396215
"1804",1804,0.039512
"1805",1805,0.039495
"1806",1806,0.039501
"1807",1807,0.0394645
"1808",1808,0.0393465
"1809",1809,0.039301
"1810",1810,0.0392905
"1811",1811,0.0390905
"1812",1812,0.039065
"1813",1813,0.039107
"1814",1814,0.0390085
"1815",1815,0.039057
"1816",1816,0.0390665
"1817",1817,0.038971
"1818",1818,0.039151
"1819",1819,0.0392465
"1820",1820,0.039265
"1821",1821,0.0395345
"1822",1822,0.0398355
"1823",1823,0.0401485
"1824",1824,0.0405025
"1825",1825,0.0408535
"1826",1826,0.0412925
"1827",1827,0.0418375
"1828",1828,0.0423
"1829",1829,0.0428145
"1830",1830,0.043415
"1831",1831,0.044055
"1832",1832,0.044791
"1833",1833,0.045497
"1834",1834,0.0460565
"1835",1835,0.0467295
"1836",1836,0.0474285
"1837",1837,0.0481045
"1838",1838,0.0488505
"1839",1839,0.049702
"1840",1840,0.050674
"1841",1841,0.051762
"1842",1842,0.0530535
"1843",1843,0.0547435
"1844",1844,0.057003
"1845",1845,0.059696
"1846",1846,0.0629735
"1847",1847,0.066945
"1848",1848,0.07161
"1849",1849,0.076952
"1850",1850,0.0829405
"1851",1851,0.089527
"1852",1852,0.0966775
"1853",1853,0.10434
"1854",1854,0.112425
"1855",1855,0.1207
"1856",1856,0.129215
"1857",1857,0.137975
"1858",1858,0.14696
"1859",1859,0.155955
"1860",1860,0.164955
"1861",1861,0.17402
"1862",1862,0.18324
"1863",1863,0.19254
"1864",1864,0.201795
"1865",1865,0.210975
"1866",1866,0.220175
"1867",1867,0.229435
"1868",1868,0.23876
"1869",1869,0.248
"1870",1870,0.25715
"1871",1871,0.266275
"1872",1872,0.275295
"1873",1873,0.28424
"1874",1874,0.2931
"1875",1875,0.30177
"1876",1876,0.31029
"1877",1877,0.318635
"1878",1878,0.32672
"1879",1879,0.334605
"1880",1880,0.342285
"1881",1881,0.34974
"1882",1882,0.356885
"1883",1883,0.36372
"1884",1884,0.37026
"1885",1885,0.376535
"1886",1886,0.382455
"1887",1887,0.388055
"1888",1888,0.39348
"1889",1889,0.398555
"1890",1890,0.403285
"1891",1891,0.407725
"1892",1892,0.411865
"1893",1893,0.415675
"1894",1894,0.419185
"1895",1895,0.422505
"1896",1896,0.425525
"1897",1897,0.42824
"1898",1898,0.43071
"1899",1899,0.43299
"1900",1900,0.43506
"1901",1901,0.436895
"1902",1902,0.438585
"1903",1903,0.440035
"1904",1904,0.441265
"1905",1905,0.442455
"1906",1906,0.4435
"1907",1907,0.4444
"1908",1908,0.445195
"1909",1909,0.44588
"1910",1910,0.44647
"1911",1911,0.44699
"1912",1912,0.447475
"1913",1913,0.44791
"1914",1914,0.448275
"1915",1915,0.44856
"1916",1916,0.448765
"1917",1917,0.44891
"1918",1918,0.449045
"1919",1919,0.449185
"1920",1920,0.44925
"1921",1921,0.449255
"1922",1922,0.449345
"1923",1923,0.44937
"1924",1924,0.449325
"1925",1925,0.44928
"1926",1926,0.44923
"1927",1927,0.44921
"1928",1928,0.44924
"1929",1929,0.449275
"1930",1930,0.44924
"1931",1931,0.44916
"1932",1932,0.44921
"1933",1933,0.449235
"1934",1934,0.449215
"1935",1935,0.44919
"1936",1936,0.449155
"1937",1937,0.4491
"1938",1938,0.449055
"1939",1939,0.449135
"1940",1940,0.449125
"1941",1941,0.449045
"1942",1942,0.44909
"1943",1943,0.44913
"1944",1944,0.44916
"1945",1945,0.44918
"1946",1946,0.449175
"1947",1947,0.449175
"1948",1948,0.4492
"1949",1949,0.44915
"1950",1950,0.44918
"1951",1951,0.449235
"1952",1952,0.44922
"1953",1953,0.449215
"1954",1954,0.44925
"1955",1955,0.449305
"1956",1956,0.44925
"1957",1957,0.449285
"1958",1958,0.449375
"1959",1959,0.44935
"1960",1960,0.44936
"1961",1961,0.44942
"1962",1962,0.44951
"1963",1963,0.449485
"1964",1964,0.44947
"1965",1965,0.44951
"1966",1966,0.44954
"1967",1967,0.449525
"1968",1968,0.449515
"1969",1969,0.449595
"1970",1970,0.449615
"1971",1971,0.44963
"1972",1972,0.449655
"1973",1973,0.449595
"1974",1974,0.449675
"1975",1975,0.44982
"1976",1976,0.44978
"1977",1977,0.449775
"1978",1978,0.44979
"1979",1979,0.449775
"1980",1980,0.4498
"1981",1981,0.44984
"1982",1982,0.449865
"1983",1983,0.449895
"1984",1984,0.449875
"1985",1985,0.449845
"1986",1986,0.449855
"1987",1987,0.449895
"1988",1988,0.449955
"1989",1989,0.450015
"1990",1990,0.44997
"1991",1991,0.44995
"1992",1992,0.44996
"1993",1993,0.449975
"1994",1994,0.44999
"1995",1995,0.45004
"1996",1996,0.45013
"1997",1997,0.450125
"1998",1998,0.450125
"1999",1999,0.45016
"2000",2000,0.450115
"2001",2001,0.45006
"2002",2002,0.450055
"2003",2003,0.450125
"2004",2004,0.45018
"2005",2005,0.45018
"2006",2006,0.450135
"2007",2007,0.450135
"2008",2008,0.450165
"2009",2009,0.450175
"2010",2010,0.45012
"2011",2011,0.450125
"2012",2012,0.45012
"2013",2013,0.45006
"2014",2014,0.450035
"2015",2015,0.450055
"2016",2016,0.45006
"2017",2017,0.449945
"2018",2018,0.449945
"2019",2019,0.449985
"2020",2020,0.44998
"2021",2021,0.449905
"2022",2022,0.44983
"2023",2023,0.449785
"2024",2024,0.449805
"2025",2025,0.449835
"2026",2026,0.44984
"2027",2027,0.44979
"2028",2028,0.449675
"2029",2029,0.44964
"2030",2030,0.44971
"2031",2031,0.44967
"2032",2032,0.44961
"2033",2033,0.44957
"2034",2034,0.44958
"2035",2035,0.44956
"2036",2036,0.449505
"2037",2037,0.449455
"2038",2038,0.449495
"2039",2039,0.449445
"2040",2040,0.449355
"2041",2041,0.449355
"2042",2042,0.449355
"2043",2043,0.449305
"2044",2044,0.449235
"2045",2045,0.4493
"2046",2046,0.44925
"2047",2047,0.449105
"2048",2048,0.449065
"2049",2049,0.449105
"2050",2050,0.449135
"2051",2051,0.44907
"2052",2052,0.44886
"2053",2053,0.448875
"2054",2054,0.449045
"2055",2055,0.44892
"2056",2056,0.448825
"2057",2057,0.44878
"2058",2058,0.44873
"2059",2059,0.448735
"2060",2060,0.44871
"2061",2061,0.44864
"2062",2062,0.44861
"2063",2063,0.448585
"2064",2064,0.44858
"2065",2065,0.44859
"2066",2066,0.44849
"2067",2067,0.4484
"2068",2068,0.448375
"2069",2069,0.44836
"2070",2070,0.448315
"2071",2071,0.448235
"2072",2072,0.448115
"2073",2073,0.448025
"2074",2074,0.447965
"2075",2075,0.44792
"2076",2076,0.44787
"2077",2077,0.447795
"2078",2078,0.447755
"2079",2079,0.44782
"2080",2080,0.44789
"2081",2081,0.447875
"2082",2082,0.44774
"2083",2083,0.44756
"2084",2084,0.44742
"2085",2085,0.44726
"2086",2086,0.446955
"2087",2087,0.44681
"2088",2088,0.446765
"2089",2089,0.446735
"2090",2090,0.44667
"2091",2091,0.446585
"2092",2092,0.44646
"2093",2093,0.446275
"2094",2094,0.446125
"2095",2095,0.446
"2096",2096,0.445865
"2097",2097,0.44575
"2098",2098,0.44555
"2099",2099,0.44538
"2100",2100,0.44545
"2101",2101,0.44516
"2102",2102,0.4449
"2103",2103,0.444915
"2104",2104,0.44443
"2105",2105,0.444245
"2106",2106,0.44432
"2107",2107,0.443975
"2108",2108,0.44363
"2109",2109,0.44352
"2110",2110,0.443665
"2111",2111,0.443445
"2112",2112,0.44316
"2113",2113,0.442945
"2114",2114,0.44282
"2115",2115,0.442665
"2116",2116,0.442585
"2117",2117,0.44262
"2118",2118,0.442375
"2119",2119,0.442355
"2120",2120,0.442495
"2121",2121,0.44227
"2122",2122,0.442215
"2123",2123,0.44223
"2124",2124,0.442115
"2125",2125,0.44182
"2126",2126,0.44178
"2127",2127,0.441985
"2128",2128,0.441995
"2129",2129,0.44196
"2130",2130,0.44185
"2131",2131,0.441665
"2132",2132,0.441615
"2133",2133,0.441755
"2134",2134,0.441905
"2135",2135,0.441715
"2136",2136,0.44172
"2137",2137,0.44175
"2138",2138,0.44166
"2139",2139,0.441935
"2140",2140,0.442045
"2141",2141,0.441895
"2142",2142,0.4418
"2143",2143,0.441955
"2144",2144,0.441885
"2145",2145,0.44138
"2146",2146,0.441575
"2147",2147,0.441735
"2148",2148,0.44171
"2149",2149,0.441735
"2150",2150,0.441735
"2151",2151,0.44169
