"","wavelength","ash_mean_reflectance"
"1326",1326,0.31462
"1327",1327,0.3157
"1328",1328,0.31622
"1329",1329,0.31527
"1330",1330,0.31436
"1331",1331,0.31289
"1332",1332,0.31161
"1333",1333,0.31166
"1334",1334,0.31173
"1335",1335,0.31198
"1336",1336,0.31162
"1337",1337,0.31063
"1338",1338,0.31059
"1339",1339,0.31025
"1340",1340,0.30998
"1341",1341,0.30983
"1342",1342,0.30837
"1343",1343,0.30742
"1344",1344,0.30713
"1345",1345,0.3067
"1346",1346,0.30696
"1347",1347,0.30669
"1348",1348,0.30578
"1349",1349,0.30518
"1350",1350,0.30433
"1351",1351,0.30399
"1352",1352,0.30423
"1353",1353,0.30451
"1354",1354,0.30538
"1355",1355,0.30563
"1356",1356,0.30564
"1357",1357,0.30549
"1358",1358,0.30469
"1359",1359,0.30438
"1360",1360,0.3044
"1361",1361,0.30411
"1362",1362,0.30385
"1363",1363,0.30359
"1364",1364,0.30303
"1365",1365,0.30269
"1366",1366,0.30229
"1367",1367,0.30247
"1368",1368,0.30342
"1369",1369,0.30292
"1370",1370,0.30197
"1371",1371,0.30157
"1372",1372,0.30023
"1373",1373,0.29997
"1374",1374,0.30176
"1375",1375,0.30247
"1376",1376,0.30164
"1377",1377,0.30082
"1378",1378,0.29934
"1379",1379,0.29768
"1380",1380,0.29783
"1381",1381,0.29936
"1382",1382,0.29999
"1383",1383,0.29972
"1384",1384,0.29905
"1385",1385,0.29703
"1386",1386,0.29542
"1387",1387,0.29585
"1388",1388,0.29672
"1389",1389,0.29748
"1390",1390,0.2972
"1391",1391,0.2951
"1392",1392,0.29473
"1393",1393,0.29447
"1394",1394,0.29385
"1395",1395,0.29481
"1396",1396,0.29381
"1397",1397,0.29014
"1398",1398,0.28851
"1399",1399,0.28727
"1400",1400,0.28655
"1401",1401,0.28675
"1402",1402,0.28717
"1403",1403,0.28843
"1404",1404,0.28822
"1405",1405,0.28794
"1406",1406,0.28715
"1407",1407,0.28497
"1408",1408,0.28379
"1409",1409,0.28312
"1410",1410,0.28158
"1411",1411,0.27918
"1412",1412,0.27783
"1413",1413,0.27703
"1414",1414,0.27606
"1415",1415,0.2755
"1416",1416,0.27493
"1417",1417,0.274
"1418",1418,0.2728
"1419",1419,0.272
"1420",1420,0.27151
"1421",1421,0.26998
"1422",1422,0.26995
"1423",1423,0.27202
"1424",1424,0.272
"1425",1425,0.27295
"1426",1426,0.27117
"1427",1427,0.2647
"1428",1428,0.26278
"1429",1429,0.2616
"1430",1430,0.26066
"1431",1431,0.26373
"1432",1432,0.26376
"1433",1433,0.26101
"1434",1434,0.25997
"1435",1435,0.25961
"1436",1436,0.25842
"1437",1437,0.25769
"1438",1438,0.25567
"1439",1439,0.2513
"1440",1440,0.24893
"1441",1441,0.24704
"1442",1442,0.24573
"1443",1443,0.24635
"1444",1444,0.24532
"1445",1445,0.24441
"1446",1446,0.24185
"1447",1447,0.23608
"1448",1448,0.23362
"1449",1449,0.23185
"1450",1450,0.23028
"1451",1451,0.2321
"1452",1452,0.23136
"1453",1453,0.22784
"1454",1454,0.22641
"1455",1455,0.22597
"1456",1456,0.22455
"1457",1457,0.22348
"1458",1458,0.22245
"1459",1459,0.21901
"1460",1460,0.21881
"1461",1461,0.22368
"1462",1462,0.2234
"1463",1463,0.22204
"1464",1464,0.21999
"1465",1465,0.21187
"1466",1466,0.20893
"1467",1467,0.20913
"1468",1468,0.20922
"1469",1469,0.2121
"1470",1470,0.21348
"1471",1471,0.21602
"1472",1472,0.21547
"1473",1473,0.21279
"1474",1474,0.20999
"1475",1475,0.20275
"1476",1476,0.20018
"1477",1477,0.20094
"1478",1478,0.19912
"1479",1479,0.19796
"1480",1480,0.19768
"1481",1481,0.19766
"1482",1482,0.19529
"1483",1483,0.19153
"1484",1484,0.19008
"1485",1485,0.18586
"1486",1486,0.1851
"1487",1487,0.19158
"1488",1488,0.19276
"1489",1489,0.1921
"1490",1490,0.191
"1491",1491,0.18869
"1492",1492,0.18386
"1493",1493,0.1728
"1494",1494,0.17098
"1495",1495,0.17088
"1496",1496,0.17452
"1497",1497,0.19197
"1498",1498,0.19528
"1499",1499,0.19022
"1500",1500,0.19024
"1501",1501,0.18484
"1502",1502,0.061383
"1503",1503,0.073333
"1504",1504,0.082689
"1505",1505,0.064571
"1506",1506,0.055508
"1507",1507,0.055232
"1508",1508,0.058126
"1509",1509,0.057337
"1510",1510,0.055776
"1511",1511,0.053439
"1512",1512,0.044196
"1513",1513,0.045783
"1514",1514,0.053337
"1515",1515,0.049997
"1516",1516,0.043781
"1517",1517,0.039106
"1518",1518,0.03929
"1519",1519,0.043716
"1520",1520,0.047808
"1521",1521,0.049634
"1522",1522,0.05671
"1523",1523,0.055063
"1524",1524,0.045824
"1525",1525,0.053121
"1526",1526,0.053464
"1527",1527,0.04903
"1528",1528,0.054644
"1529",1529,0.053412
"1530",1530,0.050182
"1531",1531,0.0526
"1532",1532,0.048343
"1533",1533,0.046147
"1534",1534,0.050673
"1535",1535,0.049875
"1536",1536,0.049679
"1537",1537,0.051255
"1538",1538,0.049932
"1539",1539,0.047511
"1540",1540,0.045266
"1541",1541,0.044483
"1542",1542,0.043912
"1543",1543,0.044169
"1544",1544,0.045609
"1545",1545,0.045227
"1546",1546,0.041892
"1547",1547,0.037956
"1548",1548,0.045544
"1549",1549,0.047605
"1550",1550,0.042561
"1551",1551,0.045366
"1552",1552,0.047317
"1553",1553,0.046566
"1554",1554,0.043792
"1555",1555,0.042449
"1556",1556,0.043078
"1557",1557,0.044729
"1558",1558,0.042674
"1559",1559,0.041617
"1560",1560,0.043786
"1561",1561,0.045601
"1562",1562,0.04696
"1563",1563,0.04716
"1564",1564,0.044717
"1565",1565,0.043956
"1566",1566,0.044538
"1567",1567,0.044521
"1568",1568,0.045808
"1569",1569,0.046295
"1570",1570,0.044536
"1571",1571,0.043953
"1572",1572,0.044147
"1573",1573,0.044449
"1574",1574,0.044028
"1575",1575,0.043064
"1576",1576,0.042456
"1577",1577,0.043824
"1578",1578,0.045213
"1579",1579,0.045392
"1580",1580,0.043771
"1581",1581,0.04377
"1582",1582,0.044375
"1583",1583,0.044483
"1584",1584,0.045122
"1585",1585,0.045132
"1586",1586,0.044376
"1587",1587,0.044406
"1588",1588,0.044486
"1589",1589,0.044569
"1590",1590,0.044952
"1591",1591,0.044802
"1592",1592,0.044391
"1593",1593,0.044191
"1594",1594,0.043432
"1595",1595,0.043374
"1596",1596,0.044501
"1597",1597,0.044529
"1598",1598,0.044118
"1599",1599,0.043797
"1600",1600,0.04402
"1601",1601,0.044426
"1602",1602,0.0447
"1603",1603,0.044563
"1604",1604,0.045601
"1605",1605,0.046272
"1606",1606,0.045098
"1607",1607,0.045098
"1608",1608,0.045672
"1609",1609,0.04604
"1610",1610,0.045564
"1611",1611,0.045362
"1612",1612,0.045607
"1613",1613,0.045534
"1614",1614,0.046065
"1615",1615,0.046473
"1616",1616,0.04559
"1617",1617,0.045834
"1618",1618,0.046246
"1619",1619,0.045836
"1620",1620,0.046099
"1621",1621,0.046041
"1622",1622,0.045357
"1623",1623,0.045124
"1624",1624,0.04511
"1625",1625,0.045157
"1626",1626,0.045085
"1627",1627,0.045458
"1628",1628,0.045822
"1629",1629,0.045601
"1630",1630,0.045792
"1631",1631,0.045958
"1632",1632,0.045836
"1633",1633,0.046223
"1634",1634,0.046546
"1635",1635,0.046469
"1636",1636,0.045797
"1637",1637,0.046
"1638",1638,0.046583
"1639",1639,0.046163
"1640",1640,0.046652
"1641",1641,0.047312
"1642",1642,0.047219
"1643",1643,0.047251
"1644",1644,0.047341
"1645",1645,0.047517
"1646",1646,0.048218
"1647",1647,0.048689
"1648",1648,0.048741
"1649",1649,0.048595
"1650",1650,0.049131
"1651",1651,0.049971
"1652",1652,0.050403
"1653",1653,0.051192
"1654",1654,0.051685
"1655",1655,0.051634
"1656",1656,0.05274
"1657",1657,0.053548
"1658",1658,0.053772
"1659",1659,0.054817
"1660",1660,0.055936
"1661",1661,0.056938
"1662",1662,0.057856
"1663",1663,0.059079
"1664",1664,0.060303
"1665",1665,0.061273
"1666",1666,0.062763
"1667",1667,0.064544
"1668",1668,0.066362
"1669",1669,0.068035
"1670",1670,0.069835
"1671",1671,0.071719
"1672",1672,0.073373
"1673",1673,0.075614
"1674",1674,0.077887
"1675",1675,0.079383
"1676",1676,0.081444
"1677",1677,0.083596
"1678",1678,0.085434
"1679",1679,0.087573
"1680",1680,0.089384
"1681",1681,0.090787
"1682",1682,0.092431
"1683",1683,0.09414
"1684",1684,0.095709
"1685",1685,0.096899
"1686",1686,0.098145
"1687",1687,0.099216
"1688",1688,0.09991
"1689",1689,0.10083
"1690",1690,0.10157
"1691",1691,0.10203
"1692",1692,0.10291
"1693",1693,0.10342
"1694",1694,0.10361
"1695",1695,0.10413
"1696",1696,0.10474
"1697",1697,0.10522
"1698",1698,0.10539
"1699",1699,0.10565
"1700",1700,0.10602
"1701",1701,0.10642
"1702",1702,0.10669
"1703",1703,0.10698
"1704",1704,0.10724
"1705",1705,0.10722
"1706",1706,0.10724
"1707",1707,0.10727
"1708",1708,0.10718
"1709",1709,0.10679
"1710",1710,0.10629
"1711",1711,0.10583
"1712",1712,0.10524
"1713",1713,0.10459
"1714",1714,0.10383
"1715",1715,0.10259
"1716",1716,0.10149
"1717",1717,0.10049
"1718",1718,0.099187
"1719",1719,0.09802
"1720",1720,0.096797
"1721",1721,0.09531
"1722",1722,0.093993
"1723",1723,0.092578
"1724",1724,0.091031
"1725",1725,0.089963
"1726",1726,0.0887
"1727",1727,0.087276
"1728",1728,0.086269
"1729",1729,0.085348
"1730",1730,0.084393
"1731",1731,0.083362
"1732",1732,0.082382
"1733",1733,0.081552
"1734",1734,0.080866
"1735",1735,0.080042
"1736",1736,0.079396
"1737",1737,0.078904
"1738",1738,0.078147
"1739",1739,0.077569
"1740",1740,0.077075
"1741",1741,0.076415
"1742",1742,0.076011
"1743",1743,0.07566
"1744",1744,0.075204
"1745",1745,0.074977
"1746",1746,0.074745
"1747",1747,0.074428
"1748",1748,0.074175
"1749",1749,0.073863
"1750",1750,0.073515
"1751",1751,0.073225
"1752",1752,0.073112
"1753",1753,0.072957
"1754",1754,0.072613
"1755",1755,0.072591
"1756",1756,0.072418
"1757",1757,0.071961
"1758",1758,0.071753
"1759",1759,0.071236
"1760",1760,0.070594
"1761",1761,0.070407
"1762",1762,0.069985
"1763",1763,0.069484
"1764",1764,0.069146
"1765",1765,0.068672
"1766",1766,0.068226
"1767",1767,0.06786
"1768",1768,0.067352
"1769",1769,0.066885
"1770",1770,0.066489
"1771",1771,0.066108
"1772",1772,0.065692
"1773",1773,0.065335
"1774",1774,0.065119
"1775",1775,0.064809
"1776",1776,0.064526
"1777",1777,0.064325
"1778",1778,0.064075
"1779",1779,0.063883
"1780",1780,0.063728
"1781",1781,0.063494
"1782",1782,0.063329
"1783",1783,0.06325
"1784",1784,0.063218
"1785",1785,0.063125
"1786",1786,0.062903
"1787",1787,0.062573
"1788",1788,0.062367
"1789",1789,0.062044
"1790",1790,0.061581
"1791",1791,0.061125
"1792",1792,0.060541
"1793",1793,0.059943
"1794",1794,0.059465
"1795",1795,0.058789
"1796",1796,0.058012
"1797",1797,0.057276
"1798",1798,0.056758
"1799",1799,0.056257
"1800",1800,0.05573
"1801",1801,0.05527
"1802",1802,0.054924
"1803",1803,0.054694
"1804",1804,0.054546
"1805",1805,0.054403
"1806",1806,0.054208
"1807",1807,0.053953
"1808",1808,0.053722
"1809",1809,0.053592
"1810",1810,0.053463
"1811",1811,0.053058
"1812",1812,0.052765
"1813",1813,0.052577
"1814",1814,0.052359
"1815",1815,0.051998
"1816",1816,0.051682
"1817",1817,0.051548
"1818",1818,0.051572
"1819",1819,0.051466
"1820",1820,0.051275
"1821",1821,0.05135
"1822",1822,0.051358
"1823",1823,0.051437
"1824",1824,0.051787
"1825",1825,0.052014
"1826",1826,0.052263
"1827",1827,0.052642
"1828",1828,0.05305
"1829",1829,0.05353
"1830",1830,0.054082
"1831",1831,0.054673
"1832",1832,0.055281
"1833",1833,0.055955
"1834",1834,0.056748
"1835",1835,0.057546
"1836",1836,0.058445
"1837",1837,0.059478
"1838",1838,0.060483
"1839",1839,0.061707
"1840",1840,0.063206
"1841",1841,0.064895
"1842",1842,0.066946
"1843",1843,0.069404
"1844",1844,0.072312
"1845",1845,0.075837
"1846",1846,0.079902
"1847",1847,0.084518
"1848",1848,0.089919
"1849",1849,0.09592
"1850",1850,0.10252
"1851",1851,0.10981
"1852",1852,0.11773
"1853",1853,0.12617
"1854",1854,0.135
"1855",1855,0.14408
"1856",1856,0.15356
"1857",1857,0.16343
"1858",1858,0.17352
"1859",1859,0.18386
"1860",1860,0.19443
"1861",1861,0.20521
"1862",1862,0.21625
"1863",1863,0.22753
"1864",1864,0.23903
"1865",1865,0.2508
"1866",1866,0.26287
"1867",1867,0.2752
"1868",1868,0.28774
"1869",1869,0.30044
"1870",1870,0.3133
"1871",1871,0.32631
"1872",1872,0.33947
"1873",1873,0.35273
"1874",1874,0.36605
"1875",1875,0.37937
"1876",1876,0.39262
"1877",1877,0.40576
"1878",1878,0.41876
"1879",1879,0.43161
"1880",1880,0.44422
"1881",1881,0.45651
"1882",1882,0.46856
"1883",1883,0.48029
"1884",1884,0.49159
"1885",1885,0.50252
"1886",1886,0.51307
"1887",1887,0.52321
"1888",1888,0.53286
"1889",1889,0.54205
"1890",1890,0.55078
"1891",1891,0.55905
"1892",1892,0.56694
"1893",1893,0.5744
"1894",1894,0.58138
"1895",1895,0.5879
"1896",1896,0.59404
"1897",1897,0.59978
"1898",1898,0.60507
"1899",1899,0.60999
"1900",1900,0.61458
"1901",1901,0.61886
"1902",1902,0.62273
"1903",1903,0.62628
"1904",1904,0.62955
"1905",1905,0.63254
"1906",1906,0.63533
"1907",1907,0.63788
"1908",1908,0.64011
"1909",1909,0.64227
"1910",1910,0.64425
"1911",1911,0.64595
"1912",1912,0.64764
"1913",1913,0.64916
"1914",1914,0.65049
"1915",1915,0.65175
"1916",1916,0.65288
"1917",1917,0.65392
"1918",1918,0.65488
"1919",1919,0.65576
"1920",1920,0.65655
"1921",1921,0.65727
"1922",1922,0.65794
"1923",1923,0.65856
"1924",1924,0.65916
"1925",1925,0.65981
"1926",1926,0.66039
"1927",1927,0.66091
"1928",1928,0.66142
"1929",1929,0.66193
"1930",1930,0.66241
"1931",1931,0.66286
"1932",1932,0.66339
"1933",1933,0.6638
"1934",1934,0.66417
"1935",1935,0.66466
"1936",1936,0.66501
"1937",1937,0.66538
"1938",1938,0.66585
"1939",1939,0.66623
"1940",1940,0.66665
"1941",1941,0.66708
"1942",1942,0.66745
"1943",1943,0.66786
"1944",1944,0.66825
"1945",1945,0.66857
"1946",1946,0.669
"1947",1947,0.66936
"1948",1948,0.66961
"1949",1949,0.67003
"1950",1950,0.67042
"1951",1951,0.67076
"1952",1952,0.67112
"1953",1953,0.67145
"1954",1954,0.67179
"1955",1955,0.67214
"1956",1956,0.67254
"1957",1957,0.67292
"1958",1958,0.67327
"1959",1959,0.67365
"1960",1960,0.67401
"1961",1961,0.6744
"1962",1962,0.67483
"1963",1963,0.67522
"1964",1964,0.6756
"1965",1965,0.67597
"1966",1966,0.67633
"1967",1967,0.67671
"1968",1968,0.67711
"1969",1969,0.67754
"1970",1970,0.67798
"1971",1971,0.67843
"1972",1972,0.6789
"1973",1973,0.67947
"1974",1974,0.67993
"1975",1975,0.68031
"1976",1976,0.68083
"1977",1977,0.68134
"1978",1978,0.68188
"1979",1979,0.68245
"1980",1980,0.68289
"1981",1981,0.68337
"1982",1982,0.68392
"1983",1983,0.68446
"1984",1984,0.68509
"1985",1985,0.68571
"1986",1986,0.68616
"1987",1987,0.68661
"1988",1988,0.68718
"1989",1989,0.68785
"1990",1990,0.68824
"1991",1991,0.68873
"1992",1992,0.68933
"1993",1993,0.6899
"1994",1994,0.69048
"1995",1995,0.69101
"1996",1996,0.69148
"1997",1997,0.69196
"1998",1998,0.6925
"1999",1999,0.69305
"2000",2000,0.69342
"2001",2001,0.69396
"2002",2002,0.69454
"2003",2003,0.69495
"2004",2004,0.69536
"2005",2005,0.69579
"2006",2006,0.69626
"2007",2007,0.69676
"2008",2008,0.69714
"2009",2009,0.69746
"2010",2010,0.6979
"2011",2011,0.69835
"2012",2012,0.69883
"2013",2013,0.69932
"2014",2014,0.69964
"2015",2015,0.69998
"2016",2016,0.70036
"2017",2017,0.70068
"2018",2018,0.70104
"2019",2019,0.70144
"2020",2020,0.70185
"2021",2021,0.70233
"2022",2022,0.7027
"2023",2023,0.70297
"2024",2024,0.70327
"2025",2025,0.7036
"2026",2026,0.70395
"2027",2027,0.70433
"2028",2028,0.70467
"2029",2029,0.70502
"2030",2030,0.70537
"2031",2031,0.70569
"2032",2032,0.70603
"2033",2033,0.70638
"2034",2034,0.70671
"2035",2035,0.70704
"2036",2036,0.70733
"2037",2037,0.70758
"2038",2038,0.7078
"2039",2039,0.70813
"2040",2040,0.7085
"2041",2041,0.70877
"2042",2042,0.70908
"2043",2043,0.70937
"2044",2044,0.70959
"2045",2045,0.70978
"2046",2046,0.71011
"2047",2047,0.71049
"2048",2048,0.71062
"2049",2049,0.71095
"2050",2050,0.71128
"2051",2051,0.71142
"2052",2052,0.71178
"2053",2053,0.71198
"2054",2054,0.71211
"2055",2055,0.71262
"2056",2056,0.71281
"2057",2057,0.71289
"2058",2058,0.71318
"2059",2059,0.7136
"2060",2060,0.71387
"2061",2061,0.71398
"2062",2062,0.71428
"2063",2063,0.71451
"2064",2064,0.71473
"2065",2065,0.71501
"2066",2066,0.71526
"2067",2067,0.71555
"2068",2068,0.71586
"2069",2069,0.71598
"2070",2070,0.71619
"2071",2071,0.71647
"2072",2072,0.71667
"2073",2073,0.71691
"2074",2074,0.71714
"2075",2075,0.71731
"2076",2076,0.71736
"2077",2077,0.71763
"2078",2078,0.71808
"2079",2079,0.71851
"2080",2080,0.71896
"2081",2081,0.71941
"2082",2082,0.71976
"2083",2083,0.71968
"2084",2084,0.71963
"2085",2085,0.71968
"2086",2086,0.7197
"2087",2087,0.71968
"2088",2088,0.71976
"2089",2089,0.71998
"2090",2090,0.72023
"2091",2091,0.72044
"2092",2092,0.72053
"2093",2093,0.72039
"2094",2094,0.72051
"2095",2095,0.72078
"2096",2096,0.72101
"2097",2097,0.72102
"2098",2098,0.72102
"2099",2099,0.72107
"2100",2100,0.72112
"2101",2101,0.72116
"2102",2102,0.72128
"2103",2103,0.7215
"2104",2104,0.72147
"2105",2105,0.72134
"2106",2106,0.72129
"2107",2107,0.72146
"2108",2108,0.72151
"2109",2109,0.72138
"2110",2110,0.72117
"2111",2111,0.72129
"2112",2112,0.72135
"2113",2113,0.72131
"2114",2114,0.72142
"2115",2115,0.7212
"2116",2116,0.72101
"2117",2117,0.72118
"2118",2118,0.72114
"2119",2119,0.7211
"2120",2120,0.72117
"2121",2121,0.72137
"2122",2122,0.72134
"2123",2123,0.72122
"2124",2124,0.72117
"2125",2125,0.72103
"2126",2126,0.72105
"2127",2127,0.72116
"2128",2128,0.72108
"2129",2129,0.72106
"2130",2130,0.7211
"2131",2131,0.7211
"2132",2132,0.72099
"2133",2133,0.72118
"2134",2134,0.72149
"2135",2135,0.72123
"2136",2136,0.72141
"2137",2137,0.72153
"2138",2138,0.72123
"2139",2139,0.72168
"2140",2140,0.72207
"2141",2141,0.72216
"2142",2142,0.7222
"2143",2143,0.72235
"2144",2144,0.72245
"2145",2145,0.72242
"2146",2146,0.72266
"2147",2147,0.72286
"2148",2148,0.72302
"2149",2149,0.72332
"2150",2150,0.72344
"2151",2151,0.7235
