"","wavelength","alder_mean_reflectance"
"267",267,0.444766666666667
"268",268,0.444733333333333
"269",269,0.444696666666667
"270",270,0.444651666666667
"271",271,0.444595
"272",272,0.444553333333333
"273",273,0.444515
"274",274,0.444493333333333
"275",275,0.444461666666667
"276",276,0.444415
"277",277,0.44436
"278",278,0.444308333333333
"279",279,0.444253333333333
"280",280,0.444183333333333
"281",281,0.44411
"282",282,0.444036666666667
"283",283,0.443943333333333
"284",284,0.443851666666667
"285",285,0.44377
"286",286,0.443675
"287",287,0.443563333333333
"288",288,0.443466666666667
"289",289,0.443396666666667
"290",290,0.443281666666667
"291",291,0.443151666666667
"292",292,0.443011666666667
"293",293,0.442858333333333
"294",294,0.442711666666667
"295",295,0.442573333333333
"296",296,0.442436666666667
"297",297,0.442273333333333
"298",298,0.442098333333333
"299",299,0.441921666666667
"300",300,0.441723333333333
"301",301,0.44152
"302",302,0.441305
"303",303,0.44108
"304",304,0.44085
"305",305,0.440606666666667
"306",306,0.44034
"307",307,0.44008
"308",308,0.439818333333333
"309",309,0.439535
"310",310,0.43925
"311",311,0.438938333333333
"312",312,0.438596666666667
"313",313,0.438241666666667
"314",314,0.437896666666667
"315",315,0.43755
"316",316,0.437205
"317",317,0.436853333333333
"318",318,0.436483333333333
"319",319,0.436098333333333
"320",320,0.435698333333333
"321",321,0.4353
"322",322,0.434881666666667
"323",323,0.434455
"324",324,0.434011666666667
"325",325,0.433553333333333
"326",326,0.433078333333333
"327",327,0.432588333333333
"328",328,0.432095
"329",329,0.431605
"330",330,0.431098333333333
"331",331,0.430575
"332",332,0.43004
"333",333,0.42948
"334",334,0.428938333333333
"335",335,0.428406666666667
"336",336,0.42787
"337",337,0.427333333333333
"338",338,0.426806666666667
"339",339,0.426263333333333
"340",340,0.42572
"341",341,0.42519
"342",342,0.424646666666667
"343",343,0.424093333333333
"344",344,0.423555
"345",345,0.423025
"346",346,0.422488333333333
"347",347,0.421981666666667
"348",348,0.421495
"349",349,0.420986666666667
"350",350,0.420476666666667
"351",351,0.419976666666667
"352",352,0.419468333333333
"353",353,0.41897
"354",354,0.418501666666667
"355",355,0.418011666666667
"356",356,0.417516666666667
"357",357,0.417011666666667
"358",358,0.416513333333333
"359",359,0.415968333333333
"360",360,0.415421666666667
"361",361,0.414881666666667
"362",362,0.414293333333333
"363",363,0.41371
"364",364,0.413083333333333
"365",365,0.41239
"366",366,0.411695
"367",367,0.41096
"368",368,0.410186666666667
"369",369,0.409361666666667
"370",370,0.408463333333333
"371",371,0.4075
"372",372,0.40644
"373",373,0.405323333333333
"374",374,0.404125
"375",375,0.402871666666667
"376",376,0.40147
"377",377,0.399991666666667
"378",378,0.39836
"379",379,0.396603333333333
"380",380,0.394711666666667
"381",381,0.39272
"382",382,0.390541666666667
"383",383,0.388213333333333
"384",384,0.385716666666667
"385",385,0.383068333333333
"386",386,0.380258333333333
"387",387,0.37732
"388",388,0.374298333333333
"389",389,0.371095
"390",390,0.36777
"391",391,0.364351666666667
"392",392,0.360771666666667
"393",393,0.357123333333333
"394",394,0.353418333333333
"395",395,0.34961
"396",396,0.345781666666667
"397",397,0.341915
"398",398,0.338043333333333
"399",399,0.334218333333333
"400",400,0.330371666666667
"401",401,0.326586666666667
"402",402,0.322888333333333
"403",403,0.319275
"404",404,0.315716666666667
"405",405,0.31229
"406",406,0.308955
"407",407,0.305756666666667
"408",408,0.302646666666667
"409",409,0.2997
"410",410,0.296886666666667
"411",411,0.294221666666667
"412",412,0.291708333333333
"413",413,0.289323333333333
"414",414,0.287071666666667
"415",415,0.284946666666667
"416",416,0.28297
"417",417,0.281098333333333
"418",418,0.279345
"419",419,0.27774
"420",420,0.27624
"421",421,0.274838333333333
"422",422,0.273538333333333
"423",423,0.272346666666667
"424",424,0.271243333333333
"425",425,0.270221666666667
"426",426,0.269293333333333
"427",427,0.268436666666667
"428",428,0.267651666666667
"429",429,0.26695
"430",430,0.266318333333333
"431",431,0.265746666666667
"432",432,0.265233333333333
"433",433,0.264793333333333
"434",434,0.264375
"435",435,0.263993333333333
"436",436,0.263676666666667
"437",437,0.263406666666667
"438",438,0.263173333333333
"439",439,0.263005
"440",440,0.262856666666667
"441",441,0.262723333333333
"442",442,0.262638333333333
"443",443,0.262595
"444",444,0.262576666666667
"445",445,0.262591666666667
"446",446,0.26262
"447",447,0.262671666666667
"448",448,0.262738333333333
"449",449,0.262816666666667
"450",450,0.262913333333333
"451",451,0.26301
"452",452,0.263131666666667
"453",453,0.263281666666667
"454",454,0.263446666666667
"455",455,0.263641666666667
"456",456,0.263856666666667
"457",457,0.26409
"458",458,0.264353333333333
"459",459,0.264653333333333
"460",460,0.264996666666667
"461",461,0.265376666666667
"462",462,0.26579
"463",463,0.266246666666667
"464",464,0.26675
"465",465,0.267305
"466",466,0.267921666666667
"467",467,0.268571666666667
"468",468,0.269276666666667
"469",469,0.270015
"470",470,0.270781666666667
"471",471,0.2716
"472",472,0.272471666666667
"473",473,0.27336
"474",474,0.274293333333333
"475",475,0.275246666666667
"476",476,0.276235
"477",477,0.277233333333333
"478",478,0.278258333333333
"479",479,0.279295
"480",480,0.280353333333333
"481",481,0.281423333333333
"482",482,0.28252
"483",483,0.283618333333333
"484",484,0.284725
"485",485,0.285835
"486",486,0.286955
"487",487,0.28807
"488",488,0.289181666666667
"489",489,0.29029
"490",490,0.2914
"491",491,0.292513333333333
"492",492,0.293628333333333
"493",493,0.294753333333333
"494",494,0.295871666666667
"495",495,0.296971666666667
"496",496,0.298085
"497",497,0.299193333333333
"498",498,0.3003
"499",499,0.301413333333333
"500",500,0.302503333333333
"501",501,0.30358
"502",502,0.304665
"503",503,0.305733333333333
"504",504,0.30681
"505",505,0.307886666666667
"506",506,0.308936666666667
"507",507,0.310001666666667
"508",508,0.311043333333333
"509",509,0.312078333333333
"510",510,0.313113333333333
"511",511,0.314148333333333
"512",512,0.31516
"513",513,0.316156666666667
"514",514,0.317151666666667
"515",515,0.318138333333333
"516",516,0.319118333333333
"517",517,0.320103333333333
"518",518,0.321066666666667
"519",519,0.322
"520",520,0.322933333333333
"521",521,0.323863333333333
"522",522,0.324775
"523",523,0.32568
"524",524,0.326581666666667
"525",525,0.327466666666667
"526",526,0.32835
"527",527,0.329235
"528",528,0.330098333333333
"529",529,0.330943333333333
"530",530,0.331785
"531",531,0.332615
"532",532,0.333435
"533",533,0.334263333333333
"534",534,0.335065
"535",535,0.335853333333333
"536",536,0.33662
"537",537,0.337355
"538",538,0.3381
"539",539,0.338836666666667
"540",540,0.339568333333333
"541",541,0.340298333333333
"542",542,0.341021666666667
"543",543,0.341726666666667
"544",544,0.34241
"545",545,0.343086666666667
"546",546,0.343756666666667
"547",547,0.344406666666667
"548",548,0.345068333333333
"549",549,0.345731666666667
"550",550,0.346373333333333
"551",551,0.347018333333333
"552",552,0.347645
"553",553,0.348253333333333
"554",554,0.348853333333333
"555",555,0.349468333333333
"556",556,0.350081666666667
"557",557,0.350673333333333
"558",558,0.351251666666667
"559",559,0.351811666666667
"560",560,0.352343333333333
"561",561,0.352875
"562",562,0.353416666666667
"563",563,0.353935
"564",564,0.354445
"565",565,0.35496
"566",566,0.355448333333333
"567",567,0.355943333333333
"568",568,0.35644
"569",569,0.356916666666667
"570",570,0.357381666666667
"571",571,0.357843333333333
"572",572,0.358293333333333
"573",573,0.358743333333333
"574",574,0.359191666666667
"575",575,0.35964
"576",576,0.360086666666667
"577",577,0.360523333333333
"578",578,0.36095
"579",579,0.36138
"580",580,0.361808333333333
"581",581,0.36223
"582",582,0.362655
"583",583,0.363073333333333
"584",584,0.363495
"585",585,0.363898333333333
"586",586,0.364295
"587",587,0.364686666666667
"588",588,0.365055
"589",589,0.365435
"590",590,0.365825
"591",591,0.366201666666667
"592",592,0.366588333333333
"593",593,0.366953333333333
"594",594,0.367298333333333
"595",595,0.367655
"596",596,0.368011666666667
"597",597,0.368356666666667
"598",598,0.368706666666667
"599",599,0.369041666666667
"600",600,0.369358333333333
"601",601,0.369673333333333
"602",602,0.369988333333333
"603",603,0.370298333333333
"604",604,0.370596666666667
"605",605,0.370903333333333
"606",606,0.371213333333333
"607",607,0.371516666666667
"608",608,0.371823333333333
"609",609,0.372116666666667
"610",610,0.372385
"611",611,0.372658333333333
"612",612,0.372928333333333
"613",613,0.373193333333333
"614",614,0.373455
"615",615,0.373705
"616",616,0.373941666666667
"617",617,0.374175
"618",618,0.374396666666667
"619",619,0.374615
"620",620,0.374826666666667
"621",621,0.37504
"622",622,0.375261666666667
"623",623,0.375466666666667
"624",624,0.375665
"625",625,0.37586
"626",626,0.376045
"627",627,0.376221666666667
"628",628,0.37639
"629",629,0.376565
"630",630,0.376726666666667
"631",631,0.376898333333333
"632",632,0.377078333333333
"633",633,0.377253333333333
"634",634,0.37743
"635",635,0.377586666666667
"636",636,0.37773
"637",637,0.377876666666667
"638",638,0.378013333333333
"639",639,0.378155
"640",640,0.378298333333333
"641",641,0.378441666666667
"642",642,0.378588333333333
"643",643,0.378718333333333
"644",644,0.378856666666667
"645",645,0.378965
"646",646,0.379053333333333
"647",647,0.379143333333333
"648",648,0.379225
"649",649,0.379298333333333
"650",650,0.379378333333333
"651",651,0.379431666666667
"652",652,0.379466666666667
"653",653,0.379486666666667
"654",654,0.379486666666667
"655",655,0.379485
"656",656,0.379478333333333
"657",657,0.37946
"658",658,0.379433333333333
"659",659,0.379398333333333
"660",660,0.37935
"661",661,0.379296666666667
"662",662,0.37924
"663",663,0.379173333333333
"664",664,0.37909
"665",665,0.37901
"666",666,0.37893
"667",667,0.378838333333333
"668",668,0.378743333333333
"669",669,0.378641666666667
"670",670,0.37853
"671",671,0.378413333333333
"672",672,0.378285
"673",673,0.378156666666667
"674",674,0.37801
"675",675,0.37787
"676",676,0.377736666666667
"677",677,0.37759
"678",678,0.377428333333333
"679",679,0.377265
"680",680,0.377086666666667
"681",681,0.376898333333333
"682",682,0.376701666666667
"683",683,0.376485
"684",684,0.37624
"685",685,0.376001666666667
"686",686,0.375756666666667
"687",687,0.375503333333333
"688",688,0.375245
"689",689,0.37498
"690",690,0.374696666666667
"691",691,0.374423333333333
"692",692,0.374155
"693",693,0.373883333333333
"694",694,0.373608333333333
"695",695,0.373341666666667
"696",696,0.373078333333333
"697",697,0.37281
"698",698,0.372535
"699",699,0.372266666666667
"700",700,0.371991666666667
"701",701,0.37171
"702",702,0.371433333333333
"703",703,0.371151666666667
"704",704,0.370845
"705",705,0.37057
"706",706,0.370308333333333
"707",707,0.370043333333333
"708",708,0.369785
"709",709,0.369528333333333
"710",710,0.369276666666667
"711",711,0.369033333333333
"712",712,0.368808333333333
"713",713,0.368561666666667
"714",714,0.368308333333333
"715",715,0.36806
"716",716,0.367801666666667
"717",717,0.367551666666667
"718",718,0.367318333333333
"719",719,0.367063333333333
"720",720,0.366806666666667
"721",721,0.366526666666667
"722",722,0.366253333333333
"723",723,0.365975
"724",724,0.365683333333333
"725",725,0.36539
"726",726,0.36508
"727",727,0.364758333333333
"728",728,0.364446666666667
"729",729,0.364148333333333
"730",730,0.363853333333333
"731",731,0.36359
"732",732,0.363326666666667
"733",733,0.363053333333333
"734",734,0.362808333333333
"735",735,0.362575
"736",736,0.362323333333333
"737",737,0.36209
"738",738,0.361833333333333
"739",739,0.361548333333333
"740",740,0.36126
"741",741,0.360966666666667
"742",742,0.360653333333333
"743",743,0.360316666666667
"744",744,0.359975
"745",745,0.35961
"746",746,0.359248333333333
"747",747,0.358896666666667
"748",748,0.358526666666667
"749",749,0.35814
"750",750,0.357756666666667
"751",751,0.35737
"752",752,0.356976666666667
"753",753,0.356585
"754",754,0.35619
"755",755,0.355776666666667
"756",756,0.355381666666667
"757",757,0.354991666666667
"758",758,0.354606666666667
"759",759,0.354228333333333
"760",760,0.353856666666667
"761",761,0.353473333333333
"762",762,0.35311
"763",763,0.352765
"764",764,0.352431666666667
"765",765,0.352116666666667
"766",766,0.351808333333333
"767",767,0.351501666666667
"768",768,0.351228333333333
"769",769,0.350978333333333
"770",770,0.350716666666667
"771",771,0.350471666666667
"772",772,0.350225
"773",773,0.349993333333333
"774",774,0.349786666666667
"775",775,0.349598333333333
"776",776,0.349396666666667
"777",777,0.349186666666667
"778",778,0.348998333333333
"779",779,0.34882
"780",780,0.348661666666667
"781",781,0.348521666666667
"782",782,0.348355
"783",783,0.348205
"784",784,0.348066666666667
"785",785,0.34793
"786",786,0.347835
"787",787,0.34774
"788",788,0.347658333333333
"789",789,0.347573333333333
"790",790,0.347483333333333
"791",791,0.347415
"792",792,0.347356666666667
"793",793,0.347316666666667
"794",794,0.347305
"795",795,0.34729
"796",796,0.34729
"797",797,0.347288333333333
"798",798,0.347291666666667
"799",799,0.347293333333333
"800",800,0.347288333333333
"801",801,0.347286666666667
"802",802,0.34728
"803",803,0.347296666666667
"804",804,0.347331666666667
"805",805,0.347356666666667
"806",806,0.347396666666667
"807",807,0.34742
"808",808,0.347435
"809",809,0.347453333333333
"810",810,0.347485
"811",811,0.34753
"812",812,0.347563333333333
"813",813,0.347601666666667
"814",814,0.34764
"815",815,0.347665
"816",816,0.347686666666667
"817",817,0.347706666666667
"818",818,0.347716666666667
"819",819,0.347728333333333
"820",820,0.347741666666667
"821",821,0.347725
"822",822,0.347703333333333
"823",823,0.347675
"824",824,0.347636666666667
"825",825,0.347608333333333
"826",826,0.347556666666667
"827",827,0.347493333333333
"828",828,0.347406666666667
"829",829,0.347301666666667
"830",830,0.347186666666667
"831",831,0.347056666666667
"832",832,0.347201666666667
"833",833,0.347041666666667
"834",834,0.346845
"835",835,0.346605
"836",836,0.346341666666667
"837",837,0.346088333333333
"838",838,0.345723333333333
"839",839,0.345313333333333
"840",840,0.344848333333333
"841",841,0.344276666666667
"842",842,0.343706666666667
"843",843,0.343153333333333
"844",844,0.342493333333333
"845",845,0.341881666666667
"846",846,0.34128
"847",847,0.340558333333333
"848",848,0.339871666666667
"849",849,0.338971666666667
"850",850,0.337896666666667
"851",851,0.336765
"852",852,0.335493333333333
"853",853,0.33422
"854",854,0.332901666666667
"855",855,0.331426666666667
"856",856,0.329813333333333
"857",857,0.328163333333333
"858",858,0.326373333333333
"859",859,0.324516666666667
"860",860,0.322433333333333
"861",861,0.3202
"862",862,0.317815
"863",863,0.31522
"864",864,0.312571666666667
"865",865,0.309893333333333
"866",866,0.306851666666667
"867",867,0.303603333333333
"868",868,0.300203333333333
"869",869,0.296478333333333
"870",870,0.292376666666667
"871",871,0.288231666666667
"872",872,0.284011666666667
"873",873,0.279406666666667
"874",874,0.274623333333333
"875",875,0.269665
"876",876,0.264475
"877",877,0.258878333333333
"878",878,0.253366666666667
"879",879,0.247801666666667
"880",880,0.242073333333333
"881",881,0.236215
"882",882,0.230191666666667
"883",883,0.224013333333333
"884",884,0.217626666666667
"885",885,0.211358333333333
"886",886,0.204963333333333
"887",887,0.198738333333333
"888",888,0.192476666666667
"889",889,0.186383333333333
"890",890,0.180321666666667
"891",891,0.174421666666667
"892",892,0.168601666666667
"893",893,0.162986666666667
"894",894,0.157668333333333
"895",895,0.15254
"896",896,0.147695
"897",897,0.143146666666667
"898",898,0.138835
"899",899,0.134736666666667
"900",900,0.130943333333333
"901",901,0.127527833333333
"902",902,0.124266833333333
"903",903,0.1212355
"904",904,0.118473333333333
"905",905,0.115930833333333
"906",906,0.113588666666667
"907",907,0.111531833333333
"908",908,0.109875
"909",909,0.108193333333333
"910",910,0.106699666666667
"911",911,0.105321333333333
"912",912,0.104010166666667
"913",913,0.102849333333333
"914",914,0.101878833333333
"915",915,0.101165166666667
"916",916,0.100400333333333
"917",917,0.0996976666666667
"918",918,0.0991366666666667
"919",919,0.098669
"920",920,0.0982438333333333
"921",921,0.097996
"922",922,0.0977338333333333
"923",923,0.0975076666666667
"924",924,0.0972435
"925",925,0.0970743333333333
"926",926,0.0969251666666667
"927",927,0.0968985
"928",928,0.0969403333333333
"929",929,0.0970513333333333
"930",930,0.097311
"931",931,0.0975408333333333
"932",932,0.097783
"933",933,0.0980786666666667
"934",934,0.0984115
"935",935,0.0987618333333333
"936",936,0.0991903333333333
"937",937,0.0997018333333333
"938",938,0.100203
"939",939,0.100764166666667
"940",940,0.101309166666667
"941",941,0.101826333333333
"942",942,0.1024155
"943",943,0.103020166666667
"944",944,0.103676166666667
"945",945,0.104382666666667
"946",946,0.105162
"947",947,0.105918833333333
"948",948,0.106692166666667
"949",949,0.107504666666667
"950",950,0.108357
"951",951,0.109179
"952",952,0.1099905
"953",953,0.1108565
"954",954,0.111685166666667
"955",955,0.112591666666667
"956",956,0.113552833333333
"957",957,0.114644833333333
"958",958,0.115590166666667
"959",959,0.116494833333333
"960",960,0.117456666666667
"961",961,0.118361166666667
"962",962,0.119333666666667
"963",963,0.120406833333333
"964",964,0.121441333333333
"965",965,0.122449333333333
"966",966,0.123486833333333
"967",967,0.1245365
"968",968,0.125602
"969",969,0.126684
"970",970,0.127798333333333
"971",971,0.128901833333333
"972",972,0.129993333333333
"973",973,0.13113
"974",974,0.132325
"975",975,0.133468333333333
"976",976,0.134606666666667
"977",977,0.135766666666667
"978",978,0.136908333333333
"979",979,0.138026666666667
"980",980,0.13918
"981",981,0.140396666666667
"982",982,0.141543333333333
"983",983,0.142623333333333
"984",984,0.143798333333333
"985",985,0.144988333333333
"986",986,0.146198333333333
"987",987,0.147483333333333
"988",988,0.148745
"989",989,0.150023333333333
"990",990,0.151273333333333
"991",991,0.152476666666667
"992",992,0.153688333333333
"993",993,0.15484
"994",994,0.155841666666667
"995",995,0.157006666666667
"996",996,0.158215
"997",997,0.159431666666667
"998",998,0.160825
"999",999,0.162055
"1000",1000,0.163235
"1001",1001,0.16431
"1002",1002,0.165351666666667
"1003",1003,0.166471666666667
"1004",1004,0.167598333333333
"1005",1005,0.168815
"1006",1006,0.16993
"1007",1007,0.170981666666667
"1008",1008,0.172063333333333
"1009",1009,0.173076666666667
"1010",1010,0.17416
"1011",1011,0.175345
"1012",1012,0.176473333333333
"1013",1013,0.177515
"1014",1014,0.178656666666667
"1015",1015,0.179683333333333
"1016",1016,0.180606666666667
"1017",1017,0.18161
"1018",1018,0.182566666666667
"1019",1019,0.183605
"1020",1020,0.184796666666667
"1021",1021,0.185825
"1022",1022,0.186851666666667
"1023",1023,0.187808333333333
"1024",1024,0.188651666666667
"1025",1025,0.189431666666667
"1026",1026,0.19024
"1027",1027,0.191175
"1028",1028,0.192035
"1029",1029,0.192901666666667
"1030",1030,0.193728333333333
"1031",1031,0.194543333333333
"1032",1032,0.195303333333333
"1033",1033,0.195965
"1034",1034,0.196743333333333
"1035",1035,0.197561666666667
"1036",1036,0.19836
"1037",1037,0.199231666666667
"1038",1038,0.199993333333333
"1039",1039,0.20061
"1040",1040,0.20129
"1041",1041,0.201956666666667
"1042",1042,0.202548333333333
"1043",1043,0.203241666666667
"1044",1044,0.204065
"1045",1045,0.20471
"1046",1046,0.205318333333333
"1047",1047,0.205935
"1048",1048,0.206423333333333
"1049",1049,0.207013333333333
"1050",1050,0.207715
"1051",1051,0.208398333333333
"1052",1052,0.209088333333333
"1053",1053,0.209718333333333
"1054",1054,0.210316666666667
"1055",1055,0.210765
"1056",1056,0.211418333333333
"1057",1057,0.212195
"1058",1058,0.212866666666667
"1059",1059,0.213616666666667
"1060",1060,0.214303333333333
"1061",1061,0.214921666666667
"1062",1062,0.215443333333333
"1063",1063,0.216048333333333
"1064",1064,0.216716666666667
"1065",1065,0.217428333333333
"1066",1066,0.218163333333333
"1067",1067,0.218905
"1068",1068,0.219738333333333
"1069",1069,0.220461666666667
"1070",1070,0.221156666666667
"1071",1071,0.221815
"1072",1072,0.22238
"1073",1073,0.223015
"1074",1074,0.223658333333333
"1075",1075,0.224293333333333
"1076",1076,0.224955
"1077",1077,0.225705
"1078",1078,0.226416666666667
"1079",1079,0.227081666666667
"1080",1080,0.227798333333333
"1081",1081,0.228445
"1082",1082,0.229091666666667
"1083",1083,0.229745
"1084",1084,0.230371666666667
"1085",1085,0.230915
"1086",1086,0.231516666666667
"1087",1087,0.232185
"1088",1088,0.232715
"1089",1089,0.233223333333333
"1090",1090,0.233885
"1091",1091,0.234395
"1092",1092,0.234978333333333
"1093",1093,0.235633333333333
"1094",1094,0.236155
"1095",1095,0.236701666666667
"1096",1096,0.237216666666667
"1097",1097,0.23775
"1098",1098,0.238283333333333
"1099",1099,0.238853333333333
"1100",1100,0.23946
"1101",1101,0.240018333333333
"1102",1102,0.240556666666667
"1103",1103,0.241015
"1104",1104,0.241413333333333
"1105",1105,0.241928333333333
"1106",1106,0.242466666666667
"1107",1107,0.243018333333333
"1108",1108,0.243658333333333
"1109",1109,0.24415
"1110",1110,0.244661666666667
"1111",1111,0.245198333333333
"1112",1112,0.245653333333333
"1113",1113,0.246038333333333
"1114",1114,0.2465
"1115",1115,0.246948333333333
"1116",1116,0.247338333333333
"1117",1117,0.247903333333333
"1118",1118,0.248385
"1119",1119,0.248805
"1120",1120,0.24934
"1121",1121,0.249815
"1122",1122,0.250171666666667
"1123",1123,0.250576666666667
"1124",1124,0.251018333333333
"1125",1125,0.251466666666667
"1126",1126,0.251971666666667
"1127",1127,0.252405
"1128",1128,0.252836666666667
"1129",1129,0.253185
"1130",1130,0.253471666666667
"1131",1131,0.253696666666667
"1132",1132,0.253851666666667
"1133",1133,0.254118333333333
"1134",1134,0.2544
"1135",1135,0.254685
