"","wavelength","pasture_mean_reflectance"
"1312",1312,0.175778
"1313",1313,0.175004
"1314",1314,0.17438
"1315",1315,0.173818
"1316",1316,0.17326
"1317",1317,0.172751
"1318",1318,0.172274
"1319",1319,0.17194
"1320",1320,0.171478
"1321",1321,0.17104
"1322",1322,0.170462
"1323",1323,0.169708
"1324",1324,0.168753
"1325",1325,0.16831
"1326",1326,0.167928
"1327",1327,0.167483
"1328",1328,0.16727
"1329",1329,0.166574
"1330",1330,0.165679
"1331",1331,0.164995
"1332",1332,0.164326
"1333",1333,0.163544
"1334",1334,0.162913
"1335",1335,0.162397
"1336",1336,0.161687
"1337",1337,0.161054
"1338",1338,0.160385
"1339",1339,0.159688
"1340",1340,0.159007
"1341",1341,0.158212
"1342",1342,0.157651
"1343",1343,0.156913
"1344",1344,0.156049
"1345",1345,0.155398
"1346",1346,0.154872
"1347",1347,0.154206
"1348",1348,0.153701
"1349",1349,0.15302
"1350",1350,0.152088
"1351",1351,0.151446
"1352",1352,0.15087
"1353",1353,0.150206
"1354",1354,0.149772
"1355",1355,0.149089
"1356",1356,0.148106
"1357",1357,0.147445
"1358",1358,0.146731
"1359",1359,0.14616
"1360",1360,0.146102
"1361",1361,0.145479
"1362",1362,0.144523
"1363",1363,0.143851
"1364",1364,0.142956
"1365",1365,0.142199
"1366",1366,0.141723
"1367",1367,0.141271
"1368",1368,0.140363
"1369",1369,0.139616
"1370",1370,0.139065
"1371",1371,0.138343
"1372",1372,0.13808
"1373",1373,0.137752
"1374",1374,0.137092
"1375",1375,0.136566
"1376",1376,0.135674
"1377",1377,0.134712
"1378",1378,0.13384
"1379",1379,0.133057
"1380",1380,0.132516
"1381",1381,0.13185
"1382",1382,0.131363
"1383",1383,0.130707
"1384",1384,0.129729
"1385",1385,0.129005
"1386",1386,0.128338
"1387",1387,0.127479
"1388",1388,0.1265713
"1389",1389,0.125926
"1390",1390,0.125022
"1391",1391,0.1241826
"1392",1392,0.1235359
"1393",1393,0.1230256
"1394",1394,0.1225046
"1395",1395,0.1221752
"1396",1396,0.1217282
"1397",1397,0.121354
"1398",1398,0.1208232
"1399",1399,0.120279
"1400",1400,0.1194337
"1401",1401,0.1182157
"1402",1402,0.1174188
"1403",1403,0.1167246
"1404",1404,0.1158168
"1405",1405,0.1148653
"1406",1406,0.1140684
"1407",1407,0.1129722
"1408",1408,0.1124011
"1409",1409,0.1127904
"1410",1410,0.1123083
"1411",1411,0.1113404
"1412",1412,0.1106443
"1413",1413,0.1096564
"1414",1414,0.1087676
"1415",1415,0.108245
"1416",1416,0.1074751
"1417",1417,0.1063009
"1418",1418,0.1055436
"1419",1419,0.1049913
"1420",1420,0.1044356
"1421",1421,0.1042306
"1422",1422,0.1035117
"1423",1423,0.1025231
"1424",1424,0.1017149
"1425",1425,0.1003235
"1426",1426,0.0998048
"1427",1427,0.10019
"1428",1428,0.099927
"1429",1429,0.1000852
"1430",1430,0.0995366
"1431",1431,0.0978179
"1432",1432,0.0969662
"1433",1433,0.0964402
"1434",1434,0.0957691
"1435",1435,0.0954953
"1436",1436,0.094854
"1437",1437,0.0937445
"1438",1438,0.092732
"1439",1439,0.0916389
"1440",1440,0.0908958
"1441",1441,0.09018
"1442",1442,0.0896595
"1443",1443,0.0898766
"1444",1444,0.0892711
"1445",1445,0.0882466
"1446",1446,0.0873486
"1447",1447,0.0860047
"1448",1448,0.0848249
"1449",1449,0.0834994
"1450",1450,0.0827678
"1451",1451,0.0823715
"1452",1452,0.081903
"1453",1453,0.0822625
"1454",1454,0.0819456
"1455",1455,0.0807806
"1456",1456,0.0802854
"1457",1457,0.0800849
"1458",1458,0.0796577
"1459",1459,0.0798284
"1460",1460,0.0791774
"1461",1461,0.0772782
"1462",1462,0.0764991
"1463",1463,0.0761362
"1464",1464,0.0754754
"1465",1465,0.0757416
"1466",1466,0.0750158
"1467",1467,0.0725295
"1468",1468,0.0717764
"1469",1469,0.072194
"1470",1470,0.0715384
"1471",1471,0.0709626
"1472",1472,0.0708173
"1473",1473,0.0701822
"1474",1474,0.0695457
"1475",1475,0.0698658
"1476",1476,0.0696314
"1477",1477,0.068113
"1478",1478,0.0676221
"1479",1479,0.068176
"1480",1480,0.0680402
"1481",1481,0.0678291
"1482",1482,0.0675336
"1483",1483,0.0669534
"1484",1484,0.066363
"1485",1485,0.0654381
"1486",1486,0.065066
"1487",1487,0.0653059
"1488",1488,0.0647576
"1489",1489,0.0641918
"1490",1490,0.0634388
"1491",1491,0.0612753
"1492",1492,0.0605438
"1493",1493,0.0611759
"1494",1494,0.0610313
"1495",1495,0.0611532
"1496",1496,0.0611852
"1497",1497,0.0605756
"1498",1498,0.060468
"1499",1499,0.0610834
"1500",1500,0.0609257
"1501",1501,0.0604201
"1502",1502,0.0558402
"1503",1503,0.0538732
"1504",1504,0.0504271
"1505",1505,0.0574106
"1506",1506,0.0533345
"1507",1507,0.0479131
"1508",1508,0.0482905
"1509",1509,0.0471958
"1510",1510,0.0467274
"1511",1511,0.0485797
"1512",1512,0.055393
"1513",1513,0.0556515
"1514",1514,0.0500229
"1515",1515,0.0455051
"1516",1516,0.040875
"1517",1517,0.0396733
"1518",1518,0.0449202
"1519",1519,0.0509176
"1520",1520,0.0524475
"1521",1521,0.0481403
"1522",1522,0.0454707
"1523",1523,0.0508024
"1524",1524,0.0598133
"1525",1525,0.0520006
"1526",1526,0.0455617
"1527",1527,0.0444676
"1528",1528,0.0458911
"1529",1529,0.050621
"1530",1530,0.0526331
"1531",1531,0.0470332
"1532",1532,0.0466055
"1533",1533,0.0473312
"1534",1534,0.04587
"1535",1535,0.0451143
"1536",1536,0.046666
"1537",1537,0.0503073
"1538",1538,0.0542019
"1539",1539,0.052547
"1540",1540,0.0478952
"1541",1541,0.0472
"1542",1542,0.0473382
"1543",1543,0.0497093
"1544",1544,0.0546621
"1545",1545,0.052028
"1546",1546,0.0488465
"1547",1547,0.049912
"1548",1548,0.0520172
"1549",1549,0.0520789
"1550",1550,0.0498364
"1551",1551,0.0475536
"1552",1552,0.0503053
"1553",1553,0.0548429
"1554",1554,0.0544308
"1555",1555,0.05193
"1556",1556,0.0489258
"1557",1557,0.0470914
"1558",1558,0.0494723
"1559",1559,0.0513878
"1560",1560,0.0507877
"1561",1561,0.0518138
"1562",1562,0.0516565
"1563",1563,0.0506234
"1564",1564,0.0519172
"1565",1565,0.05183
"1566",1566,0.0516197
"1567",1567,0.0538111
"1568",1568,0.0528927
"1569",1569,0.0506822
"1570",1570,0.0497453
"1571",1571,0.0505105
"1572",1572,0.0516166
"1573",1573,0.052026
"1574",1574,0.050862
"1575",1575,0.0514762
"1576",1576,0.0531076
"1577",1577,0.0517783
"1578",1578,0.0518527
"1579",1579,0.0524729
"1580",1580,0.0515028
"1581",1581,0.0506731
"1582",1582,0.0509472
"1583",1583,0.0522995
"1584",1584,0.0518213
"1585",1585,0.0515688
"1586",1586,0.0521533
"1587",1587,0.0516607
"1588",1588,0.0518055
"1589",1589,0.0524763
"1590",1590,0.0524878
"1591",1591,0.0519599
"1592",1592,0.0514315
"1593",1593,0.0514618
"1594",1594,0.0514783
"1595",1595,0.0516
"1596",1596,0.0518653
"1597",1597,0.0517385
"1598",1598,0.0522616
"1599",1599,0.0533515
"1600",1600,0.0533823
"1601",1601,0.0528917
"1602",1602,0.0524914
"1603",1603,0.0529241
"1604",1604,0.0533274
"1605",1605,0.0533968
"1606",1606,0.0531181
"1607",1607,0.0533377
"1608",1608,0.0535706
"1609",1609,0.0535593
"1610",1610,0.0538667
"1611",1611,0.053939
"1612",1612,0.0538539
"1613",1613,0.0543728
"1614",1614,0.0543799
"1615",1615,0.0538923
"1616",1616,0.0533814
"1617",1617,0.0528744
"1618",1618,0.0529765
"1619",1619,0.0539044
"1620",1620,0.0541538
"1621",1621,0.0535959
"1622",1622,0.0526993
"1623",1623,0.053033
"1624",1624,0.0534328
"1625",1625,0.053571
"1626",1626,0.0535984
"1627",1627,0.0536224
"1628",1628,0.053622
"1629",1629,0.0535907
"1630",1630,0.0540707
"1631",1631,0.054226
"1632",1632,0.0536861
"1633",1633,0.0538488
"1634",1634,0.054397
"1635",1635,0.0548779
"1636",1636,0.0545021
"1637",1637,0.0547001
"1638",1638,0.0552291
"1639",1639,0.0551037
"1640",1640,0.0553487
"1641",1641,0.0555374
"1642",1642,0.055263
"1643",1643,0.0556149
"1644",1644,0.0564698
"1645",1645,0.0574939
"1646",1646,0.0580762
"1647",1647,0.0583722
"1648",1648,0.0587059
"1649",1649,0.0596173
"1650",1650,0.0605242
"1651",1651,0.0614325
"1652",1652,0.062512
"1653",1653,0.0636495
"1654",1654,0.0647741
"1655",1655,0.0659682
"1656",1656,0.0678396
"1657",1657,0.0697245
"1658",1658,0.0713999
"1659",1659,0.0732181
"1660",1660,0.0753424
"1661",1661,0.0775818
"1662",1662,0.079576
"1663",1663,0.0820211
"1664",1664,0.0848332
"1665",1665,0.0878005
"1666",1666,0.0909942
"1667",1667,0.0942948
"1668",1668,0.0976257
"1669",1669,0.1009925
"1670",1670,0.1046398
"1671",1671,0.1085394
"1672",1672,0.1124485
"1673",1673,0.116138
"1674",1674,0.119804
"1675",1675,0.123732
"1676",1676,0.127516
"1677",1677,0.131184
"1678",1678,0.134757
"1679",1679,0.138113
"1680",1680,0.141271
"1681",1681,0.144244
"1682",1682,0.147046
"1683",1683,0.149557
"1684",1684,0.151904
"1685",1685,0.154306
"1686",1686,0.156276
"1687",1687,0.158041
"1688",1688,0.159822
"1689",1689,0.161045
"1690",1690,0.162139
"1691",1691,0.16331
"1692",1692,0.16425
"1693",1693,0.165132
"1694",1694,0.16596
"1695",1695,0.166629
"1696",1696,0.16725
"1697",1697,0.167776
"1698",1698,0.168168
"1699",1699,0.168655
"1700",1700,0.169209
"1701",1701,0.169742
"1702",1702,0.170133
"1703",1703,0.17048
"1704",1704,0.170742
"1705",1705,0.170691
"1706",1706,0.170526
"1707",1707,0.170262
"1708",1708,0.169823
"1709",1709,0.169042
"1710",1710,0.168059
"1711",1711,0.167007
"1712",1712,0.165813
"1713",1713,0.164393
"1714",1714,0.16275
"1715",1715,0.160998
"1716",1716,0.159129
"1717",1717,0.157149
"1718",1718,0.155078
"1719",1719,0.152864
"1720",1720,0.150458
"1721",1721,0.147859
"1722",1722,0.14538
"1723",1723,0.142899
"1724",1724,0.140346
"1725",1725,0.137826
"1726",1726,0.135427
"1727",1727,0.133169
"1728",1728,0.131003
"1729",1729,0.128952
"1730",1730,0.126968
"1731",1731,0.125005
"1732",1732,0.123338
"1733",1733,0.121779
"1734",1734,0.120199
"1735",1735,0.118721
"1736",1736,0.117374
"1737",1737,0.1161004
"1738",1738,0.1147133
"1739",1739,0.113494
"1740",1740,0.1124564
"1741",1741,0.1114938
"1742",1742,0.1104344
"1743",1743,0.1094449
"1744",1744,0.1086586
"1745",1745,0.107824
"1746",1746,0.1070998
"1747",1747,0.1065063
"1748",1748,0.1058451
"1749",1749,0.1052566
"1750",1750,0.1047707
"1751",1751,0.1043564
"1752",1752,0.103733
"1753",1753,0.1031345
"1754",1754,0.1027562
"1755",1755,0.1020892
"1756",1756,0.1013894
"1757",1757,0.1007647
"1758",1758,0.1000225
"1759",1759,0.0992917
"1760",1760,0.0985261
"1761",1761,0.0975875
"1762",1762,0.0966172
"1763",1763,0.0956421
"1764",1764,0.0946663
"1765",1765,0.0936899
"1766",1766,0.0926745
"1767",1767,0.0916455
"1768",1768,0.0907647
"1769",1769,0.0898186
"1770",1770,0.0888607
"1771",1771,0.0881098
"1772",1772,0.0872615
"1773",1773,0.0863902
"1774",1774,0.0856335
"1775",1775,0.0849215
"1776",1776,0.0843639
"1777",1777,0.0839635
"1778",1778,0.0834818
"1779",1779,0.0830761
"1780",1780,0.0827186
"1781",1781,0.0822546
"1782",1782,0.0819435
"1783",1783,0.0817165
"1784",1784,0.0814172
"1785",1785,0.0810294
"1786",1786,0.0805288
"1787",1787,0.0799137
"1788",1788,0.0792484
"1789",1789,0.0783185
"1790",1790,0.0771994
"1791",1791,0.0762088
"1792",1792,0.0749188
"1793",1793,0.0735228
"1794",1794,0.0723324
"1795",1795,0.0709078
"1796",1796,0.069561
"1797",1797,0.0684313
"1798",1798,0.0670338
"1799",1799,0.0657541
"1800",1800,0.06468
"1801",1801,0.0636401
"1802",1802,0.0627458
"1803",1803,0.0620176
"1804",1804,0.0614369
"1805",1805,0.0609153
"1806",1806,0.060444
"1807",1807,0.0600014
"1808",1808,0.0595073
"1809",1809,0.0589623
"1810",1810,0.0583855
"1811",1811,0.0578163
"1812",1812,0.0571545
"1813",1813,0.0564403
"1814",1814,0.0557533
"1815",1815,0.0550793
"1816",1816,0.0544586
"1817",1817,0.0539352
"1818",1818,0.0535662
"1819",1819,0.0532439
"1820",1820,0.05297
"1821",1821,0.0528443
"1822",1822,0.0529276
"1823",1823,0.0531477
"1824",1824,0.0534011
"1825",1825,0.0537059
"1826",1826,0.0541556
"1827",1827,0.054775
"1828",1828,0.0554129
"1829",1829,0.05613
"1830",1830,0.0570046
"1831",1831,0.0581388
"1832",1832,0.0591318
"1833",1833,0.0601733
"1834",1834,0.0615456
"1835",1835,0.0628677
"1836",1836,0.0644137
"1837",1837,0.0663402
"1838",1838,0.0684003
"1839",1839,0.0708445
"1840",1840,0.0738003
"1841",1841,0.0773174
"1842",1842,0.0816
"1843",1843,0.0866703
"1844",1844,0.0925246
"1845",1845,0.0993121
"1846",1846,0.1069711
"1847",1847,0.1154122
"1848",1848,0.124529
"1849",1849,0.134332
"1850",1850,0.144765
"1851",1851,0.155715
"1852",1852,0.167012
"1853",1853,0.178561
"1854",1854,0.190287
"1855",1855,0.202144
"1856",1856,0.214058
"1857",1857,0.225979
"1858",1858,0.237905
"1859",1859,0.249821
"1860",1860,0.261712
"1861",1861,0.273584
"1862",1862,0.285587
"1863",1863,0.297656
"1864",1864,0.309721
"1865",1865,0.321954
"1866",1866,0.334363
"1867",1867,0.346921
"1868",1868,0.359563
"1869",1869,0.372389
"1870",1870,0.385355
"1871",1871,0.398378
"1872",1872,0.411572
"1873",1873,0.42493
"1874",1874,0.438419
"1875",1875,0.451941
"1876",1876,0.46552
"1877",1877,0.47913
"1878",1878,0.492688
"1879",1879,0.506267
"1880",1880,0.519798
"1881",1881,0.533209
"1882",1882,0.546499
"1883",1883,0.559603
"1884",1884,0.572474
"1885",1885,0.585176
"1886",1886,0.597657
"1887",1887,0.609853
"1888",1888,0.621692
"1889",1889,0.633308
"1890",1890,0.644589
"1891",1891,0.655389
"1892",1892,0.665852
"1893",1893,0.675931
"1894",1894,0.685578
"1895",1895,0.694744
"1896",1896,0.703468
"1897",1897,0.71177
"1898",1898,0.719656
"1899",1899,0.727015
"1900",1900,0.733881
"1901",1901,0.740307
"1902",1902,0.746347
"1903",1903,0.75193
"1904",1904,0.757069
"1905",1905,0.761934
"1906",1906,0.76638
"1907",1907,0.770447
"1908",1908,0.774243
"1909",1909,0.777711
"1910",1910,0.780903
"1911",1911,0.78387
"1912",1912,0.786532
"1913",1913,0.788938
"1914",1914,0.791127
"1915",1915,0.793131
"1916",1916,0.794956
"1917",1917,0.796627
"1918",1918,0.798149
"1919",1919,0.799482
"1920",1920,0.80071
"1921",1921,0.801865
"1922",1922,0.802895
"1923",1923,0.803799
"1924",1924,0.80463
"1925",1925,0.805468
"1926",1926,0.806258
"1927",1927,0.806996
"1928",1928,0.807693
"1929",1929,0.808331
"1930",1930,0.808942
"1931",1931,0.809545
"1932",1932,0.81014
"1933",1933,0.810706
"1934",1934,0.811247
"1935",1935,0.811781
"1936",1936,0.81229
"1937",1937,0.812783
"1938",1938,0.813266
"1939",1939,0.813707
"1940",1940,0.814183
"1941",1941,0.814683
"1942",1942,0.815139
"1943",1943,0.815575
"1944",1944,0.816026
"1945",1945,0.816497
"1946",1946,0.816909
"1947",1947,0.817287
"1948",1948,0.817666
"1949",1949,0.818067
"1950",1950,0.818496
"1951",1951,0.818934
"1952",1952,0.819352
"1953",1953,0.81971
"1954",1954,0.820028
"1955",1955,0.820364
"1956",1956,0.820833
"1957",1957,0.821222
"1958",1958,0.821532
"1959",1959,0.82194
"1960",1960,0.822292
"1961",1961,0.82258
"1962",1962,0.822854
"1963",1963,0.823185
"1964",1964,0.823539
"1965",1965,0.823887
"1966",1966,0.824224
"1967",1967,0.82453
"1968",1968,0.824856
"1969",1969,0.825254
"1970",1970,0.825558
"1971",1971,0.825845
"1972",1972,0.82617
"1973",1973,0.826446
"1974",1974,0.82674
"1975",1975,0.827034
"1976",1976,0.827268
"1977",1977,0.827421
"1978",1978,0.827616
"1979",1979,0.827929
"1980",1980,0.828112
"1981",1981,0.828211
"1982",1982,0.828296
"1983",1983,0.82845
"1984",1984,0.828567
"1985",1985,0.828724
"1986",1986,0.829028
"1987",1987,0.829235
"1988",1988,0.829482
"1989",1989,0.829824
"1990",1990,0.830099
"1991",1991,0.830408
"1992",1992,0.830755
"1993",1993,0.831098
"1994",1994,0.831445
"1995",1995,0.831751
"1996",1996,0.832017
"1997",1997,0.832424
"1998",1998,0.832765
"1999",1999,0.832984
"2000",2000,0.833193
"2001",2001,0.833539
"2002",2002,0.833913
"2003",2003,0.834175
"2004",2004,0.834484
"2005",2005,0.834789
"2006",2006,0.835069
"2007",2007,0.835397
"2008",2008,0.835645
"2009",2009,0.835877
"2010",2010,0.836219
"2011",2011,0.836487
"2012",2012,0.836743
"2013",2013,0.837016
"2014",2014,0.837212
"2015",2015,0.837506
"2016",2016,0.837834
"2017",2017,0.838014
"2018",2018,0.838304
"2019",2019,0.838579
"2020",2020,0.838738
"2021",2021,0.838995
"2022",2022,0.839286
"2023",2023,0.839552
"2024",2024,0.839726
"2025",2025,0.839881
"2026",2026,0.840079
"2027",2027,0.840343
"2028",2028,0.840471
"2029",2029,0.84068
"2030",2030,0.840995
"2031",2031,0.841154
"2032",2032,0.84135
"2033",2033,0.841573
"2034",2034,0.841756
"2035",2035,0.841889
"2036",2036,0.84204
"2037",2037,0.842231
"2038",2038,0.842411
"2039",2039,0.842598
"2040",2040,0.842774
"2041",2041,0.842932
"2042",2042,0.843051
"2043",2043,0.843203
"2044",2044,0.843412
"2045",2045,0.843509
"2046",2046,0.8436
"2047",2047,0.843683
"2048",2048,0.843697
"2049",2049,0.843921
"2050",2050,0.844196
"2051",2051,0.844353
"2052",2052,0.844453
"2053",2053,0.844601
"2054",2054,0.844755
"2055",2055,0.844753
"2056",2056,0.844912
"2057",2057,0.845059
"2058",2058,0.844989
"2059",2059,0.844943
"2060",2060,0.845006
"2061",2061,0.845143
"2062",2062,0.84516
"2063",2063,0.845229
"2064",2064,0.845279
"2065",2065,0.845203
"2066",2066,0.845233
"2067",2067,0.845203
"2068",2068,0.845058
"2069",2069,0.844928
"2070",2070,0.844801
"2071",2071,0.844648
"2072",2072,0.844414
"2073",2073,0.844088
"2074",2074,0.843722
"2075",2075,0.84334
"2076",2076,0.842903
"2077",2077,0.842398
"2078",2078,0.841901
"2079",2079,0.841484
"2080",2080,0.840668
"2081",2081,0.839768
"2082",2082,0.839
"2083",2083,0.838057
"2084",2084,0.837181
"2085",2085,0.836352
"2086",2086,0.835414
"2087",2087,0.834467
"2088",2088,0.833365
"2089",2089,0.832088
"2090",2090,0.830979
"2091",2091,0.829791
"2092",2092,0.828551
"2093",2093,0.827412
"2094",2094,0.826074
"2095",2095,0.824594
"2096",2096,0.823078
"2097",2097,0.821546
"2098",2098,0.8198
"2099",2099,0.817857
"2100",2100,0.815891
"2101",2101,0.813685
"2102",2102,0.811436
"2103",2103,0.809239
"2104",2104,0.806543
"2105",2105,0.804025
"2106",2106,0.801737
"2107",2107,0.799252
"2108",2108,0.79694
"2109",2109,0.79473
"2110",2110,0.792569
"2111",2111,0.79071
"2112",2112,0.789133
"2113",2113,0.78778
"2114",2114,0.786549
"2115",2115,0.785592
"2116",2116,0.784831
"2117",2117,0.784151
"2118",2118,0.783512
"2119",2119,0.783036
"2120",2120,0.782661
"2121",2121,0.782178
"2122",2122,0.781834
"2123",2123,0.781702
"2124",2124,0.781725
"2125",2125,0.781547
"2126",2126,0.781432
"2127",2127,0.781382
"2128",2128,0.781194
"2129",2129,0.781264
"2130",2130,0.7815
"2131",2131,0.781727
"2132",2132,0.781791
"2133",2133,0.782127
"2134",2134,0.782654
"2135",2135,0.782891
"2136",2136,0.783313
"2137",2137,0.783913
"2138",2138,0.78454
"2139",2139,0.78489
"2140",2140,0.785308
"2141",2141,0.785942
"2142",2142,0.786757
"2143",2143,0.787331
"2144",2144,0.787989
"2145",2145,0.788969
"2146",2146,0.789789
"2147",2147,0.790497
"2148",2148,0.791346
"2149",2149,0.792644
"2150",2150,0.793154
"2151",2151,0.793659
