"","wavelength","mean_deciduous_reflectance","sitka_mean_reflectance","pasture_mean_reflectance","moss_mean_reflectance","rho_mean_reflectance","grass_mean_reflectance","br_mean_reflectance","ash_mean_reflectance","alder_mean_reflectance","birch_mean_reflectance","beech_mean_reflectance","haz_mean_reflectance","hc_mean_reflectance","lime_mean_reflectance","rowan_mean_reflectance","syc_mean_reflectance"
"243",243000,488.574351851852,501.671428571429,698.588,524.461538461538,491.924444444444,612.254166666667,633.983888888889,721.78,444.38,488.5125,382.526666666667,435.445,423.62,374.16,699.5,427.245
"244",244000,488.68,502.258571428571,699.073,524.843846153846,492.134444444444,612.769166666667,634.346666666667,722.04,444.416666666667,488.63,382.543333333333,435.495,423.62,374.19,699.9,427.285
"245",245000,488.791944444444,502.84,699.543,525.220769230769,492.331666666667,613.269444444444,634.706666666667,722.33,444.458333333333,488.7525,382.566666666667,435.56,423.59,374.18,700.33,427.36
"246",246000,488.892222222222,503.39,699.997,525.592307692308,492.528333333333,613.769444444445,635.047222222222,722.58,444.501666666667,488.866666666667,382.586666666667,435.61,423.6,374.19,700.7,427.395
"247",247000,488.991388888889,503.907142857143,700.46,525.966153846154,492.72,614.253333333333,635.355555555556,722.8,444.563333333333,488.999166666667,382.59,435.65,423.7,374.16,701.07,427.39
"248",248000,489.08037037037,504.418571428571,700.892,526.324615384615,492.902222222222,614.738888888889,635.681666666667,723.03,444.605,489.11,382.603333333333,435.675,423.72,374.15,701.42,427.41
"249",249000,489.152314814815,504.908571428571,701.277,526.689230769231,493.083888888889,615.240555555556,636.026111111111,723.26,444.643333333333,489.194166666667,382.633333333333,435.68,423.69,374.16,701.68,427.43
"250",250000,489.24037037037,505.384285714286,701.677,527.026923076923,493.253333333333,615.711666666667,636.331666666667,723.47,444.675,489.295,382.653333333333,435.71,423.69,374.19,702.02,427.46
"251",251000,489.347592592593,505.854285714286,702.085,527.342307692308,493.410555555556,616.165833333333,636.635,723.68,444.705,489.4,382.663333333333,435.765,423.71,374.25,702.42,427.535
"252",252000,489.436759259259,506.3,702.467,527.639230769231,493.558333333333,616.616111111111,636.911111111111,723.9,444.718333333333,489.494166666667,382.703333333333,435.79,423.68,374.28,702.81,427.555
"253",253000,489.523703703704,506.721428571429,702.804,527.943076923077,493.692777777778,617.045833333333,637.160555555556,724.14,444.736666666667,489.593333333333,382.743333333333,435.795,423.69,374.27,703.17,427.575
"254",254000,489.61287037037,507.131428571429,703.168,528.233076923077,493.825,617.444166666667,637.406111111111,724.36,444.761666666667,489.690833333333,382.753333333333,435.835,423.71,374.24,703.53,427.635
"255",255000,489.667962962963,507.534285714286,703.515,528.508461538462,493.948888888889,617.851388888889,637.636111111111,724.55,444.775,489.753333333333,382.763333333333,435.855,423.69,374.19,703.82,427.615
"256",256000,489.721388888889,507.908571428571,703.798,528.767692307692,494.059444444444,618.2475,637.861666666667,724.72,444.78,489.8175,382.77,435.865,423.66,374.12,704.15,427.61
"257",257000,489.795740740741,508.237142857143,704.083,529.001538461539,494.162777777778,618.620833333333,638.065,724.88,444.801666666667,489.883333333333,382.766666666667,435.895,423.66,374.11,704.52,427.645
"258",258000,489.867777777778,508.531428571429,704.357,529.230769230769,494.252222222222,618.986666666667,638.240555555556,725.01,444.82,489.931666666667,382.763333333333,435.955,423.65,374.16,704.87,427.65
"259",259000,489.931851851852,508.814285714286,704.605,529.440769230769,494.334444444444,619.3225,638.406111111111,725.18,444.833333333333,489.98,382.773333333333,435.96,423.63,374.17,705.2,427.66
"260",260000,489.996666666667,509.061428571429,704.835,529.647692307692,494.411111111111,619.635833333333,638.569444444444,725.39,444.871666666667,490.035,382.793333333333,435.915,423.58,374.18,705.52,427.685
"261",261000,490.050462962963,509.304285714286,705.015,529.83,494.468888888889,619.926666666667,638.693888888889,725.54,444.876666666667,490.0725,382.81,435.905,423.55,374.18,705.82,427.7
"262",262000,490.089907407407,509.555714285714,705.196,529.99,494.518888888889,620.196666666667,638.790555555556,725.68,444.851666666667,490.104166666667,382.833333333333,435.875,423.52,374.16,706.08,427.705
"263",263000,490.130277777778,509.75,705.29,530.131538461539,494.550555555556,620.443888888889,638.877222222222,725.8,444.84,490.1275,382.85,435.865,423.49,374.14,706.37,427.69
"264",264000,490.173240740741,509.92,705.275,530.261538461538,494.556111111111,620.669166666667,638.937777777778,725.88,444.815,490.1475,382.866666666667,435.88,423.49,374.14,706.66,427.68
"265",265000,490.207314814815,510.047142857143,705.305,530.364615384615,494.561111111111,620.871111111111,638.988888888889,725.99,444.795,490.155833333333,382.87,435.87,423.46,374.11,706.94,427.675
"266",266000,490.230277777778,510.122857142857,705.338,530.452307692308,494.566666666667,621.049166666667,639.036666666667,726.09,444.788333333333,490.1475,382.856666666667,435.87,423.38,374.05,707.23,427.66
"267",267000,490.253333333333,510.201428571429,705.306,530.514615384615,494.55,621.205555555556,639.051666666667,726.22,444.766666666667,490.145,382.843333333333,435.865,423.32,374.01,707.48,427.63
"268",268000,490.263611111111,510.268571428571,705.27,530.557692307692,494.531111111111,621.339444444444,639.040555555556,726.38,444.733333333333,490.1425,382.796666666667,435.835,423.24,373.97,707.67,427.605
"269",269000,490.278055555556,510.292857142857,705.189,530.572307692308,494.489444444444,621.458611111111,639.016666666667,726.5,444.696666666667,490.134166666667,382.776666666667,435.81,423.18,373.93,707.9,427.575
"270",270000,490.292407407407,510.291428571429,705.051,530.576153846154,494.421111111111,621.567222222222,638.973333333333,726.61,444.651666666667,490.128333333333,382.756666666667,435.78,423.15,373.9,708.14,427.515
"271",271000,490.304537037037,510.27,704.87,530.528461538462,494.347777777778,621.642222222222,638.913333333333,726.74,444.595,490.110833333333,382.72,435.745,423.1,373.89,708.37,427.47
"272",272000,490.316203703704,510.194285714286,704.684,530.456153846154,494.273333333333,621.680833333333,638.82,726.86,444.553333333333,490.0875,382.71,435.675,423.03,373.87,708.62,427.44
"273",273000,490.335833333333,510.075714285714,704.443,530.38,494.181111111111,621.698333333333,638.717222222222,726.99,444.515,490.0425,382.71,435.62,423,373.82,708.91,427.415
"274",274000,490.342777777778,509.96,704.146,530.282307692308,494.078888888889,621.686944444444,638.576111111111,727.12,444.493333333333,489.988333333333,382.673333333333,435.575,422.94,373.77,709.15,427.375
"275",275000,490.33462962963,509.818571428571,703.814,530.16,493.962777777778,621.648611111111,638.398888888889,727.2,444.461666666667,489.938333333333,382.646666666667,435.5,422.85,373.72,709.37,427.325
"276",276000,490.334907407407,509.634285714286,703.457,530.022307692308,493.819444444444,621.598888888889,638.233333333333,727.27,444.415,489.879166666667,382.63,435.455,422.82,373.66,709.61,427.275
"277",277000,490.318981481481,509.424285714286,703.09,529.850769230769,493.655,621.521111111111,638.042777777778,727.37,444.36,489.799166666667,382.616666666667,435.405,422.72,373.59,709.78,427.23
"278",278000,490.30462962963,509.17,702.678,529.640769230769,493.475555555556,621.416944444444,637.813888888889,727.5,444.308333333333,489.716666666667,382.596666666667,435.35,422.59,373.55,709.94,427.19
"279",279000,490.302777777778,508.87,702.213,529.419230769231,493.276111111111,621.285555555556,637.584444444445,727.65,444.253333333333,489.638333333333,382.593333333333,435.29,422.55,373.47,710.16,427.12
"280",280000,490.290462962963,508.554285714286,701.72,529.17,493.066111111111,621.123333333333,637.331666666667,727.75,444.183333333333,489.545833333333,382.59,435.245,422.48,373.41,710.35,427.06
"281",281000,490.274722222222,508.221428571429,701.183,528.893846153846,492.848888888889,620.936944444445,637.057222222222,727.83,444.11,489.4425,382.58,435.225,422.39,373.37,710.53,426.995
"282",282000,490.251018518519,507.835714285714,700.61,528.603846153846,492.605,620.723055555556,636.750555555556,727.9,444.036666666667,489.3375,382.56,435.15,422.31,373.32,710.72,426.925
"283",283000,490.219814814815,507.411428571429,700.013,528.3,492.345555555556,620.484722222222,636.426111111111,727.92,443.943333333333,489.228333333333,382.556666666667,435.055,422.22,373.27,710.93,426.855
"284",284000,490.18212962963,506.952857142857,699.362,527.956923076923,492.068333333333,620.207777777778,636.068333333333,727.99,443.851666666667,489.100833333333,382.526666666667,434.955,422.12,373.21,711.11,426.775
"285",285000,490.139537037037,506.448571428571,698.664,527.586153846154,491.766111111111,619.905555555556,635.667222222222,728.08,443.77,488.9675,382.463333333333,434.825,422.04,373.13,711.3,426.68
"286",286000,490.090555555556,505.907142857143,697.921,527.188461538462,491.444444444444,619.567222222222,635.251666666667,728.15,443.675,488.821666666667,382.423333333333,434.71,421.93,373.04,711.48,426.585
"287",287000,490.033796296296,505.345714285714,697.153,526.765384615385,491.104444444444,619.192777777778,634.832222222222,728.24,443.563333333333,488.659166666667,382.366666666667,434.615,421.79,372.94,711.63,426.5
"288",288000,489.974537037037,504.725714285714,696.308,526.302307692308,490.748333333333,618.785833333333,634.368333333333,728.29,443.466666666667,488.489166666667,382.32,434.515,421.66,372.83,711.8,426.4
"289",289000,489.911944444444,504.062857142857,695.387,525.824615384615,490.383888888889,618.357777777778,633.873888888889,728.3,443.396666666667,488.310833333333,382.28,434.405,421.51,372.71,711.99,426.305
"290",290000,489.837592592593,503.35,694.459,525.296923076923,489.979444444444,617.881944444444,633.355,728.33,443.281666666667,488.118333333333,382.233333333333,434.29,421.37,372.59,712.14,426.185
"291",291000,489.761203703704,502.597142857143,693.505,524.718461538462,489.550555555556,617.362222222222,632.816111111111,728.37,443.151666666667,487.914166666667,382.18,434.19,421.24,372.47,712.28,426.055
"292",292000,489.67212962963,501.785714285714,692.464,524.101538461539,489.086111111111,616.808333333333,632.220555555556,728.41,443.011666666667,487.704166666667,382.133333333333,434.065,421.11,372.32,712.41,425.885
"293",293000,489.571759259259,500.955714285714,691.394,523.486923076923,488.601666666667,616.233333333333,631.590555555556,728.43,442.858333333333,487.485833333333,382.066666666667,433.89,420.95,372.2,712.53,425.735
"294",294000,489.467685185185,500.067142857143,690.276,522.816153846154,488.083333333333,615.616944444444,630.926666666667,728.45,442.711666666667,487.2475,381.99,433.72,420.79,372.08,712.63,425.59
"295",295000,489.357037037037,499.107142857143,689.066,522.13,487.569444444444,614.961666666667,630.208333333333,728.46,442.573333333333,486.993333333333,381.926666666667,433.535,420.62,371.91,712.76,425.435
"296",296000,489.241296296296,498.125714285714,687.815,521.426923076923,487.055555555556,614.263611111111,629.461111111111,728.44,442.436666666667,486.731666666667,381.853333333333,433.325,420.43,371.79,712.87,425.295
"297",297000,489.109444444444,497.074285714286,686.537,520.643846153846,486.49,613.501388888889,628.687777777778,728.41,442.273333333333,486.448333333333,381.773333333333,433.14,420.29,371.63,712.9,425.12
"298",298000,488.969166666667,495.962857142857,685.218,519.846153846154,485.897222222222,612.701111111111,627.859444444444,728.41,442.098333333333,486.150833333333,381.693333333333,432.97,420.11,371.44,712.92,424.93
"299",299000,488.819537037037,494.818571428571,683.826,519.021538461538,485.262777777778,611.865555555556,626.984444444444,728.37,441.921666666667,485.8525,381.606666666667,432.765,419.86,371.3,712.96,424.74
"300",3e+05,488.659259259259,493.59,682.354,518.116153846154,484.582777777778,610.980555555555,626.061111111111,728.28,441.723333333333,485.531666666667,381.523333333333,432.55,419.67,371.13,712.97,424.555
"301",301000,488.501203703704,492.307142857143,680.82,517.187692307692,483.893888888889,610.053055555556,625.093333333333,728.19,441.52,485.185833333333,381.45,432.36,419.49,370.95,713.01,424.355
"302",302000,488.34962962963,490.952857142857,679.203,516.233846153846,483.183888888889,609.0825,624.065555555556,728.07,441.305,484.82,381.406666666667,432.17,419.31,370.79,713.11,424.165
"303",303000,488.17,489.545714285714,677.531,515.212307692308,482.443888888889,608.061388888889,623.009444444444,727.95,441.08,484.438333333333,381.306666666667,431.955,419.11,370.6,713.14,423.95
"304",304000,487.975462962963,488.094285714286,675.791,514.136923076923,481.686666666667,606.99,621.923333333333,727.82,440.85,484.029166666667,381.16,431.75,418.92,370.37,713.15,423.73
"305",305000,487.772592592593,486.564285714286,674.014,513.028461538461,480.880555555556,605.872777777778,620.775555555556,727.69,440.606666666667,483.611666666667,381.05,431.515,418.7,370.16,713.13,423.49
"306",306000,487.551203703704,484.955714285714,672.183,511.87,480.035,604.708055555555,619.582777777778,727.58,440.34,483.1825,380.933333333333,431.25,418.42,369.96,713.08,423.215
"307",307000,487.315925925926,483.291428571429,670.293,510.663076923077,479.154444444444,603.485,618.34,727.41,440.08,482.728333333333,380.81,430.97,418.16,369.72,713,422.965
"308",308000,487.079351851852,481.547142857143,668.369,509.415384615385,478.233333333333,602.206388888889,617.047222222222,727.24,439.818333333333,482.254166666667,380.716666666667,430.69,417.92,369.47,712.89,422.715
"309",309000,486.818703703704,479.738571428571,666.349,508.111538461538,477.272777777778,600.878611111111,615.687222222222,727.03,439.535,481.753333333333,380.59,430.375,417.66,369.21,712.78,422.435
"310",310000,486.536574074074,477.882857142857,664.252,506.763076923077,476.271111111111,599.498888888889,614.263333333333,726.79,439.25,481.220833333333,380.433333333333,430.02,417.37,368.92,712.67,422.155
"311",311000,486.246388888889,475.935714285714,662.095,505.352307692308,475.234444444444,598.064166666667,612.791111111111,726.51,438.938333333333,480.679166666667,380.27,429.685,417.07,368.64,712.56,421.865
"312",312000,485.945740740741,473.891428571429,659.852,503.876153846154,474.156666666667,596.571111111111,611.255555555556,726.2,438.596666666667,480.116666666667,380.083333333333,429.355,416.75,368.38,712.48,421.55
"313",313000,485.629259259259,471.798571428571,657.552,502.375384615385,473.058333333333,595.041111111111,609.67,725.84,438.241666666667,479.528333333333,379.933333333333,429.015,416.44,368.09,712.37,421.205
"314",314000,485.289259259259,469.622857142857,655.215,500.818461538462,471.903333333333,593.436944444444,608.022222222222,725.42,437.896666666667,478.913333333333,379.763333333333,428.66,416.11,367.77,712.21,420.86
"315",315000,484.954166666667,467.364285714286,652.804,499.201538461538,470.71,591.780555555556,606.353333333333,725.05,437.55,478.279166666667,379.573333333333,428.295,415.8,367.49,712.03,420.52
"316",316000,484.599166666667,465.084285714286,650.345,497.574615384615,469.483333333333,590.096111111111,604.633888888889,724.7,437.205,477.6075,379.41,427.9,415.46,367.19,711.76,420.16
"317",317000,484.225925925926,462.72,647.805,495.868461538462,468.192777777778,588.326388888889,602.831111111111,724.32,436.853333333333,476.916666666667,379.213333333333,427.495,415.1,366.89,711.45,419.795
"318",318000,483.850277777778,460.274285714286,645.186,494.090769230769,466.893333333333,586.5225,600.992777777778,723.94,436.483333333333,476.2075,378.996666666667,427.1,414.73,366.59,711.18,419.425
"319",319000,483.451203703704,457.774285714286,642.517,492.266923076923,465.547222222222,584.678611111111,599.083888888889,723.48,436.098333333333,475.484166666667,378.813333333333,426.675,414.34,366.26,710.9,419.01
"320",320000,483.038888888889,455.192857142857,639.78,490.373076923077,464.137222222222,582.7575,597.102222222222,722.97,435.698333333333,474.743333333333,378.623333333333,426.23,413.95,365.91,710.63,418.595
"321",321000,482.62287037037,452.554285714286,637.006,488.456923076923,462.714444444444,580.805555555556,595.101111111111,722.48,435.3,473.9675,378.443333333333,425.77,413.54,365.56,710.36,418.185
"322",322000,482.180925925926,449.851428571429,634.152,486.490769230769,461.232777777778,578.798611111111,593.034444444444,721.96,434.881666666667,473.173333333333,378.263333333333,425.3,413.11,365.18,710.01,417.75
"323",323000,481.726759259259,447.091428571429,631.228,484.48,459.722222222222,576.751111111111,590.916111111111,721.43,434.455,472.355833333333,378.05,424.815,412.73,364.79,709.59,417.325
"324",324000,481.256759259259,444.287142857143,628.281,482.440769230769,458.174444444444,574.666666666667,588.758333333333,720.87,434.011666666667,471.5075,377.836666666667,424.325,412.3,364.42,709.16,416.88
"325",325000,480.758425925926,441.4,625.259,480.358461538461,456.591111111111,572.541944444444,586.546666666667,720.27,433.553333333333,470.6325,377.59,423.82,411.83,364.05,708.67,416.41
"326",326000,480.258888888889,438.5,622.241,478.230769230769,454.967777777778,570.381666666667,584.291666666667,719.67,433.078333333333,469.743333333333,377.373333333333,423.305,411.38,363.65,708.19,415.94
"327",327000,479.754444444444,435.58,619.215,476.082307692308,453.302222222222,568.178611111111,581.998333333333,719.06,432.588333333333,468.821666666667,377.16,422.79,410.93,363.26,707.69,415.49
"328",328000,479.223425925926,432.597142857143,616.157,473.880769230769,451.611111111111,565.951666666667,579.671111111111,718.39,432.095,467.889166666667,376.946666666667,422.23,410.44,362.86,707.16,415
"329",329000,478.681296296296,429.564285714286,613.064,471.612307692308,449.885555555556,563.6925,577.298333333333,717.72,431.605,466.935,376.736666666667,421.625,409.96,362.42,706.64,414.49
"330",330000,478.133148148148,426.524285714286,609.974,469.352307692308,448.144444444444,561.4225,574.906666666667,717.02,431.098333333333,465.975,376.52,421.06,409.49,362,706.06,413.975
"331",331000,477.559722222222,423.432857142857,606.876,467.047692307692,446.377777777778,559.114444444444,572.476111111111,716.23,430.575,465.000833333333,376.316666666667,420.5,408.99,361.6,705.41,413.415
"332",332000,476.984907407407,420.362857142857,603.757,464.756153846154,444.591111111111,556.823611111111,570.043333333333,715.47,430.04,464.010833333333,376.073333333333,419.925,408.48,361.18,704.8,412.885
"333",333000,476.416851851852,417.292857142857,600.597,462.467692307692,442.766111111111,554.52,567.579444444444,714.72,429.48,463.011666666667,375.81,419.385,408,360.78,704.19,412.375
"334",334000,475.821018518519,414.211428571429,597.49,460.160769230769,440.945555555556,552.211111111111,565.113333333333,713.91,428.938333333333,461.9925,375.563333333333,418.815,407.48,360.34,703.51,411.84
"335",335000,475.207314814815,411.128571428571,594.399,457.842307692308,439.119444444444,549.901666666667,562.647777777778,713.06,428.406666666667,460.954166666667,375.31,418.22,406.94,359.87,702.81,411.295
"336",336000,474.586944444444,408.054285714286,591.305,455.529230769231,437.272222222222,547.605833333333,560.169444444444,712.25,427.87,459.910833333333,375.026666666667,417.605,406.38,359.41,702.09,410.74
"337",337000,473.957962962963,404.984285714286,588.242,453.211538461538,435.424444444444,545.295555555556,557.682777777778,711.38,427.333333333333,458.868333333333,374.77,416.985,405.85,358.94,701.31,410.185
"338",338000,473.33212962963,401.974285714286,585.244,450.916923076923,433.613888888889,543.030833333333,555.218888888889,710.5,426.806666666667,457.8275,374.5,416.36,405.33,358.5,700.54,409.625
"339",339000,472.705833333333,398.982857142857,582.216,448.63,431.793888888889,540.787222222222,552.755,709.63,426.263333333333,456.7925,374.206666666667,415.76,404.77,358.07,699.79,409.07
"340",340000,472.098425925926,396.018571428571,579.231,446.379230769231,429.987222222222,538.5675,550.323888888889,708.77,425.72,455.765833333333,373.95,415.195,404.27,357.67,699.01,408.535
"341",341000,471.483981481481,393.098571428571,576.333,444.158461538462,428.202777777778,536.391111111111,547.928333333333,707.91,425.19,454.7275,373.683333333333,414.61,403.78,357.24,698.22,407.995
"342",342000,470.850740740741,390.194285714286,573.427,441.929230769231,426.402222222222,534.212222222222,545.531111111111,707.01,424.646666666667,453.686666666667,373.403333333333,414.03,403.22,356.81,697.41,407.44
"343",343000,470.219351851852,387.362857142857,570.604,439.775384615385,424.618888888889,532.065277777778,543.179444444444,706.1,424.093333333333,452.650833333333,373.16,413.425,402.69,356.37,696.6,406.885
"344",344000,469.576944444444,384.571428571429,567.833,437.653076923077,422.862777777778,529.951111111111,540.852777777778,705.1,423.555,451.614166666667,372.903333333333,412.795,402.17,355.94,695.78,406.335
"345",345000,468.939722222222,381.815714285714,565.066,435.531538461538,421.127222222222,527.866944444444,538.543333333333,704.14,423.025,450.590833333333,372.606666666667,412.185,401.63,355.53,694.96,405.79
"346",346000,468.314907407407,379.141428571429,562.4,433.483076923077,419.43,525.840833333333,536.295,703.21,422.488333333333,449.5825,372.363333333333,411.61,401.12,355.11,694.09,405.26
"347",347000,467.687685185185,376.488571428571,559.764,431.455384615385,417.763888888889,523.839722222222,534.072777777778,702.19,421.981666666667,448.5925,372.12,411.055,400.64,354.69,693.18,404.74
"348",348000,467.066666666667,373.892857142857,557.173,429.462307692308,416.119444444444,521.893055555556,531.890555555556,701.22,421.495,447.621666666667,371.843333333333,410.505,400.16,354.24,692.32,404.195
"349",349000,466.453703703704,371.36,554.652,427.519230769231,414.495555555556,519.983333333333,529.748888888889,700.26,420.986666666667,446.65,371.596666666667,409.945,399.67,353.82,691.48,403.675
"350",350000,465.842685185185,368.885714285714,552.205,425.620769230769,412.892777777778,518.105277777778,527.647222222222,699.25,420.476666666667,445.6875,371.39,409.41,399.18,353.4,690.64,403.15
"351",351000,465.238333333333,366.441428571429,549.773,423.745384615385,411.308888888889,516.255833333333,525.567222222222,698.3,419.976666666667,444.735,371.153333333333,408.85,398.7,352.99,689.81,402.63
"352",352000,464.640092592593,364.055714285714,547.396,421.906923076923,409.742777777778,514.459166666667,523.524444444444,697.42,419.468333333333,443.779166666667,370.903333333333,408.255,398.21,352.59,689.02,402.115
"353",353000,464.043703703704,361.698571428571,545.034,420.081538461538,408.196111111111,512.658611111111,521.49,696.51,418.97,442.84,370.663333333333,407.7,397.73,352.18,688.19,401.61
"354",354000,463.44537037037,359.398571428571,542.72,418.300769230769,406.685555555556,510.888888888889,519.481111111111,695.59,418.501666666667,441.936666666667,370.41,407.145,397.24,351.75,687.34,401.095
"355",355000,462.848981481481,357.097142857143,540.385,416.504615384615,405.151666666667,509.115555555556,517.479444444445,694.67,418.011666666667,440.9975,370.166666666667,406.6,396.76,351.34,686.51,400.585
"356",356000,462.256666666667,354.837142857143,538.074,414.729230769231,403.636111111111,507.355555555556,515.505,693.76,417.516666666667,440.04,369.923333333333,406.09,396.27,350.92,685.69,400.1
"357",357000,461.662314814815,352.56,535.737,412.921538461538,402.088888888889,505.585277777778,513.508333333333,692.85,417.011666666667,439.090833333333,369.683333333333,405.555,395.79,350.51,684.88,399.59
"358",358000,461.074259259259,350.295714285714,533.396,411.113846153846,400.536111111111,503.830555555556,511.523333333333,691.94,416.513333333333,438.136666666667,369.453333333333,405.02,395.3,350.13,684.09,399.085
"359",359000,460.468240740741,347.982857142857,530.984,409.266923076923,398.941666666667,502.0275,509.503888888889,691,415.968333333333,437.160833333333,369.22,404.45,394.86,349.71,683.29,398.555
"360",360000,459.853888888889,345.668571428571,528.582,407.416153846154,397.321111111111,500.2,507.45,690.09,415.421666666667,436.196666666667,368.986666666667,403.865,394.37,349.28,682.48,397.995
"361",361000,459.211388888889,343.318571428571,526.113,405.521538461539,395.648888888889,498.332222222222,505.367777777778,689.13,414.881666666667,435.189166666667,368.696666666667,403.265,393.8,348.84,681.67,397.43
"362",362000,458.538148148148,340.908571428571,523.536,403.569230769231,393.918333333333,496.4025,503.231666666667,688.13,414.293333333333,434.128333333333,368.406666666667,402.63,393.2,348.37,680.85,396.835
"363",363000,457.858981481481,338.481428571429,520.9,401.584615384615,392.138333333333,494.422222222222,501.033888888889,687.19,413.71,433.0425,368.113333333333,401.985,392.59,347.88,680.02,396.2
"364",364000,457.151203703704,335.978571428571,518.149,399.511538461538,390.277222222222,492.365277777778,498.753333333333,686.27,413.083333333333,431.884166666667,367.783333333333,401.3,391.94,347.35,679.21,395.54
"365",365000,456.406481481481,333.385714285714,515.297,397.362307692308,388.337222222222,490.231944444444,496.382777777778,685.31,412.39,430.68,367.453333333333,400.565,391.28,346.79,678.35,394.84
"366",366000,455.643703703704,330.695714285714,512.321,395.143846153846,386.32,488.002222222222,493.905,684.3,411.695,429.43,367.123333333333,399.815,390.65,346.2,677.49,394.09
"367",367000,454.829259259259,327.861428571429,509.148,392.787692307692,384.163333333333,485.636944444444,491.282222222222,683.29,410.96,428.065,366.733333333333,398.99,389.95,345.56,676.61,393.305
"368",368000,453.961203703704,324.918571428571,505.831,390.323846153846,381.894444444444,483.178888888889,488.542777777778,682.26,410.186666666667,426.619166666667,366.33,398.115,389.15,344.91,675.61,392.47
"369",369000,453.046666666667,321.862857142857,502.316,387.73,379.484444444444,480.589722222222,485.659444444444,681.21,409.361666666667,425.106666666667,365.916666666667,397.19,388.29,344.19,674.56,391.595
"370",370000,452.06787037037,318.662857142857,498.584,384.969230769231,376.893333333333,477.838888888889,482.601666666667,680.17,408.463333333333,423.4825,365.46,396.195,387.33,343.39,673.47,390.65
"371",371000,451.048240740741,315.332857142857,494.737,382.105384615385,374.18,474.974444444444,479.406111111111,679.1,407.5,421.765833333333,364.983333333333,395.165,386.31,342.6,672.37,389.64
"372",372000,449.968148148148,311.807142857143,490.621,379.079230769231,371.268888888889,471.911666666667,476.008888888889,677.92,406.44,419.918333333333,364.47,394.06,385.29,341.73,671.31,388.575
"373",373000,448.811574074074,308.082857142857,486.25,375.864615384615,368.167222222222,468.661666666667,472.397777777778,676.67,405.323333333333,417.944166666667,363.916666666667,392.875,384.19,340.78,670.18,387.425
"374",374000,447.559537037037,304.145714285714,481.609,372.45,364.856666666667,465.203888888889,468.542777777778,675.33,404.125,415.8175,363.323333333333,391.58,382.98,339.8,668.92,386.16
"375",375000,446.227962962963,299.994285714286,476.703,368.864615384615,361.35,461.551666666667,464.464444444444,673.9,402.871666666667,413.556666666667,362.673333333333,390.19,381.68,338.78,667.58,384.82
"376",376000,444.773425925926,295.585714285714,471.461,365.011538461538,357.561666666667,457.6425,460.085555555556,672.39,401.47,411.0925,361.993333333333,388.69,380.26,337.61,666.11,383.345
"377",377000,443.233703703704,290.95,465.936,360.939230769231,353.555555555556,453.521666666667,455.456111111111,670.82,399.991666666667,408.5,361.316666666667,387.12,378.73,336.38,664.49,381.755
"378",378000,441.55712962963,286.058571428571,460.076,356.616153846154,349.255,449.117777777778,450.505555555556,669.13,398.36,405.650833333333,360.533333333333,385.365,377.08,335.01,662.83,380.055
"379",379000,439.778518518519,280.915714285714,453.897,352.06,344.700555555556,444.466944444444,445.277777777778,667.37,396.603333333333,402.601666666667,359.706666666667,383.475,375.35,333.51,661.11,378.28
"380",380000,437.838611111111,275.534285714286,447.406,347.245384615385,339.845,439.546944444444,439.721111111111,665.42,394.711666666667,399.315833333333,358.77,381.45,373.44,331.92,659.22,376.3
"381",381000,435.778611111111,269.894285714286,440.585,342.161538461538,334.707222222222,434.347777777778,433.843333333333,663.34,392.72,395.815833333333,357.736666666667,379.27,371.44,330.23,657.28,374.175
"382",382000,433.551018518519,264.041428571429,433.461,336.872307692308,329.285,428.917777777778,427.681666666667,661.09,390.541666666667,392.069166666667,356.653333333333,376.94,369.25,328.41,655.11,371.895
"383",383000,431.177407407407,257.928571428571,425.999,331.326923076923,323.559444444444,423.220555555556,421.205555555556,658.68,388.213333333333,388.096666666667,355.516666666667,374.505,366.88,326.49,652.78,369.435
"384",384000,428.6375,251.644285714286,418.298,325.598461538462,317.571666666667,417.307777777778,414.456111111111,656.12,385.716666666667,383.874166666667,354.266666666667,371.865,364.37,324.4,650.29,366.835
"385",385000,425.948703703704,245.167142857143,410.34,319.682307692308,311.327222222222,411.1775,407.446666666667,653.44,383.068333333333,379.428333333333,352.936666666667,369.045,361.71,322.18,647.62,364.11
"386",386000,423.117037037037,238.567142857143,402.167,313.604615384615,304.864444444444,404.865833333333,400.188888888889,650.59,380.258333333333,374.763333333333,351.536666666667,366.09,358.89,319.85,644.85,361.225
"387",387000,420.122592592593,231.818571428571,393.773,307.346153846154,298.158333333333,398.366944444444,392.680555555556,647.55,377.32,369.856666666667,350.036666666667,362.945,355.94,317.35,641.95,358.155
"388",388000,417.031111111111,225.094285714286,385.347,301.052307692308,291.367222222222,391.828333333333,385.087777777778,644.39,374.298333333333,364.831666666667,348.47,359.69,352.92,314.81,638.89,354.98
"389",389000,413.786666666667,218.331428571429,376.777,294.673076923077,284.387222222222,385.159722222222,377.316666666667,641.02,371.095,359.623333333333,346.866666666667,356.265,349.74,312.16,635.68,351.63
"390",390000,410.409907407407,211.564285714286,368.153,288.267692307692,277.314444444444,378.436111111111,369.462777777778,637.48,367.77,354.254166666667,345.19,352.7,346.45,309.37,632.31,348.165
"391",391000,406.933611111111,204.861428571429,359.608,281.899230769231,270.230555555556,371.72,361.590555555556,633.81,364.351666666667,348.784166666667,343.416666666667,349.05,343.05,306.52,628.79,344.63
