"","wavelength","hc_mean_reflectance"
"1327",1327,0.21791
"1328",1328,0.21771
"1329",1329,0.2179
"1330",1330,0.21808
"1331",1331,0.21733
"1332",1332,0.21708
"1333",1333,0.21621
"1334",1334,0.21452
"1335",1335,0.21372
"1336",1336,0.21309
"1337",1337,0.21276
"1338",1338,0.21301
"1339",1339,0.21272
"1340",1340,0.21227
"1341",1341,0.21172
"1342",1342,0.21032
"1343",1343,0.20929
"1344",1344,0.20876
"1345",1345,0.20795
"1346",1346,0.20723
"1347",1347,0.2069
"1348",1348,0.20664
"1349",1349,0.20612
"1350",1350,0.20576
"1351",1351,0.20532
"1352",1352,0.20437
"1353",1353,0.20393
"1354",1354,0.20452
"1355",1355,0.2042
"1356",1356,0.20318
"1357",1357,0.2026
"1358",1358,0.20146
"1359",1359,0.20077
"1360",1360,0.20108
"1361",1361,0.20082
"1362",1362,0.20029
"1363",1363,0.19984
"1364",1364,0.19873
"1365",1365,0.19831
"1366",1366,0.1984
"1367",1367,0.19877
"1368",1368,0.19852
"1369",1369,0.19819
"1370",1370,0.19753
"1371",1371,0.19565
"1372",1372,0.19417
"1373",1373,0.19401
"1374",1374,0.19376
"1375",1375,0.19355
"1376",1376,0.1934
"1377",1377,0.19313
"1378",1378,0.19203
"1379",1379,0.19088
"1380",1380,0.19053
"1381",1381,0.1891
"1382",1382,0.18817
"1383",1383,0.18866
"1384",1384,0.18811
"1385",1385,0.18746
"1386",1386,0.18776
"1387",1387,0.18728
"1388",1388,0.1862
"1389",1389,0.18606
"1390",1390,0.18438
"1391",1391,0.18105
"1392",1392,0.17969
"1393",1393,0.17857
"1394",1394,0.17863
"1395",1395,0.18137
"1396",1396,0.18125
"1397",1397,0.17988
"1398",1398,0.17923
"1399",1399,0.17734
"1400",1400,0.1763
"1401",1401,0.17685
"1402",1402,0.17671
"1403",1403,0.1759
"1404",1404,0.17455
"1405",1405,0.17267
"1406",1406,0.17172
"1407",1407,0.17034
"1408",1408,0.17019
"1409",1409,0.1721
"1410",1410,0.17229
"1411",1411,0.17192
"1412",1412,0.17135
"1413",1413,0.17055
"1414",1414,0.16893
"1415",1415,0.16541
"1416",1416,0.16478
"1417",1417,0.16505
"1418",1418,0.16521
"1419",1419,0.16938
"1420",1420,0.16878
"1421",1421,0.16442
"1422",1422,0.16168
"1423",1423,0.15485
"1424",1424,0.15401
"1425",1425,0.15911
"1426",1426,0.15981
"1427",1427,0.16214
"1428",1428,0.16224
"1429",1429,0.15719
"1430",1430,0.15572
"1431",1431,0.1567
"1432",1432,0.15652
"1433",1433,0.15656
"1434",1434,0.15591
"1435",1435,0.15362
"1436",1436,0.15334
"1437",1437,0.15548
"1438",1438,0.15491
"1439",1439,0.15386
"1440",1440,0.15256
"1441",1441,0.14738
"1442",1442,0.14606
"1443",1443,0.14805
"1444",1444,0.14882
"1445",1445,0.1528
"1446",1446,0.15202
"1447",1447,0.14643
"1448",1448,0.14407
"1449",1449,0.14015
"1450",1450,0.13778
"1451",1451,0.13961
"1452",1452,0.13837
"1453",1453,0.13367
"1454",1454,0.13243
"1455",1455,0.1329
"1456",1456,0.13241
"1457",1457,0.13439
"1458",1458,0.13406
"1459",1459,0.12986
"1460",1460,0.129
"1461",1461,0.13031
"1462",1462,0.12996
"1463",1463,0.13042
"1464",1464,0.13037
"1465",1465,0.12718
"1466",1466,0.12754
"1467",1467,0.13189
"1468",1468,0.13301
"1469",1469,0.13537
"1470",1470,0.13485
"1471",1471,0.13062
"1472",1472,0.12689
"1473",1473,0.1195
"1474",1474,0.11683
"1475",1475,0.11591
"1476",1476,0.11567
"1477",1477,0.12116
"1478",1478,0.12204
"1479",1479,0.11995
"1480",1480,0.11895
"1481",1481,0.11473
"1482",1482,0.11527
"1483",1483,0.12142
"1484",1484,0.1221
"1485",1485,0.12204
"1486",1486,0.12207
"1487",1487,0.11829
"1488",1488,0.11595
"1489",1489,0.1148
"1490",1490,0.11606
"1491",1491,0.11821
"1492",1492,0.11827
"1493",1493,0.1215
"1494",1494,0.12026
"1495",1495,0.11283
"1496",1496,0.11097
"1497",1497,0.11161
"1498",1498,0.11179
"1499",1499,0.11299
"1500",1500,0.1108
"1501",1501,0.10507
"1502",1502,0.045011
"1503",1503,0.043847
"1504",1504,0.043345
"1505",1505,0.039604
"1506",1506,0.039868
"1507",1507,0.044642
"1508",1508,0.050607
"1509",1509,0.044848
"1510",1510,0.041221
"1511",1511,0.043071
"1512",1512,0.039672
"1513",1513,0.044341
"1514",1514,0.051004
"1515",1515,0.043749
"1516",1516,0.038803
"1517",1517,0.037438
"1518",1518,0.037165
"1519",1519,0.036986
"1520",1520,0.034523
"1521",1521,0.030402
"1522",1522,0.033907
"1523",1523,0.041902
"1524",1524,0.047794
"1525",1525,0.03836
"1526",1526,0.032737
"1527",1527,0.03403
"1528",1528,0.036656
"1529",1529,0.039357
"1530",1530,0.039871
"1531",1531,0.036941
"1532",1532,0.034989
"1533",1533,0.036277
"1534",1534,0.040141
"1535",1535,0.039182
"1536",1536,0.03734
"1537",1537,0.036724
"1538",1538,0.037735
"1539",1539,0.03713
"1540",1540,0.037825
"1541",1541,0.045136
"1542",1542,0.039912
"1543",1543,0.03214
"1544",1544,0.034695
"1545",1545,0.034612
"1546",1546,0.033998
"1547",1547,0.034142
"1548",1548,0.030588
"1549",1549,0.030092
"1550",1550,0.033611
"1551",1551,0.036283
"1552",1552,0.036771
"1553",1553,0.036536
"1554",1554,0.038259
"1555",1555,0.037415
"1556",1556,0.03499
"1557",1557,0.033472
"1558",1558,0.038369
"1559",1559,0.039852
"1560",1560,0.034687
"1561",1561,0.034099
"1562",1562,0.036243
"1563",1563,0.038117
"1564",1564,0.034566
"1565",1565,0.035994
"1566",1566,0.038523
"1567",1567,0.034162
"1568",1568,0.034386
"1569",1569,0.036899
"1570",1570,0.037862
"1571",1571,0.036941
"1572",1572,0.035611
"1573",1573,0.034891
"1574",1574,0.035054
"1575",1575,0.035406
"1576",1576,0.035453
"1577",1577,0.034749
"1578",1578,0.034492
"1579",1579,0.034501
"1580",1580,0.034283
"1581",1581,0.035119
"1582",1582,0.035469
"1583",1583,0.034505
"1584",1584,0.035211
"1585",1585,0.03521
"1586",1586,0.033935
"1587",1587,0.033799
"1588",1588,0.033913
"1589",1589,0.03421
"1590",1590,0.035006
"1591",1591,0.034631
"1592",1592,0.033968
"1593",1593,0.034357
"1594",1594,0.034635
"1595",1595,0.034835
"1596",1596,0.035028
"1597",1597,0.034992
"1598",1598,0.034836
"1599",1599,0.034702
"1600",1600,0.034754
"1601",1601,0.035534
"1602",1602,0.036365
"1603",1603,0.03592
"1604",1604,0.035163
"1605",1605,0.034691
"1606",1606,0.034843
"1607",1607,0.035078
"1608",1608,0.034805
"1609",1609,0.034033
"1610",1610,0.034156
"1611",1611,0.034687
"1612",1612,0.035179
"1613",1613,0.035097
"1614",1614,0.034978
"1615",1615,0.035044
"1616",1616,0.035336
"1617",1617,0.035005
"1618",1618,0.034551
"1619",1619,0.034534
"1620",1620,0.034729
"1621",1621,0.034907
"1622",1622,0.034964
"1623",1623,0.03506
"1624",1624,0.03468
"1625",1625,0.03416
"1626",1626,0.034478
"1627",1627,0.035022
"1628",1628,0.03534
"1629",1629,0.035118
"1630",1630,0.034892
"1631",1631,0.034848
"1632",1632,0.035018
"1633",1633,0.035154
"1634",1634,0.03542
"1635",1635,0.03571
"1636",1636,0.035494
"1637",1637,0.035485
"1638",1638,0.035853
"1639",1639,0.036468
"1640",1640,0.036306
"1641",1641,0.035873
"1642",1642,0.035782
"1643",1643,0.035251
"1644",1644,0.035387
"1645",1645,0.036416
"1646",1646,0.036576
"1647",1647,0.036427
"1648",1648,0.036425
"1649",1649,0.037078
"1650",1650,0.037297
"1651",1651,0.03749
"1652",1652,0.038355
"1653",1653,0.038313
"1654",1654,0.038456
"1655",1655,0.039606
"1656",1656,0.040699
"1657",1657,0.041551
"1658",1658,0.04229
"1659",1659,0.043517
"1660",1660,0.044567
"1661",1661,0.045345
"1662",1662,0.04605
"1663",1663,0.047573
"1664",1664,0.049437
"1665",1665,0.051035
"1666",1666,0.052817
"1667",1667,0.054709
"1668",1668,0.056687
"1669",1669,0.058915
"1670",1670,0.061281
"1671",1671,0.063741
"1672",1672,0.066299
"1673",1673,0.068919
"1674",1674,0.071625
"1675",1675,0.074401
"1676",1676,0.076727
"1677",1677,0.079132
"1678",1678,0.08189
"1679",1679,0.084103
"1680",1680,0.086052
"1681",1681,0.087967
"1682",1682,0.090043
"1683",1683,0.092059
"1684",1684,0.093699
"1685",1685,0.094642
"1686",1686,0.095902
"1687",1687,0.097147
"1688",1688,0.09792
"1689",1689,0.098566
"1690",1690,0.099146
"1691",1691,0.099722
"1692",1692,0.10047
"1693",1693,0.10089
"1694",1694,0.10109
"1695",1695,0.10157
"1696",1696,0.10193
"1697",1697,0.10217
"1698",1698,0.10245
"1699",1699,0.10275
"1700",1700,0.10296
"1701",1701,0.10307
"1702",1702,0.10343
"1703",1703,0.10365
"1704",1704,0.10363
"1705",1705,0.10368
"1706",1706,0.10342
"1707",1707,0.10309
"1708",1708,0.10307
"1709",1709,0.10248
"1710",1710,0.10162
"1711",1711,0.10082
"1712",1712,0.099803
"1713",1713,0.098654
"1714",1714,0.097385
"1715",1715,0.095872
"1716",1716,0.094273
"1717",1717,0.092667
"1718",1718,0.091093
"1719",1719,0.089482
"1720",1720,0.087756
"1721",1721,0.085885
"1722",1722,0.084065
"1723",1723,0.082187
"1724",1724,0.080267
"1725",1725,0.078661
"1726",1726,0.077046
"1727",1727,0.075374
"1728",1728,0.073793
"1729",1729,0.072541
"1730",1730,0.071361
"1731",1731,0.069934
"1732",1732,0.068796
"1733",1733,0.06781
"1734",1734,0.066818
"1735",1735,0.065808
"1736",1736,0.064831
"1737",1737,0.063961
"1738",1738,0.063314
"1739",1739,0.062579
"1740",1740,0.061822
"1741",1741,0.061238
"1742",1742,0.060684
"1743",1743,0.060183
"1744",1744,0.059749
"1745",1745,0.059288
"1746",1746,0.058823
"1747",1747,0.058383
"1748",1748,0.057994
"1749",1749,0.057754
"1750",1750,0.057528
"1751",1751,0.05708
"1752",1752,0.056929
"1753",1753,0.056733
"1754",1754,0.056183
"1755",1755,0.055888
"1756",1756,0.055612
"1757",1757,0.05524
"1758",1758,0.054915
"1759",1759,0.054512
"1760",1760,0.05404
"1761",1761,0.053576
"1762",1762,0.052996
"1763",1763,0.052435
"1764",1764,0.051993
"1765",1765,0.051274
"1766",1766,0.050675
"1767",1767,0.05033
"1768",1768,0.049792
"1769",1769,0.049369
"1770",1770,0.048989
"1771",1771,0.048359
"1772",1772,0.047971
"1773",1773,0.047638
"1774",1774,0.047115
"1775",1775,0.046877
"1776",1776,0.04662
"1777",1777,0.046218
"1778",1778,0.046033
"1779",1779,0.045974
"1780",1780,0.045932
"1781",1781,0.045763
"1782",1782,0.045516
"1783",1783,0.045328
"1784",1784,0.045288
"1785",1785,0.04505
"1786",1786,0.044828
"1787",1787,0.04471
"1788",1788,0.044386
"1789",1789,0.043993
"1790",1790,0.043551
"1791",1791,0.042987
"1792",1792,0.042521
"1793",1793,0.042059
"1794",1794,0.041459
"1795",1795,0.040913
"1796",1796,0.040402
"1797",1797,0.039907
"1798",1798,0.039484
"1799",1799,0.039022
"1800",1800,0.038572
"1801",1801,0.038342
"1802",1802,0.038226
"1803",1803,0.038062
"1804",1804,0.037737
"1805",1805,0.037676
"1806",1806,0.037667
"1807",1807,0.03754
"1808",1808,0.037404
"1809",1809,0.037359
"1810",1810,0.037363
"1811",1811,0.037227
"1812",1812,0.037196
"1813",1813,0.037147
"1814",1814,0.03691
"1815",1815,0.036868
"1816",1816,0.036924
"1817",1817,0.036999
"1818",1818,0.037225
"1819",1819,0.037343
"1820",1820,0.037405
"1821",1821,0.037753
"1822",1822,0.038142
"1823",1823,0.038537
"1824",1824,0.038961
"1825",1825,0.039441
"1826",1826,0.039994
"1827",1827,0.040607
"1828",1828,0.041188
"1829",1829,0.041824
"1830",1830,0.042535
"1831",1831,0.043289
"1832",1832,0.044143
"1833",1833,0.044965
"1834",1834,0.045635
"1835",1835,0.046456
"1836",1836,0.047328
"1837",1837,0.048153
"1838",1838,0.048895
"1839",1839,0.049736
"1840",1840,0.050733
"1841",1841,0.051852
"1842",1842,0.053381
"1843",1843,0.055371
"1844",1844,0.057845
"1845",1845,0.061007
"1846",1846,0.064926
"1847",1847,0.069626
"1848",1848,0.075078
"1849",1849,0.081325
"1850",1850,0.088369
"1851",1851,0.096175
"1852",1852,0.10456
"1853",1853,0.11333
"1854",1854,0.12237
"1855",1855,0.13178
"1856",1856,0.14134
"1857",1857,0.1509
"1858",1858,0.1605
"1859",1859,0.17009
"1860",1860,0.17963
"1861",1861,0.1891
"1862",1862,0.1986
"1863",1863,0.20811
"1864",1864,0.21758
"1865",1865,0.22699
"1866",1866,0.23632
"1867",1867,0.24555
"1868",1868,0.2547
"1869",1869,0.26382
"1870",1870,0.27289
"1871",1871,0.28182
"1872",1872,0.29061
"1873",1873,0.29926
"1874",1874,0.30774
"1875",1875,0.31611
"1876",1876,0.32426
"1877",1877,0.33217
"1878",1878,0.33987
"1879",1879,0.34728
"1880",1880,0.35447
"1881",1881,0.36151
"1882",1882,0.36812
"1883",1883,0.37446
"1884",1884,0.3806
"1885",1885,0.38632
"1886",1886,0.39178
"1887",1887,0.39696
"1888",1888,0.40179
"1889",1889,0.40633
"1890",1890,0.41059
"1891",1891,0.41457
"1892",1892,0.41827
"1893",1893,0.42171
"1894",1894,0.42487
"1895",1895,0.42774
"1896",1896,0.43032
"1897",1897,0.43266
"1898",1898,0.4348
"1899",1899,0.43666
"1900",1900,0.43828
"1901",1901,0.43974
"1902",1902,0.44111
"1903",1903,0.44226
"1904",1904,0.44321
"1905",1905,0.44413
"1906",1906,0.44486
"1907",1907,0.44546
"1908",1908,0.44604
"1909",1909,0.44651
"1910",1910,0.44691
"1911",1911,0.44726
"1912",1912,0.44759
"1913",1913,0.44781
"1914",1914,0.44793
"1915",1915,0.44807
"1916",1916,0.44813
"1917",1917,0.44813
"1918",1918,0.44814
"1919",1919,0.44811
"1920",1920,0.44805
"1921",1921,0.44798
"1922",1922,0.44794
"1923",1923,0.44781
"1924",1924,0.44764
"1925",1925,0.44758
"1926",1926,0.44745
"1927",1927,0.44732
"1928",1928,0.44727
"1929",1929,0.44717
"1930",1930,0.44707
"1931",1931,0.44698
"1932",1932,0.44689
"1933",1933,0.44687
"1934",1934,0.44684
"1935",1935,0.44674
"1936",1936,0.4467
"1937",1937,0.44669
"1938",1938,0.44668
"1939",1939,0.44657
"1940",1940,0.44652
"1941",1941,0.44654
"1942",1942,0.44653
"1943",1943,0.4465
"1944",1944,0.44645
"1945",1945,0.44639
"1946",1946,0.44637
"1947",1947,0.44633
"1948",1948,0.44626
"1949",1949,0.4463
"1950",1950,0.4463
"1951",1951,0.4463
"1952",1952,0.44636
"1953",1953,0.44636
"1954",1954,0.44631
"1955",1955,0.44626
"1956",1956,0.44635
"1957",1957,0.44639
"1958",1958,0.44635
"1959",1959,0.44628
"1960",1960,0.44629
"1961",1961,0.44632
"1962",1962,0.44629
"1963",1963,0.44625
"1964",1964,0.44627
"1965",1965,0.44633
"1966",1966,0.44637
"1967",1967,0.44636
"1968",1968,0.44635
"1969",1969,0.44644
"1970",1970,0.44645
"1971",1971,0.44643
"1972",1972,0.44647
"1973",1973,0.44655
"1974",1974,0.44653
"1975",1975,0.44647
"1976",1976,0.44654
"1977",1977,0.44655
"1978",1978,0.44653
"1979",1979,0.44657
"1980",1980,0.4466
"1981",1981,0.44662
"1982",1982,0.44664
"1983",1983,0.44669
"1984",1984,0.44668
"1985",1985,0.44664
"1986",1986,0.44661
"1987",1987,0.44671
"1988",1988,0.4468
"1989",1989,0.4468
"1990",1990,0.4468
"1991",1991,0.44674
"1992",1992,0.4467
"1993",1993,0.4468
"1994",1994,0.44679
"1995",1995,0.44678
"1996",1996,0.44685
"1997",1997,0.44685
"1998",1998,0.44685
"1999",1999,0.44691
"2000",2000,0.44707
"2001",2001,0.44707
"2002",2002,0.44698
"2003",2003,0.44695
"2004",2004,0.44694
"2005",2005,0.44694
"2006",2006,0.44694
"2007",2007,0.44693
"2008",2008,0.447
"2009",2009,0.44706
"2010",2010,0.44692
"2011",2011,0.44698
"2012",2012,0.44703
"2013",2013,0.44696
"2014",2014,0.44695
"2015",2015,0.44698
"2016",2016,0.44699
"2017",2017,0.44688
"2018",2018,0.44683
"2019",2019,0.44687
"2020",2020,0.44693
"2021",2021,0.44689
"2022",2022,0.44688
"2023",2023,0.44691
"2024",2024,0.44687
"2025",2025,0.44687
"2026",2026,0.44684
"2027",2027,0.44672
"2028",2028,0.44666
"2029",2029,0.44667
"2030",2030,0.4467
"2031",2031,0.44668
"2032",2032,0.44667
"2033",2033,0.44665
"2034",2034,0.44658
"2035",2035,0.44658
"2036",2036,0.44659
"2037",2037,0.44658
"2038",2038,0.44664
"2039",2039,0.44661
"2040",2040,0.44651
"2041",2041,0.44642
"2042",2042,0.4464
"2043",2043,0.44641
"2044",2044,0.44641
"2045",2045,0.44635
"2046",2046,0.44639
"2047",2047,0.44644
"2048",2048,0.44635
"2049",2049,0.44623
"2050",2050,0.44617
"2051",2051,0.44617
"2052",2052,0.44609
"2053",2053,0.4461
"2054",2054,0.44616
"2055",2055,0.44608
"2056",2056,0.44593
"2057",2057,0.4459
"2058",2058,0.44609
"2059",2059,0.446
"2060",2060,0.44588
"2061",2061,0.44586
"2062",2062,0.44584
"2063",2063,0.44568
"2064",2064,0.44556
"2065",2065,0.44571
"2066",2066,0.44569
"2067",2067,0.44562
"2068",2068,0.44557
"2069",2069,0.44557
"2070",2070,0.44552
"2071",2071,0.44546
"2072",2072,0.44545
"2073",2073,0.44525
"2074",2074,0.44513
"2075",2075,0.4452
"2076",2076,0.44524
"2077",2077,0.44518
"2078",2078,0.44511
"2079",2079,0.44518
"2080",2080,0.4452
"2081",2081,0.44519
"2082",2082,0.44514
"2083",2083,0.44489
"2084",2084,0.44472
"2085",2085,0.44455
"2086",2086,0.44421
"2087",2087,0.44428
"2088",2088,0.44429
"2089",2089,0.44397
"2090",2090,0.44392
"2091",2091,0.44393
"2092",2092,0.44391
"2093",2093,0.44377
"2094",2094,0.44359
"2095",2095,0.4434
"2096",2096,0.44321
"2097",2097,0.44327
"2098",2098,0.44304
"2099",2099,0.44267
"2100",2100,0.4428
"2101",2101,0.44263
"2102",2102,0.44235
"2103",2103,0.44223
"2104",2104,0.4421
"2105",2105,0.44193
"2106",2106,0.44178
"2107",2107,0.44182
"2108",2108,0.44152
"2109",2109,0.44116
"2110",2110,0.44102
"2111",2111,0.44078
"2112",2112,0.44063
"2113",2113,0.44054
"2114",2114,0.44035
"2115",2115,0.44014
"2116",2116,0.44004
"2117",2117,0.4401
"2118",2118,0.44015
"2119",2119,0.44005
"2120",2120,0.43986
"2121",2121,0.43985
"2122",2122,0.43972
"2123",2123,0.4397
"2124",2124,0.43993
"2125",2125,0.44
"2126",2126,0.4398
"2127",2127,0.43951
"2128",2128,0.43947
"2129",2129,0.4394
"2130",2130,0.43939
"2131",2131,0.43953
"2132",2132,0.43946
"2133",2133,0.43955
"2134",2134,0.43966
"2135",2135,0.43925
"2136",2136,0.43921
"2137",2137,0.43944
"2138",2138,0.43961
"2139",2139,0.43945
"2140",2140,0.43933
"2141",2141,0.43933
"2142",2142,0.43922
"2143",2143,0.43926
"2144",2144,0.43945
"2145",2145,0.43966
"2146",2146,0.43961
"2147",2147,0.43948
"2148",2148,0.4394
"2149",2149,0.43941
"2150",2150,0.43929
"2151",2151,0.43931
