wavelength,mean_deciduous_reflectance,sitka_mean_reflectance,pasture_mean_reflectance,moss_mean_reflectance,rho_mean_reflectance,grass_mean_reflectance,br_mean_reflectance,ash_mean_reflectance,alder_mean_reflectance,birch_mean_reflectance,beech_mean_reflectance,haz_mean_reflectance,hc_mean_reflectance,lime_mean_reflectance,rowan_mean_reflectance,syc_mean_reflectance
640,0.489761204,0.502597143,0.693505,0.524718462,0.489550556,0.617362222,0.632816111,0.72837,0.443151667,0.487914167,0.38218,0.43419,0.42124,0.37247,0.71228,0.426055
641,0.48967213,0.501785714,0.692464,0.524101538,0.489086111,0.616808333,0.632220556,0.72841,0.443011667,0.487704167,0.382133333,0.434065,0.42111,0.37232,0.71241,0.425885
642,0.489571759,0.500955714,0.691394,0.523486923,0.488601667,0.616233333,0.631590556,0.72843,0.442858333,0.487485833,0.382066667,0.43389,0.42095,0.3722,0.71253,0.425735
643,0.489467685,0.500067143,0.690276,0.522816154,0.488083333,0.615616944,0.630926667,0.72845,0.442711667,0.4872475,0.38199,0.43372,0.42079,0.37208,0.71263,0.42559
644,0.489357037,0.499107143,0.689066,0.52213,0.487569444,0.614961667,0.630208333,0.72846,0.442573333,0.486993333,0.381926667,0.433535,0.42062,0.37191,0.71276,0.425435
645,0.489241296,0.498125714,0.687815,0.521426923,0.487055556,0.614263611,0.629461111,0.72844,0.442436667,0.486731667,0.381853333,0.433325,0.42043,0.37179,0.71287,0.425295
646,0.489109444,0.497074286,0.686537,0.520643846,0.48649,0.613501389,0.628687778,0.72841,0.442273333,0.486448333,0.381773333,0.43314,0.42029,0.37163,0.7129,0.42512
647,0.488969167,0.495962857,0.685218,0.519846154,0.485897222,0.612701111,0.627859444,0.72841,0.442098333,0.486150833,0.381693333,0.43297,0.42011,0.37144,0.71292,0.42493
648,0.488819537,0.494818571,0.683826,0.519021538,0.485262778,0.611865556,0.626984444,0.72837,0.441921667,0.4858525,0.381606667,0.432765,0.41986,0.3713,0.71296,0.42474
649,0.488659259,0.49359,0.682354,0.518116154,0.484582778,0.610980556,0.626061111,0.72828,0.441723333,0.485531667,0.381523333,0.43255,0.41967,0.37113,0.71297,0.424555
650,0.488501204,0.492307143,0.68082,0.517187692,0.483893889,0.610053056,0.625093333,0.72819,0.44152,0.485185833,0.38145,0.43236,0.41949,0.37095,0.71301,0.424355
651,0.48834963,0.490952857,0.679203,0.516233846,0.483183889,0.6090825,0.624065556,0.72807,0.441305,0.48482,0.381406667,0.43217,0.41931,0.37079,0.71311,0.424165
652,0.48817,0.489545714,0.677531,0.515212308,0.482443889,0.608061389,0.623009444,0.72795,0.44108,0.484438333,0.381306667,0.431955,0.41911,0.3706,0.71314,0.42395
653,0.487975463,0.488094286,0.675791,0.514136923,0.481686667,0.60699,0.621923333,0.72782,0.44085,0.484029167,0.38116,0.43175,0.41892,0.37037,0.71315,0.42373
654,0.487772593,0.486564286,0.674014,0.513028462,0.480880556,0.605872778,0.620775556,0.72769,0.440606667,0.483611667,0.38105,0.431515,0.4187,0.37016,0.71313,0.42349
655,0.487551204,0.484955714,0.672183,0.51187,0.480035,0.604708056,0.619582778,0.72758,0.44034,0.4831825,0.380933333,0.43125,0.41842,0.36996,0.71308,0.423215
656,0.487315926,0.483291429,0.670293,0.510663077,0.479154444,0.603485,0.61834,0.72741,0.44008,0.482728333,0.38081,0.43097,0.41816,0.36972,0.713,0.422965
657,0.487079352,0.481547143,0.668369,0.509415385,0.478233333,0.602206389,0.617047222,0.72724,0.439818333,0.482254167,0.380716667,0.43069,0.41792,0.36947,0.71289,0.422715
658,0.486818704,0.479738571,0.666349,0.508111538,0.477272778,0.600878611,0.615687222,0.72703,0.439535,0.481753333,0.38059,0.430375,0.41766,0.36921,0.71278,0.422435
659,0.486536574,0.477882857,0.664252,0.506763077,0.476271111,0.599498889,0.614263333,0.72679,0.43925,0.481220833,0.380433333,0.43002,0.41737,0.36892,0.71267,0.422155
660,0.486246389,0.475935714,0.662095,0.505352308,0.475234444,0.598064167,0.612791111,0.72651,0.438938333,0.480679167,0.38027,0.429685,0.41707,0.36864,0.71256,0.421865
661,0.485945741,0.473891429,0.659852,0.503876154,0.474156667,0.596571111,0.611255556,0.7262,0.438596667,0.480116667,0.380083333,0.429355,0.41675,0.36838,0.71248,0.42155
662,0.485629259,0.471798571,0.657552,0.502375385,0.473058333,0.595041111,0.60967,0.72584,0.438241667,0.479528333,0.379933333,0.429015,0.41644,0.36809,0.71237,0.421205
663,0.485289259,0.469622857,0.655215,0.500818462,0.471903333,0.593436944,0.608022222,0.72542,0.437896667,0.478913333,0.379763333,0.42866,0.41611,0.36777,0.71221,0.42086
664,0.484954167,0.467364286,0.652804,0.499201538,0.47071,0.591780556,0.606353333,0.72505,0.43755,0.478279167,0.379573333,0.428295,0.4158,0.36749,0.71203,0.42052
665,0.484599167,0.465084286,0.650345,0.497574615,0.469483333,0.590096111,0.604633889,0.7247,0.437205,0.4776075,0.37941,0.4279,0.41546,0.36719,0.71176,0.42016
666,0.484225926,0.46272,0.647805,0.495868462,0.468192778,0.588326389,0.602831111,0.72432,0.436853333,0.476916667,0.379213333,0.427495,0.4151,0.36689,0.71145,0.419795
667,0.483850278,0.460274286,0.645186,0.494090769,0.466893333,0.5865225,0.600992778,0.72394,0.436483333,0.4762075,0.378996667,0.4271,0.41473,0.36659,0.71118,0.419425
668,0.483451204,0.457774286,0.642517,0.492266923,0.465547222,0.584678611,0.599083889,0.72348,0.436098333,0.475484167,0.378813333,0.426675,0.41434,0.36626,0.7109,0.41901
669,0.483038889,0.455192857,0.63978,0.490373077,0.464137222,0.5827575,0.597102222,0.72297,0.435698333,0.474743333,0.378623333,0.42623,0.41395,0.36591,0.71063,0.418595
670,0.48262287,0.452554286,0.637006,0.488456923,0.462714444,0.580805556,0.595101111,0.72248,0.4353,0.4739675,0.378443333,0.42577,0.41354,0.36556,0.71036,0.418185
671,0.482180926,0.449851429,0.634152,0.486490769,0.461232778,0.578798611,0.593034444,0.72196,0.434881667,0.473173333,0.378263333,0.4253,0.41311,0.36518,0.71001,0.41775
672,0.481726759,0.447091429,0.631228,0.48448,0.459722222,0.576751111,0.590916111,0.72143,0.434455,0.472355833,0.37805,0.424815,0.41273,0.36479,0.70959,0.417325
673,0.481256759,0.444287143,0.628281,0.482440769,0.458174444,0.574666667,0.588758333,0.72087,0.434011667,0.4715075,0.377836667,0.424325,0.4123,0.36442,0.70916,0.41688
674,0.480758426,0.4414,0.625259,0.480358462,0.456591111,0.572541944,0.586546667,0.72027,0.433553333,0.4706325,0.37759,0.42382,0.41183,0.36405,0.70867,0.41641
675,0.480258889,0.4385,0.622241,0.478230769,0.454967778,0.570381667,0.584291667,0.71967,0.433078333,0.469743333,0.377373333,0.423305,0.41138,0.36365,0.70819,0.41594
676,0.479754444,0.43558,0.619215,0.476082308,0.453302222,0.568178611,0.581998333,0.71906,0.432588333,0.468821667,0.37716,0.42279,0.41093,0.36326,0.70769,0.41549
677,0.479223426,0.432597143,0.616157,0.473880769,0.451611111,0.565951667,0.579671111,0.71839,0.432095,0.467889167,0.376946667,0.42223,0.41044,0.36286,0.70716,0.415
678,0.478681296,0.429564286,0.613064,0.471612308,0.449885556,0.5636925,0.577298333,0.71772,0.431605,0.466935,0.376736667,0.421625,0.40996,0.36242,0.70664,0.41449
679,0.478133148,0.426524286,0.609974,0.469352308,0.448144444,0.5614225,0.574906667,0.71702,0.431098333,0.465975,0.37652,0.42106,0.40949,0.362,0.70606,0.413975
680,0.477559722,0.423432857,0.606876,0.467047692,0.446377778,0.559114444,0.572476111,0.71623,0.430575,0.465000833,0.376316667,0.4205,0.40899,0.3616,0.70541,0.413415
681,0.476984907,0.420362857,0.603757,0.464756154,0.444591111,0.556823611,0.570043333,0.71547,0.43004,0.464010833,0.376073333,0.419925,0.40848,0.36118,0.7048,0.412885
682,0.476416852,0.417292857,0.600597,0.462467692,0.442766111,0.55452,0.567579444,0.71472,0.42948,0.463011667,0.37581,0.419385,0.408,0.36078,0.70419,0.412375
683,0.475821019,0.414211429,0.59749,0.460160769,0.440945556,0.552211111,0.565113333,0.71391,0.428938333,0.4619925,0.375563333,0.418815,0.40748,0.36034,0.70351,0.41184
684,0.475207315,0.411128571,0.594399,0.457842308,0.439119444,0.549901667,0.562647778,0.71306,0.428406667,0.460954167,0.37531,0.41822,0.40694,0.35987,0.70281,0.411295
685,0.474586944,0.408054286,0.591305,0.455529231,0.437272222,0.547605833,0.560169444,0.71225,0.42787,0.459910833,0.375026667,0.417605,0.40638,0.35941,0.70209,0.41074
686,0.473957963,0.404984286,0.588242,0.453211538,0.435424444,0.545295556,0.557682778,0.71138,0.427333333,0.458868333,0.37477,0.416985,0.40585,0.35894,0.70131,0.410185
687,0.47333213,0.401974286,0.585244,0.450916923,0.433613889,0.543030833,0.555218889,0.7105,0.426806667,0.4578275,0.3745,0.41636,0.40533,0.3585,0.70054,0.409625
688,0.472705833,0.398982857,0.582216,0.44863,0.431793889,0.540787222,0.552755,0.70963,0.426263333,0.4567925,0.374206667,0.41576,0.40477,0.35807,0.69979,0.40907
689,0.472098426,0.396018571,0.579231,0.446379231,0.429987222,0.5385675,0.550323889,0.70877,0.42572,0.455765833,0.37395,0.415195,0.40427,0.35767,0.69901,0.408535
690,0.471483981,0.393098571,0.576333,0.444158462,0.428202778,0.536391111,0.547928333,0.70791,0.42519,0.4547275,0.373683333,0.41461,0.40378,0.35724,0.69822,0.407995
691,0.470850741,0.390194286,0.573427,0.441929231,0.426402222,0.534212222,0.545531111,0.70701,0.424646667,0.453686667,0.373403333,0.41403,0.40322,0.35681,0.69741,0.40744
692,0.470219352,0.387362857,0.570604,0.439775385,0.424618889,0.532065278,0.543179444,0.7061,0.424093333,0.452650833,0.37316,0.413425,0.40269,0.35637,0.6966,0.406885
693,0.469576944,0.384571429,0.567833,0.437653077,0.422862778,0.529951111,0.540852778,0.7051,0.423555,0.451614167,0.372903333,0.412795,0.40217,0.35594,0.69578,0.406335
694,0.468939722,0.381815714,0.565066,0.435531538,0.421127222,0.527866944,0.538543333,0.70414,0.423025,0.450590833,0.372606667,0.412185,0.40163,0.35553,0.69496,0.40579
695,0.468314907,0.379141429,0.5624,0.433483077,0.41943,0.525840833,0.536295,0.70321,0.422488333,0.4495825,0.372363333,0.41161,0.40112,0.35511,0.69409,0.40526
696,0.467687685,0.376488571,0.559764,0.431455385,0.417763889,0.523839722,0.534072778,0.70219,0.421981667,0.4485925,0.37212,0.411055,0.40064,0.35469,0.69318,0.40474
697,0.467066667,0.373892857,0.557173,0.429462308,0.416119444,0.521893056,0.531890556,0.70122,0.421495,0.447621667,0.371843333,0.410505,0.40016,0.35424,0.69232,0.404195
698,0.466453704,0.37136,0.554652,0.427519231,0.414495556,0.519983333,0.529748889,0.70026,0.420986667,0.44665,0.371596667,0.409945,0.39967,0.35382,0.69148,0.403675
699,0.465842685,0.368885714,0.552205,0.425620769,0.412892778,0.518105278,0.527647222,0.69925,0.420476667,0.4456875,0.37139,0.40941,0.39918,0.3534,0.69064,0.40315
700,0.465238333,0.366441429,0.549773,0.423745385,0.411308889,0.516255833,0.525567222,0.6983,0.419976667,0.444735,0.371153333,0.40885,0.3987,0.35299,0.68981,0.40263
701,0.464640093,0.364055714,0.547396,0.421906923,0.409742778,0.514459167,0.523524444,0.69742,0.419468333,0.443779167,0.370903333,0.408255,0.39821,0.35259,0.68902,0.402115
702,0.464043704,0.361698571,0.545034,0.420081538,0.408196111,0.512658611,0.52149,0.69651,0.41897,0.44284,0.370663333,0.4077,0.39773,0.35218,0.68819,0.40161
703,0.46344537,0.359398571,0.54272,0.418300769,0.406685556,0.510888889,0.519481111,0.69559,0.418501667,0.441936667,0.37041,0.407145,0.39724,0.35175,0.68734,0.401095
704,0.462848981,0.357097143,0.540385,0.416504615,0.405151667,0.509115556,0.517479444,0.69467,0.418011667,0.4409975,0.370166667,0.4066,0.39676,0.35134,0.68651,0.400585
705,0.462256667,0.354837143,0.538074,0.414729231,0.403636111,0.507355556,0.515505,0.69376,0.417516667,0.44004,0.369923333,0.40609,0.39627,0.35092,0.68569,0.4001
706,0.461662315,0.35256,0.535737,0.412921538,0.402088889,0.505585278,0.513508333,0.69285,0.417011667,0.439090833,0.369683333,0.405555,0.39579,0.35051,0.68488,0.39959
707,0.461074259,0.350295714,0.533396,0.411113846,0.400536111,0.503830556,0.511523333,0.69194,0.416513333,0.438136667,0.369453333,0.40502,0.3953,0.35013,0.68409,0.399085
708,0.460468241,0.347982857,0.530984,0.409266923,0.398941667,0.5020275,0.509503889,0.691,0.415968333,0.437160833,0.36922,0.40445,0.39486,0.34971,0.68329,0.398555
709,0.459853889,0.345668571,0.528582,0.407416154,0.397321111,0.5002,0.50745,0.69009,0.415421667,0.436196667,0.368986667,0.403865,0.39437,0.34928,0.68248,0.397995
710,0.459211389,0.343318571,0.526113,0.405521538,0.395648889,0.498332222,0.505367778,0.68913,0.414881667,0.435189167,0.368696667,0.403265,0.3938,0.34884,0.68167,0.39743
711,0.458538148,0.340908571,0.523536,0.403569231,0.393918333,0.4964025,0.503231667,0.68813,0.414293333,0.434128333,0.368406667,0.40263,0.3932,0.34837,0.68085,0.396835
712,0.457858981,0.338481429,0.5209,0.401584615,0.392138333,0.494422222,0.501033889,0.68719,0.41371,0.4330425,0.368113333,0.401985,0.39259,0.34788,0.68002,0.3962
713,0.457151204,0.335978571,0.518149,0.399511538,0.390277222,0.492365278,0.498753333,0.68627,0.413083333,0.431884167,0.367783333,0.4013,0.39194,0.34735,0.67921,0.39554
714,0.456406481,0.333385714,0.515297,0.397362308,0.388337222,0.490231944,0.496382778,0.68531,0.41239,0.43068,0.367453333,0.400565,0.39128,0.34679,0.67835,0.39484
715,0.455643704,0.330695714,0.512321,0.395143846,0.38632,0.488002222,0.493905,0.6843,0.411695,0.42943,0.367123333,0.399815,0.39065,0.3462,0.67749,0.39409
716,0.454829259,0.327861429,0.509148,0.392787692,0.384163333,0.485636944,0.491282222,0.68329,0.41096,0.428065,0.366733333,0.39899,0.38995,0.34556,0.67661,0.393305
717,0.453961204,0.324918571,0.505831,0.390323846,0.381894444,0.483178889,0.488542778,0.68226,0.410186667,0.426619167,0.36633,0.398115,0.38915,0.34491,0.67561,0.39247
718,0.453046667,0.321862857,0.502316,0.38773,0.379484444,0.480589722,0.485659444,0.68121,0.409361667,0.425106667,0.365916667,0.39719,0.38829,0.34419,0.67456,0.391595
719,0.45206787,0.318662857,0.498584,0.384969231,0.376893333,0.477838889,0.482601667,0.68017,0.408463333,0.4234825,0.36546,0.396195,0.38733,0.34339,0.67347,0.39065
720,0.451048241,0.315332857,0.494737,0.382105385,0.37418,0.474974444,0.479406111,0.6791,0.4075,0.421765833,0.364983333,0.395165,0.38631,0.3426,0.67237,0.38964
721,0.449968148,0.311807143,0.490621,0.379079231,0.371268889,0.471911667,0.476008889,0.67792,0.40644,0.419918333,0.36447,0.39406,0.38529,0.34173,0.67131,0.388575
722,0.448811574,0.308082857,0.48625,0.375864615,0.368167222,0.468661667,0.472397778,0.67667,0.405323333,0.417944167,0.363916667,0.392875,0.38419,0.34078,0.67018,0.387425
723,0.447559537,0.304145714,0.481609,0.37245,0.364856667,0.465203889,0.468542778,0.67533,0.404125,0.4158175,0.363323333,0.39158,0.38298,0.3398,0.66892,0.38616
724,0.446227963,0.299994286,0.476703,0.368864615,0.36135,0.461551667,0.464464444,0.6739,0.402871667,0.413556667,0.362673333,0.39019,0.38168,0.33878,0.66758,0.38482
725,0.444773426,0.295585714,0.471461,0.365011538,0.357561667,0.4576425,0.460085556,0.67239,0.40147,0.4110925,0.361993333,0.38869,0.38026,0.33761,0.66611,0.383345
726,0.443233704,0.29095,0.465936,0.360939231,0.353555556,0.453521667,0.455456111,0.67082,0.399991667,0.4085,0.361316667,0.38712,0.37873,0.33638,0.66449,0.381755
727,0.44155713,0.286058571,0.460076,0.356616154,0.349255,0.449117778,0.450505556,0.66913,0.39836,0.405650833,0.360533333,0.385365,0.37708,0.33501,0.66283,0.380055
728,0.439778519,0.280915714,0.453897,0.35206,0.344700556,0.444466944,0.445277778,0.66737,0.396603333,0.402601667,0.359706667,0.383475,0.37535,0.33351,0.66111,0.37828
729,0.437838611,0.275534286,0.447406,0.347245385,0.339845,0.439546944,0.439721111,0.66542,0.394711667,0.399315833,0.35877,0.38145,0.37344,0.33192,0.65922,0.3763
730,0.435778611,0.269894286,0.440585,0.342161538,0.334707222,0.434347778,0.433843333,0.66334,0.39272,0.395815833,0.357736667,0.37927,0.37144,0.33023,0.65728,0.374175
731,0.433551019,0.264041429,0.433461,0.336872308,0.329285,0.428917778,0.427681667,0.66109,0.390541667,0.392069167,0.356653333,0.37694,0.36925,0.32841,0.65511,0.371895
732,0.431177407,0.257928571,0.425999,0.331326923,0.323559444,0.423220556,0.421205556,0.65868,0.388213333,0.388096667,0.355516667,0.374505,0.36688,0.32649,0.65278,0.369435
733,0.4286375,0.251644286,0.418298,0.325598462,0.317571667,0.417307778,0.414456111,0.65612,0.385716667,0.383874167,0.354266667,0.371865,0.36437,0.3244,0.65029,0.366835
734,0.425948704,0.245167143,0.41034,0.319682308,0.311327222,0.4111775,0.407446667,0.65344,0.383068333,0.379428333,0.352936667,0.369045,0.36171,0.32218,0.64762,0.36411
735,0.423117037,0.238567143,0.402167,0.313604615,0.304864444,0.404865833,0.400188889,0.65059,0.380258333,0.374763333,0.351536667,0.36609,0.35889,0.31985,0.64485,0.361225
736,0.420122593,0.231818571,0.393773,0.307346154,0.298158333,0.398366944,0.392680556,0.64755,0.37732,0.369856667,0.350036667,0.362945,0.35594,0.31735,0.64195,0.358155
737,0.417031111,0.225094286,0.385347,0.301052308,0.291367222,0.391828333,0.385087778,0.64439,0.374298333,0.364831667,0.34847,0.35969,0.35292,0.31481,0.63889,0.35498
738,0.413786667,0.218331429,0.376777,0.294673077,0.284387222,0.385159722,0.377316667,0.64102,0.371095,0.359623333,0.346866667,0.356265,0.34974,0.31216,0.63568,0.35163
739,0.410409907,0.211564286,0.368153,0.288267692,0.277314444,0.378436111,0.369462778,0.63748,0.36777,0.354254167,0.34519,0.3527,0.34645,0.30937,0.63231,0.348165
740,0.406933611,0.204861429,0.359608,0.281899231,0.270230556,0.37172,0.361590556,0.63381,0.364351667,0.348784167,0.343416667,0.34905,0.34305,0.30652,0.62879,0.34463
741,0.403317407,0.19816,0.350987,0.275480769,0.262995556,0.364916944,0.353571667,0.62994,0.360771667,0.343146667,0.341573333,0.345235,0.33951,0.30357,0.62513,0.34098
742,0.399625648,0.191591429,0.342475,0.269131538,0.255798889,0.3581875,0.345588889,0.62595,0.357123333,0.337434167,0.339663333,0.34135,0.33594,0.30056,0.62136,0.33725
743,0.395853796,0.185148571,0.334096,0.262850769,0.248643333,0.351531667,0.337635556,0.62181,0.353418333,0.331664167,0.337696667,0.337405,0.33229,0.29749,0.61746,0.33345
744,0.391985278,0.178832857,0.32576,0.256647692,0.241483333,0.344918611,0.329702778,0.61747,0.34961,0.3258325,0.33569,0.333355,0.32856,0.29432,0.61346,0.32957
745,0.388095463,0.17277,0.317697,0.250638462,0.234505556,0.338494444,0.321972778,0.61303,0.345781667,0.320060833,0.333646667,0.329315,0.32487,0.29114,0.60935,0.325665
746,0.384157593,0.16688,0.309826,0.244769231,0.227635,0.332193056,0.314351667,0.60853,0.341915,0.31428,0.331553333,0.325215,0.32113,0.28795,0.60511,0.321735
747,0.380213704,0.161198571,0.302178,0.239080769,0.220918889,0.326048611,0.306907778,0.60398,0.338043333,0.308553333,0.329476667,0.32109,0.31739,0.28472,0.6008,0.31787
748,0.376302315,0.15579,0.294874,0.233617692,0.214442222,0.320124444,0.299713889,0.5994,0.334218333,0.3029575,0.3274,0.317,0.31371,0.28155,0.59643,0.314055
749,0.372359352,0.150554286,0.287756,0.228295385,0.208097222,0.314336667,0.292649444,0.59471,0.330371667,0.2973775,0.3253,0.312905,0.31004,0.27839,0.59192,0.31022
750,0.368465278,0.14559,0.280962,0.223215385,0.202021111,0.308793333,0.285866111,0.58994,0.326586667,0.2919475,0.323243333,0.308885,0.30644,0.27527,0.58741,0.306465
751,0.364624352,0.140902857,0.274511,0.218366154,0.1962,0.303479444,0.279352778,0.58513,0.322888333,0.286679167,0.321176667,0.304945,0.30294,0.27222,0.58286,0.30278
752,0.360852963,0.136474286,0.268362,0.213739231,0.190639444,0.298401389,0.273126111,0.58031,0.319275,0.281571667,0.31914,0.30109,0.29954,0.26925,0.5783,0.2992
753,0.357123426,0.132314286,0.262519,0.209330769,0.185322778,0.293564444,0.267167778,0.57543,0.315716667,0.276599167,0.31711,0.297295,0.29621,0.26633,0.57372,0.2957
754,0.353518611,0.128407143,0.257023,0.205171538,0.180298889,0.288960833,0.261517778,0.57061,0.31229,0.271854167,0.315163333,0.293645,0.29302,0.26356,0.56917,0.292355
755,0.349984352,0.124768571,0.25186,0.201247692,0.175540556,0.284587778,0.256155556,0.56578,0.308955,0.267280833,0.313223333,0.29008,0.28995,0.26086,0.56462,0.28911
756,0.346579444,0.121341143,0.246982,0.197533077,0.171056111,0.280444722,0.251077222,0.56101,0.305756667,0.262926667,0.311406667,0.286675,0.28701,0.25828,0.56013,0.28602
757,0.343267593,0.118157,0.242411,0.194043077,0.166838333,0.276517778,0.246266667,0.55624,0.302646667,0.258763333,0.309693333,0.283395,0.28417,0.25582,0.55564,0.28304
758,0.340075926,0.115157286,0.238121,0.190742308,0.162856667,0.272806944,0.241732222,0.55156,0.2997,0.254805,0.307983333,0.280255,0.28147,0.25345,0.55124,0.28022
759,0.336976296,0.112384429,0.234137,0.187646154,0.159135,0.269335556,0.237492778,0.54693,0.296886667,0.251046667,0.306303333,0.27725,0.27885,0.25112,0.54686,0.27754
760,0.334034815,0.109785,0.230394,0.184743077,0.15565,0.266051667,0.233494444,0.54242,0.294221667,0.247495,0.304736667,0.27439,0.27643,0.24898,0.54263,0.27501
761,0.331212778,0.107381,0.226952,0.182052308,0.152413333,0.262983333,0.229766111,0.53796,0.291708333,0.244141667,0.30322,0.271645,0.27417,0.24697,0.53848,0.27262
762,0.328537037,0.105144,0.223723,0.179525,0.149390556,0.260097889,0.226275556,0.53368,0.289323333,0.241005,0.30179,0.26908,0.27203,0.24507,0.53447,0.270385
763,0.325996204,0.103080857,0.220737,0.177179692,0.146601111,0.257402778,0.223027778,0.52951,0.287071667,0.2380725,0.300466667,0.26668,0.27002,0.24329,0.53056,0.268295
764,0.323589815,0.101177714,0.217949,0.174988769,0.144003889,0.254874528,0.220001111,0.52547,0.284946667,0.235336667,0.29921,0.264395,0.26816,0.24163,0.52682,0.26634
765,0.32131537,0.099426143,0.215391,0.172955308,0.141613333,0.252527333,0.217199444,0.52159,0.28297,0.232786667,0.298006667,0.26226,0.26644,0.24005,0.52322,0.264515
766,0.319140463,0.097789571,0.213004,0.171033692,0.1393665,0.2503015,0.214568889,0.51783,0.281098333,0.230365833,0.29687,0.26024,0.26479,0.23855,0.51969,0.26283
767,0.317106574,0.096287857,0.210791,0.169266231,0.137302056,0.248235639,0.212142778,0.51423,0.279345,0.228120833,0.295833333,0.25836,0.26325,0.23718,0.51637,0.26127
768,0.315200278,0.094894714,0.20877,0.167619,0.135403667,0.246314556,0.209893889,0.51075,0.27774,0.226034167,0.294883333,0.2566,0.26188,0.23594,0.51318,0.259795
769,0.313396111,0.093608286,0.206895,0.166067308,0.133627389,0.244502056,0.207804444,0.5074,0.27624,0.22409,0.29398,0.254955,0.26056,0.23479,0.51011,0.25844
770,0.31171963,0.092438143,0.205172,0.164645538,0.132006167,0.242835417,0.205890556,0.50424,0.274838333,0.22232,0.293133333,0.253475,0.25933,0.2337,0.50725,0.25719
771,0.310146019,0.091351571,0.203577,0.163319615,0.130505778,0.241276861,0.204109444,0.50122,0.273538333,0.220669167,0.292336667,0.25206,0.25826,0.2327,0.50451,0.25602
772,0.308683796,0.090349571,0.202093,0.162084846,0.129112444,0.239820528,0.202470556,0.49839,0.272346667,0.219140833,0.291616667,0.25075,0.25727,0.23178,0.50189,0.25497
773,0.307330556,0.089429429,0.200726,0.160953,0.127844222,0.238480722,0.200967778,0.49572,0.271243333,0.21774,0.290986667,0.24957,0.25634,0.23094,0.49943,0.254005
774,0.306055463,0.088564857,0.199453,0.159892231,0.126665667,0.237229278,0.199556667,0.49315,0.270221667,0.2164275,0.2904,0.24845,0.25551,0.23017,0.49707,0.2531
775,0.304878426,0.087768286,0.198289,0.15891,0.125584889,0.236075194,0.198277778,0.49073,0.269293333,0.215220833,0.289846667,0.24742,0.25475,0.22947,0.49486,0.252315
776,0.303785648,0.087035,0.19723,0.158003231,0.124605389,0.235004556,0.197102778,0.48844,0.268436667,0.214120833,0.289343333,0.24648,0.25402,0.22883,0.4928,0.2516
777,0.302771296,0.086357714,0.19625,0.157159462,0.123696444,0.234008556,0.196016111,0.48626,0.267651667,0.213106667,0.288873333,0.2456,0.25337,0.22827,0.49085,0.25096
778,0.301853796,0.085750714,0.195357,0.156397,0.1228675,0.233099694,0.195047778,0.48425,0.26695,0.212189167,0.28845,0.244805,0.25282,0.22779,0.48904,0.25039
779,0.301018704,0.085192714,0.19454,0.155691538,0.122099,0.232252667,0.194155,0.48237,0.266318333,0.211361667,0.288093333,0.244095,0.25232,0.22735,0.4874,0.24986
780,0.300255185,0.084681571,0.193796,0.155036846,0.121401667,0.231481556,0.193326111,0.48061,0.265746667,0.21061,0.28778,0.243455,0.25188,0.22696,0.48587,0.249385
781,0.299558333,0.084213143,0.193112,0.154437385,0.120767722,0.230777139,0.192585,0.479,0.265233333,0.20992,0.287496667,0.24288,0.25149,0.22661,0.48444,0.248955
782,0.298931667,0.083789714,0.192492,0.153896692,0.120203167,0.230142778,0.191923889,0.47751,0.264793333,0.209298333,0.287253333,0.242395,0.25115,0.22629,0.48313,0.248565
783,0.298368426,0.083402714,0.191936,0.153400846,0.119688,0.229560222,0.191325,0.47614,0.264375,0.2087475,0.287043333,0.241945,0.25084,0.22601,0.48196,0.248255
784,0.297866296,0.083059571,0.191442,0.152968538,0.119241111,0.229045667,0.190801667,0.47488,0.263993333,0.20827,0.286853333,0.241555,0.25056,0.22579,0.4809,0.247995
785,0.297429722,0.082744857,0.191,0.152567692,0.118835278,0.228572583,0.190333889,0.47375,0.263676667,0.2078425,0.286703333,0.241215,0.25032,0.22559,0.47999,0.24778
786,0.297059074,0.082463,0.190616,0.152213462,0.118478222,0.228148889,0.189926111,0.47273,0.263406667,0.207485,0.28659,0.24092,0.2501,0.22541,0.47926,0.24763
787,0.296739352,0.082215714,0.190282,0.151896462,0.1181695,0.227774889,0.189573889,0.47182,0.263173333,0.207169167,0.286506667,0.240665,0.24994,0.22529,0.4786,0.24749
788,0.296481481,0.082003857,0.19,0.151614077,0.117913278,0.227448722,0.189291111,0.47103,0.263005,0.2069,0.286463333,0.24046,0.24984,0.22521,0.47804,0.247385
789,0.296259352,0.081818857,0.189756,0.151367308,0.117687667,0.227161889,0.189042222,0.47031,0.262856667,0.206679167,0.286433333,0.2403,0.24976,0.22515,0.47753,0.247315
790,0.296092778,0.081672286,0.189569,0.151160385,0.117506556,0.22692575,0.188840556,0.46972,0.262723333,0.206515,0.286436667,0.24018,0.24975,0.22513,0.47711,0.24727
791,0.295952778,0.081534571,0.189414,0.150982462,0.117357111,0.22672125,0.188681667,0.46915,0.262638333,0.206385,0.286446667,0.240095,0.24974,0.22512,0.47674,0.24726
792,0.295851111,0.081416857,0.189293,0.150848769,0.117245056,0.226558417,0.188566111,0.46866,0.262595,0.206295,0.28647,0.240055,0.24973,0.22512,0.47645,0.247285
