"","wavelength","rho_mean_reflectance"
"252",252,0.493558333333333
"253",253,0.493692777777778
"254",254,0.493825
"255",255,0.493948888888889
"256",256,0.494059444444444
"257",257,0.494162777777778
"258",258,0.494252222222222
"259",259,0.494334444444444
"260",260,0.494411111111111
"261",261,0.494468888888889
"262",262,0.494518888888889
"263",263,0.494550555555556
"264",264,0.494556111111111
"265",265,0.494561111111111
"266",266,0.494566666666667
"267",267,0.49455
"268",268,0.494531111111111
"269",269,0.494489444444444
"270",270,0.494421111111111
"271",271,0.494347777777778
"272",272,0.494273333333333
"273",273,0.494181111111111
"274",274,0.494078888888889
"275",275,0.493962777777778
"276",276,0.493819444444444
"277",277,0.493655
"278",278,0.493475555555556
"279",279,0.493276111111111
"280",280,0.493066111111111
"281",281,0.492848888888889
"282",282,0.492605
"283",283,0.492345555555556
"284",284,0.492068333333333
"285",285,0.491766111111111
"286",286,0.491444444444444
"287",287,0.491104444444444
"288",288,0.490748333333333
"289",289,0.490383888888889
"290",290,0.489979444444444
"291",291,0.489550555555556
"292",292,0.489086111111111
"293",293,0.488601666666667
"294",294,0.488083333333333
"295",295,0.487569444444444
"296",296,0.487055555555556
"297",297,0.48649
"298",298,0.485897222222222
"299",299,0.485262777777778
"300",300,0.484582777777778
"301",301,0.483893888888889
"302",302,0.483183888888889
"303",303,0.482443888888889
"304",304,0.481686666666667
"305",305,0.480880555555556
"306",306,0.480035
"307",307,0.479154444444444
"308",308,0.478233333333333
"309",309,0.477272777777778
"310",310,0.476271111111111
"311",311,0.475234444444444
"312",312,0.474156666666667
"313",313,0.473058333333333
"314",314,0.471903333333333
"315",315,0.47071
"316",316,0.469483333333333
"317",317,0.468192777777778
"318",318,0.466893333333333
"319",319,0.465547222222222
"320",320,0.464137222222222
"321",321,0.462714444444444
"322",322,0.461232777777778
"323",323,0.459722222222222
"324",324,0.458174444444444
"325",325,0.456591111111111
"326",326,0.454967777777778
"327",327,0.453302222222222
"328",328,0.451611111111111
"329",329,0.449885555555556
"330",330,0.448144444444444
"331",331,0.446377777777778
"332",332,0.444591111111111
"333",333,0.442766111111111
"334",334,0.440945555555556
"335",335,0.439119444444444
"336",336,0.437272222222222
"337",337,0.435424444444444
"338",338,0.433613888888889
"339",339,0.431793888888889
"340",340,0.429987222222222
"341",341,0.428202777777778
"342",342,0.426402222222222
"343",343,0.424618888888889
"344",344,0.422862777777778
"345",345,0.421127222222222
"346",346,0.41943
"347",347,0.417763888888889
"348",348,0.416119444444444
"349",349,0.414495555555556
"350",350,0.412892777777778
"351",351,0.411308888888889
"352",352,0.409742777777778
"353",353,0.408196111111111
"354",354,0.406685555555556
"355",355,0.405151666666667
"356",356,0.403636111111111
"357",357,0.402088888888889
"358",358,0.400536111111111
"359",359,0.398941666666667
"360",360,0.397321111111111
"361",361,0.395648888888889
"362",362,0.393918333333333
"363",363,0.392138333333333
"364",364,0.390277222222222
"365",365,0.388337222222222
"366",366,0.38632
"367",367,0.384163333333333
"368",368,0.381894444444444
"369",369,0.379484444444444
"370",370,0.376893333333333
"371",371,0.37418
"372",372,0.371268888888889
"373",373,0.368167222222222
"374",374,0.364856666666667
"375",375,0.36135
"376",376,0.357561666666667
"377",377,0.353555555555556
"378",378,0.349255
"379",379,0.344700555555556
"380",380,0.339845
"381",381,0.334707222222222
"382",382,0.329285
"383",383,0.323559444444444
"384",384,0.317571666666667
"385",385,0.311327222222222
"386",386,0.304864444444444
"387",387,0.298158333333333
"388",388,0.291367222222222
"389",389,0.284387222222222
"390",390,0.277314444444444
"391",391,0.270230555555556
"392",392,0.262995555555556
"393",393,0.255798888888889
"394",394,0.248643333333333
"395",395,0.241483333333333
"396",396,0.234505555555556
"397",397,0.227635
"398",398,0.220918888888889
"399",399,0.214442222222222
"400",400,0.208097222222222
"401",401,0.202021111111111
"402",402,0.1962
"403",403,0.190639444444444
"404",404,0.185322777777778
"405",405,0.180298888888889
"406",406,0.175540555555556
"407",407,0.171056111111111
"408",408,0.166838333333333
"409",409,0.162856666666667
"410",410,0.159135
"411",411,0.15565
"412",412,0.152413333333333
"413",413,0.149390555555556
"414",414,0.146601111111111
"415",415,0.144003888888889
"416",416,0.141613333333333
"417",417,0.1393665
"418",418,0.137302055555556
"419",419,0.135403666666667
"420",420,0.133627388888889
"421",421,0.132006166666667
"422",422,0.130505777777778
"423",423,0.129112444444444
"424",424,0.127844222222222
"425",425,0.126665666666667
"426",426,0.125584888888889
"427",427,0.124605388888889
"428",428,0.123696444444444
"429",429,0.1228675
"430",430,0.122099
"431",431,0.121401666666667
"432",432,0.120767722222222
"433",433,0.120203166666667
"434",434,0.119688
"435",435,0.119241111111111
"436",436,0.118835277777778
"437",437,0.118478222222222
"438",438,0.1181695
"439",439,0.117913277777778
"440",440,0.117687666666667
"441",441,0.117506555555556
"442",442,0.117357111111111
"443",443,0.117245055555556
"444",444,0.117158888888889
"445",445,0.1171115
"446",446,0.117081222222222
"447",447,0.117076111111111
"448",448,0.117090722222222
"449",449,0.117126388888889
"450",450,0.117188333333333
"451",451,0.117264333333333
"452",452,0.117367722222222
"453",453,0.117490888888889
"454",454,0.117629
"455",455,0.117789333333333
"456",456,0.117976166666667
"457",457,0.118196166666667
"458",458,0.118447722222222
"459",459,0.118734777777778
"460",460,0.119055166666667
"461",461,0.119406444444444
"462",462,0.119796888888889
"463",463,0.120239388888889
"464",464,0.12073
"465",465,0.1212685
"466",466,0.121864166666667
"467",467,0.122508222222222
"468",468,0.123202888888889
"469",469,0.123946055555556
"470",470,0.124740055555556
"471",471,0.125579111111111
"472",472,0.126470055555556
"473",473,0.127399444444444
"474",474,0.128382666666667
"475",475,0.129399333333333
"476",476,0.130454333333333
"477",477,0.131539555555556
"478",478,0.132659777777778
"479",479,0.133804722222222
"480",480,0.134980611111111
"481",481,0.136178888888889
"482",482,0.137409444444444
"483",483,0.138661111111111
"484",484,0.139933333333333
"485",485,0.141222777777778
"486",486,0.142541111111111
"487",487,0.143858888888889
"488",488,0.145203888888889
"489",489,0.146565555555556
"490",490,0.147927222222222
"491",491,0.149314444444444
"492",492,0.150704444444444
"493",493,0.152098333333333
"494",494,0.153513333333333
"495",495,0.154927222222222
"496",496,0.15636
"497",497,0.157800555555556
"498",498,0.159244444444444
"499",499,0.160709444444444
"500",500,0.162168888888889
"501",501,0.163633333333333
"502",502,0.165108333333333
"503",503,0.166578888888889
"504",504,0.168061111111111
"505",505,0.169534444444444
"506",506,0.171006666666667
"507",507,0.1725
"508",508,0.173986666666667
"509",509,0.175476111111111
"510",510,0.176966666666667
"511",511,0.178461111111111
"512",512,0.179948333333333
"513",513,0.181435
"514",514,0.182918888888889
"515",515,0.184407222222222
"516",516,0.185885555555556
"517",517,0.187361666666667
"518",518,0.188828333333333
"519",519,0.190279444444444
"520",520,0.191737777777778
"521",521,0.1932
"522",522,0.194650555555556
"523",523,0.196106666666667
"524",524,0.197545
"525",525,0.198963333333333
"526",526,0.200382222222222
"527",527,0.201791666666667
"528",528,0.203195555555556
"529",529,0.204598888888889
"530",530,0.205987222222222
"531",531,0.207373333333333
"532",532,0.208747222222222
"533",533,0.210106666666667
"534",534,0.21146
"535",535,0.212803333333333
"536",536,0.214136111111111
"537",537,0.215462222222222
"538",538,0.216776111111111
"539",539,0.218077222222222
"540",540,0.219369444444444
"541",541,0.220643333333333
"542",542,0.221917777777778
"543",543,0.223195555555556
"544",544,0.224452222222222
"545",545,0.225711666666667
"546",546,0.226961666666667
"547",547,0.228193888888889
"548",548,0.229420555555556
"549",549,0.230637777777778
"550",550,0.231851111111111
"551",551,0.233050555555556
"552",552,0.234229444444444
"553",553,0.235402222222222
"554",554,0.236555
"555",555,0.237696111111111
"556",556,0.238838333333333
"557",557,0.239969444444444
"558",558,0.241092777777778
"559",559,0.242204444444444
"560",560,0.243298333333333
"561",561,0.244385555555556
"562",562,0.245458888888889
"563",563,0.246528333333333
"564",564,0.247586111111111
"565",565,0.248626666666667
"566",566,0.249663888888889
"567",567,0.250688333333333
"568",568,0.251701111111111
"569",569,0.252712222222222
"570",570,0.253722222222222
"571",571,0.254712222222222
"572",572,0.255690555555556
"573",573,0.256661111111111
"574",574,0.257616666666667
"575",575,0.258567222222222
"576",576,0.259503888888889
"577",577,0.260442222222222
"578",578,0.261371111111111
"579",579,0.262290555555556
"580",580,0.263207222222222
"581",581,0.264116666666667
"582",582,0.265013333333333
"583",583,0.265906666666667
"584",584,0.266795
"585",585,0.26768
"586",586,0.26856
"587",587,0.269431111111111
"588",588,0.270298888888889
"589",589,0.271163333333333
"590",590,0.272016666666667
"591",591,0.272864444444444
"592",592,0.273709444444444
"593",593,0.274542222222222
"594",594,0.275357777777778
"595",595,0.276171111111111
"596",596,0.276976666666667
"597",597,0.277781666666667
"598",598,0.278591666666667
"599",599,0.279382222222222
"600",600,0.280162777777778
"601",601,0.280938333333333
"602",602,0.281703888888889
"603",603,0.28246
"604",604,0.283213333333333
"605",605,0.283955555555556
"606",606,0.284686111111111
"607",607,0.285408333333333
"608",608,0.286120555555556
"609",609,0.286827777777778
"610",610,0.287522222222222
"611",611,0.288213888888889
"612",612,0.288908333333333
"613",613,0.289586111111111
"614",614,0.290258333333333
"615",615,0.290918888888889
"616",616,0.291572222222222
"617",617,0.292212777777778
"618",618,0.292845555555556
"619",619,0.293465
"620",620,0.294068888888889
"621",621,0.294668333333333
"622",622,0.295264444444444
"623",623,0.295846111111111
"624",624,0.296419444444444
"625",625,0.296981666666667
"626",626,0.297523888888889
"627",627,0.298065
"628",628,0.298602222222222
"629",629,0.299127777777778
"630",630,0.299650555555556
"631",631,0.300153333333333
"632",632,0.300640555555556
"633",633,0.301114444444444
"634",634,0.301573888888889
"635",635,0.302019444444444
"636",636,0.30246
"637",637,0.302877777777778
"638",638,0.303283888888889
"639",639,0.303663888888889
"640",640,0.304016111111111
"641",641,0.304355
"642",642,0.304676666666667
"643",643,0.304974444444444
"644",644,0.305253888888889
"645",645,0.30551
"646",646,0.305745
"647",647,0.30595
"648",648,0.306123888888889
"649",649,0.306286111111111
"650",650,0.306415555555556
"651",651,0.306540555555556
"652",652,0.30666
"653",653,0.306757777777778
"654",654,0.306829444444444
"655",655,0.306902777777778
"656",656,0.306954444444444
"657",657,0.307022222222222
"658",658,0.30709
"659",659,0.307168333333333
"660",660,0.307246111111111
"661",661,0.307338333333333
"662",662,0.307439444444444
"663",663,0.307546666666667
"664",664,0.307660555555556
"665",665,0.307790555555556
"666",666,0.307929444444444
"667",667,0.308074444444444
"668",668,0.308244444444444
"669",669,0.308392777777778
"670",670,0.308544444444444
"671",671,0.308672222222222
"672",672,0.308791666666667
"673",673,0.308882222222222
"674",674,0.308949444444444
"675",675,0.308997222222222
"676",676,0.309025555555556
"677",677,0.309020555555556
"678",678,0.308993333333333
"679",679,0.30893
"680",680,0.308832222222222
"681",681,0.308705
"682",682,0.308545555555556
"683",683,0.308346111111111
"684",684,0.308106666666667
"685",685,0.307843888888889
"686",686,0.307543333333333
"687",687,0.307237777777778
"688",688,0.306915555555556
"689",689,0.306572222222222
"690",690,0.306206666666667
"691",691,0.305828333333333
"692",692,0.305426111111111
"693",693,0.305015
"694",694,0.304590555555556
"695",695,0.304156666666667
"696",696,0.303704444444444
"697",697,0.303243333333333
"698",698,0.302772222222222
"699",699,0.302286666666667
"700",700,0.301781666666667
"701",701,0.301275555555556
"702",702,0.300754444444444
"703",703,0.300232222222222
"704",704,0.299699444444444
"705",705,0.299168333333333
"706",706,0.298628888888889
"707",707,0.298098888888889
"708",708,0.297574444444444
"709",709,0.297041666666667
"710",710,0.296511111111111
"711",711,0.295974444444444
"712",712,0.295429444444444
"713",713,0.294888888888889
"714",714,0.294346666666667
"715",715,0.293797222222222
"716",716,0.293247777777778
"717",717,0.292683333333333
"718",718,0.292109444444444
"719",719,0.291525555555556
"720",720,0.290928333333333
"721",721,0.29034
"722",722,0.289731111111111
"723",723,0.289125
"724",724,0.288502777777778
"725",725,0.287853888888889
"726",726,0.287222222222222
"727",727,0.286576666666667
"728",728,0.285937222222222
"729",729,0.285321111111111
"730",730,0.284699444444444
"731",731,0.284112777777778
"732",732,0.283547777777778
"733",733,0.282987777777778
"734",734,0.282447222222222
"735",735,0.281902222222222
"736",736,0.281345
"737",737,0.280795555555556
"738",738,0.280212777777778
"739",739,0.279622777777778
"740",740,0.279007222222222
"741",741,0.278376666666667
"742",742,0.277716666666667
"743",743,0.277027222222222
"744",744,0.276318333333333
"745",745,0.275572777777778
"746",746,0.274818888888889
"747",747,0.274045
"748",748,0.273268888888889
"749",749,0.272471111111111
"750",750,0.271677222222222
"751",751,0.270883333333333
"752",752,0.270076666666667
"753",753,0.26926
"754",754,0.268448333333333
"755",755,0.267632777777778
"756",756,0.266822222222222
"757",757,0.266013888888889
"758",758,0.265222777777778
"759",759,0.264431111111111
"760",760,0.263665555555556
"761",761,0.262922777777778
"762",762,0.262184444444444
"763",763,0.261450555555556
"764",764,0.260744444444444
"765",765,0.260047777777778
"766",766,0.259391111111111
"767",767,0.25877
"768",768,0.258156111111111
"769",769,0.25757
"770",770,0.256995
"771",771,0.25643
"772",772,0.255893888888889
"773",773,0.255387222222222
"774",774,0.254897777777778
"775",775,0.254426111111111
"776",776,0.253975555555556
"777",777,0.253528333333333
"778",778,0.253109444444444
"779",779,0.252716666666667
"780",780,0.252341111111111
"781",781,0.252005
"782",782,0.251688888888889
"783",783,0.251390555555556
"784",784,0.251130555555556
"785",785,0.250886666666667
"786",786,0.250663333333333
"787",787,0.250463888888889
"788",788,0.250283888888889
"789",789,0.250127222222222
"790",790,0.249998333333333
"791",791,0.249894444444444
"792",792,0.249817777777778
"793",793,0.249756111111111
"794",794,0.249719444444444
"795",795,0.249697222222222
"796",796,0.249696666666667
"797",797,0.249703888888889
"798",798,0.249732777777778
"799",799,0.249765555555556
"800",800,0.249805
"801",801,0.249858333333333
"802",802,0.249934444444444
"803",803,0.250000555555556
"804",804,0.250070555555556
"805",805,0.250140555555556
"806",806,0.250208333333333
"807",807,0.250293333333333
"808",808,0.250381111111111
"809",809,0.250468888888889
"810",810,0.250551666666667
"811",811,0.250617222222222
"812",812,0.250676111111111
"813",813,0.250731111111111
"814",814,0.250773888888889
"815",815,0.250810555555556
"816",816,0.250843333333333
"817",817,0.250859444444444
"818",818,0.250871111111111
"819",819,0.250874444444444
"820",820,0.250867777777778
"821",821,0.250846111111111
"822",822,0.250802777777778
"823",823,0.25074
"824",824,0.250657777777778
"825",825,0.250557222222222
"826",826,0.250430555555556
"827",827,0.250286666666667
"828",828,0.250112222222222
"829",829,0.249905
"830",830,0.249675
"831",831,0.249426666666667
"832",832,0.249718333333333
"833",833,0.249382777777778
"834",834,0.248903888888889
"835",835,0.248400555555556
"836",836,0.247932777777778
"837",837,0.247386666666667
"838",838,0.246713888888889
"839",839,0.245965555555556
"840",840,0.245157777777778
"841",841,0.244233888888889
"842",842,0.243271111111111
"843",843,0.242269444444444
"844",844,0.241201666666667
"845",845,0.240037222222222
"846",846,0.238689444444444
"847",847,0.237272222222222
"848",848,0.235823333333333
"849",849,0.234167222222222
"850",850,0.232395
"851",851,0.23047
"852",852,0.228378888888889
"853",853,0.226142222222222
"854",854,0.223872777777778
"855",855,0.221376666666667
"856",856,0.218725
"857",857,0.215938888888889
"858",858,0.212955
"859",859,0.209740555555556
"860",860,0.206415555555556
"861",861,0.202927777777778
"862",862,0.199301666666667
"863",863,0.195528888888889
"864",864,0.191520555555556
"865",865,0.187329444444444
"866",866,0.182922777777778
"867",867,0.178366111111111
"868",868,0.173625555555556
"869",869,0.168705
"870",870,0.163607222222222
"871",871,0.15838
"872",872,0.152982777777778
"873",873,0.147423333333333
"874",874,0.141817777777778
"875",875,0.1361965
"876",876,0.130606388888889
"877",877,0.124934111111111
"878",878,0.119428611111111
"879",879,0.113965611111111
"880",880,0.108580722222222
"881",881,0.103214444444444
"882",882,0.0979505
"883",883,0.0927952777777778
"884",884,0.0877171666666667
"885",885,0.0828808888888889
"886",886,0.0781663333333333
"887",887,0.0737216111111111
"888",888,0.0694147777777778
"889",889,0.0654105
"890",890,0.0616745
"891",891,0.0581326666666667
"892",892,0.0548163333333333
"893",893,0.0517445
"894",894,0.0489360555555556
"895",895,0.0463768888888889
"896",896,0.044041
"897",897,0.0420327222222222
"898",898,0.0401179444444444
"899",899,0.0384113333333333
"900",900,0.0368528333333333
"901",901,0.0354947222222222
"902",902,0.0342650555555556
"903",903,0.0332093888888889
"904",904,0.032309
"905",905,0.0314902777777778
"906",906,0.0308350555555556
"907",907,0.0302018888888889
"908",908,0.0296863333333333
"909",909,0.0291903333333333
"910",910,0.0287506666666667
"911",911,0.0283584444444444
"912",912,0.0280298888888889
"913",913,0.0277262222222222
"914",914,0.0274628888888889
"915",915,0.0272626111111111
"916",916,0.0270517222222222
"917",917,0.0268543333333333
"918",918,0.0266964444444444
"919",919,0.0265736111111111
"920",920,0.0264521666666667
"921",921,0.0263507777777778
"922",922,0.0262725
"923",923,0.0262148333333333
"924",924,0.0261568333333333
"925",925,0.0261195555555556
"926",926,0.0261055
"927",927,0.0261182222222222
"928",928,0.0261727777777778
"929",929,0.0261808333333333
"930",930,0.0261822222222222
"931",931,0.0262101111111111
"932",932,0.0261876111111111
"933",933,0.026224
"934",934,0.0262965
"935",935,0.0264410555555556
"936",936,0.0265419444444444
"937",937,0.0266472222222222
"938",938,0.0267639444444444
"939",939,0.0268889444444444
"940",940,0.0270085555555556
"941",941,0.0271227777777778
"942",942,0.0272621666666667
"943",943,0.0274038333333333
"944",944,0.0275568888888889
"945",945,0.0277243888888889
"946",946,0.0279283888888889
"947",947,0.0281057777777778
"948",948,0.0282686666666667
"949",949,0.0284566666666667
"950",950,0.0286487777777778
"951",951,0.0288508888888889
"952",952,0.0290614444444444
"953",953,0.0292913333333333
"954",954,0.0295553888888889
"955",955,0.0297959444444444
"956",956,0.0300346111111111
"957",957,0.0302696111111111
"958",958,0.0305290555555556
"959",959,0.0307719444444444
"960",960,0.0310513888888889
"961",961,0.0313968333333333
"962",962,0.0316930555555556
"963",963,0.0319771666666667
"964",964,0.032259
"965",965,0.0324812222222222
"966",966,0.0327763333333333
"967",967,0.0331013333333333
"968",968,0.0334444444444444
"969",969,0.0338135
"970",970,0.0342613888888889
"971",971,0.0346398888888889
"972",972,0.034988
"973",973,0.0353786111111111
"974",974,0.0357716666666667
"975",975,0.0361627777777778
"976",976,0.0365713333333333
"977",977,0.0369906666666667
"978",978,0.0373948888888889
"979",979,0.0378151666666667
"980",980,0.0382668888888889
"981",981,0.0387811666666667
"982",982,0.0392274444444444
"983",983,0.0396452777777778
"984",984,0.0401087777777778
"985",985,0.0405299444444444
"986",986,0.0410178888888889
"987",987,0.0416460555555556
"988",988,0.0421463333333333
"989",989,0.0425498888888889
"990",990,0.0430442222222222
"991",991,0.043537
"992",992,0.0439602222222222
"993",993,0.0444948333333333
"994",994,0.0451596111111111
"995",995,0.0457284444444444
"996",996,0.0462685555555556
"997",997,0.0468295555555556
"998",998,0.0473878888888889
"999",999,0.0479486666666667
"1000",1000,0.0484994444444444
"1001",1001,0.0491178333333333
"1002",1002,0.0496888333333333
"1003",1003,0.050189
"1004",1004,0.0507403888888889
"1005",1005,0.0512886666666667
"1006",1006,0.0518443888888889
"1007",1007,0.0524107222222222
"1008",1008,0.0530021666666667
"1009",1009,0.0536306666666667
"1010",1010,0.0542253888888889
"1011",1011,0.0548557777777778
"1012",1012,0.0554026666666667
"1013",1013,0.0559527222222222
"1014",1014,0.0565215555555556
"1015",1015,0.0571321111111111
"1016",1016,0.0578317777777778
"1017",1017,0.0584392222222222
"1018",1018,0.0590272777777778
"1019",1019,0.0595952777777778
"1020",1020,0.0600654444444444
"1021",1021,0.0606146666666667
"1022",1022,0.0612153888888889
"1023",1023,0.0618098333333333
"1024",1024,0.0624425555555556
"1025",1025,0.0630628888888889
"1026",1026,0.0636045
"1027",1027,0.0641451666666667
"1028",1028,0.0647075
"1029",1029,0.0652268888888889
"1030",1030,0.0658046666666667
"1031",1031,0.0664826666666667
"1032",1032,0.0670440555555556
"1033",1033,0.0675636111111111
"1034",1034,0.0680971666666667
"1035",1035,0.0685736111111111
"1036",1036,0.0690625555555556
"1037",1037,0.0696398333333333
"1038",1038,0.0701699444444445
"1039",1039,0.0706388333333333
"1040",1040,0.0710997777777778
"1041",1041,0.0715771111111111
"1042",1042,0.0719854444444444
"1043",1043,0.0724966666666667
"1044",1044,0.0731075555555556
"1045",1045,0.0736572222222222
"1046",1046,0.0742525
"1047",1047,0.0747760555555556
"1048",1048,0.0752405
"1049",1049,0.0756937777777778
"1050",1050,0.0761537222222222
"1051",1051,0.0766288888888889
"1052",1052,0.0771398333333333
"1053",1053,0.0776826666666667
"1054",1054,0.0781897222222222
"1055",1055,0.0786793888888889
"1056",1056,0.0791788333333333
"1057",1057,0.0796752777777778
"1058",1058,0.0801599444444444
"1059",1059,0.0806502222222222
"1060",1060,0.0811308333333333
"1061",1061,0.0816146111111111
"1062",1062,0.082035
"1063",1063,0.08245
"1064",1064,0.0829493888888889
"1065",1065,0.0834431111111111
"1066",1066,0.0839411666666667
"1067",1067,0.0844776666666667
"1068",1068,0.0850920555555556
"1069",1069,0.0856007222222222
"1070",1070,0.0860959444444444
"1071",1071,0.086574
"1072",1072,0.0869437777777778
"1073",1073,0.0874078333333333
"1074",1074,0.0879166666666667
